trial_id,fault_loc,fault_type,delta_I,delta_dc,delta_tau,delta_phi,OC_conv,OC_sambp,OC_veto,87B_A_conv,87B_A_sambp,87B_A_veto,87L_conv,87L_sambp,87L_veto,87B_B_conv,87B_B_sambp,87B_B_veto,87T_conv,87T_sambp,87T_veto
1165,line_mid,3ph,-0.01621,-0.23657,0.14569,-0.16047,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1166,line_mid,3ph,-0.13004,-0.24206,0.04785,-0.34079,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1167,line_mid,3ph,0.09076,-0.20167,-0.09969,-0.16195,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1168,line_mid,3ph,-0.04511,-0.0578,0.00492,0.26274,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1169,line_mid,3ph,-0.10836,-0.1389,0.19983,0.22484,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1170,line_mid,3ph,-0.13736,0.01441,-0.06986,0.46342,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1171,line_mid,3ph,-0.19023,0.19997,-0.10099,-0.35022,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1172,line_mid,3ph,-0.02135,0.14272,0.01054,-0.16775,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1173,line_mid,3ph,0.1161,0.1286,-0.00505,0.38803,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1174,line_mid,3ph,0.109,0.09312,-0.08588,0.67985,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1175,line_mid,3ph,0.08452,-0.29125,0.07387,0.28309,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1176,line_mid,3ph,0.11845,-0.18224,-0.12891,0.30577,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1177,line_mid,3ph,-0.02409,0.02121,0.19334,-0.10538,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1178,line_mid,3ph,-0.14546,-0.17183,0.19422,-0.7412,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1179,line_mid,3ph,0.15038,-0.12664,0.11203,-0.02134,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1180,line_mid,3ph,0.01434,-0.27405,0.04512,0.32252,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1181,line_mid,3ph,-0.07164,-0.17649,0.07985,-0.42598,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1182,line_mid,3ph,0.07447,-0.02943,0.00511,-0.73299,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1183,line_mid,3ph,-0.03674,-0.16364,-0.19453,0.0084,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1184,line_mid,3ph,-0.18961,-0.11928,-0.15963,0.2691,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1185,line_mid,3ph,-0.16627,0.19165,-0.02077,-0.05479,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1186,line_mid,3ph,0.11833,-0.25644,-0.04842,-0.39427,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1187,line_mid,3ph,-0.00666,0.19825,0.12119,-0.40121,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1188,line_mid,3ph,0.01247,0.16514,0.0127,0.31827,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1189,line_mid,3ph,-0.13344,0.07174,-0.12306,-0.15003,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1190,line_mid,3ph,-0.08107,-0.1001,0.04742,0.71486,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1191,line_mid,3ph,0.16974,-0.07342,-0.11129,0.19189,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1192,line_mid,3ph,0.09388,0.10054,-0.02028,0.14103,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1193,line_mid,3ph,0.19382,-0.25547,0.12799,-0.38239,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1194,line_mid,3ph,0.0468,0.2519,0.15129,-0.71496,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1195,line_mid,3ph,0.16565,-0.01068,-0.18182,-0.47169,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1196,line_mid,3ph,0.00814,-0.21699,-0.13052,0.57049,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1197,line_mid,3ph,-0.1405,0.20226,0.01036,-0.53891,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1198,line_mid,3ph,0.13473,-0.18242,-0.16843,0.73072,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1199,line_mid,3ph,-0.0306,0.16518,0.06192,0.35201,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1200,line_mid,3ph,-0.0612,-0.16895,-0.00425,0.13845,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1201,line_mid,3ph,0.10069,0.08366,0.00301,0.71962,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1202,line_mid,3ph,-0.06177,-0.2424,0.1936,0.2886,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1203,line_mid,3ph,0.05653,-0.23563,0.11376,0.13795,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1204,line_mid,3ph,0.01781,0.03629,-0.08349,-0.28721,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1205,line_mid,3ph,0.02874,-0.12651,0.13294,0.41265,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1206,line_mid,3ph,-0.19401,-0.1929,0.17949,-0.7214,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1207,line_mid,3ph,0.12752,0.05838,0.16616,-0.03027,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1208,line_mid,3ph,-0.15787,-0.0139,0.10187,-0.52852,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1209,line_mid,3ph,-0.08032,-0.11853,0.15737,-0.27771,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1210,line_mid,3ph,-0.19031,0.23189,0.18813,0.36975,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1211,line_mid,3ph,-0.1502,0.05875,0.15864,0.43807,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1212,line_mid,3ph,0.14603,-0.072,0.19684,-0.60967,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1213,line_mid,3ph,0.00448,0.24857,0.12882,-0.00028,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1214,line_mid,3ph,0.01324,0.03794,0.04108,-0.66561,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1215,line_mid,3ph,0.03596,0.10538,0.09542,-0.46944,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1216,line_mid,3ph,-0.02092,-0.0053,0.08328,-0.23865,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1217,line_mid,3ph,0.15267,0.02288,0.01263,-0.73835,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1218,line_mid,3ph,0.1276,-0.04522,-0.1378,-0.4742,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1219,line_mid,3ph,0.08142,0.03351,0.17184,-0.43633,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1220,line_mid,3ph,0.15639,-0.11815,0.12058,-0.64232,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1221,line_mid,3ph,0.06903,0.02351,-0.0765,0.61134,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1222,line_mid,3ph,-0.02505,0.2739,-0.08979,-0.72133,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1223,line_mid,3ph,0.08998,-0.11029,0.00684,-0.48737,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1224,line_mid,3ph,0.11351,-0.02511,0.0004,0.47804,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1225,line_mid,3ph,0.18869,-0.24336,-0.10671,0.58923,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1226,line_mid,3ph,0.03664,0.11414,0.01755,-0.29662,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1227,line_mid,3ph,0.09115,0.11513,0.06693,-0.09883,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1228,line_mid,3ph,-0.07632,0.08143,0.07053,0.62782,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1229,line_mid,3ph,-0.12453,0.13646,-0.09111,-0.08231,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1230,line_mid,3ph,-0.06554,0.26365,-0.07862,-0.35768,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1231,line_mid,3ph,-0.04813,-0.13069,0.0579,0.65272,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1232,line_mid,3ph,0.10088,0.22743,-0.13984,-0.15611,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1233,line_mid,3ph,-0.11096,0.17631,-0.08296,-0.45777,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1234,line_mid,3ph,-0.00596,0.18353,-0.17044,-0.27118,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1235,line_mid,3ph,-0.0635,-0.2027,-0.09176,-0.19284,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1236,line_mid,3ph,0.17777,0.18819,0.02668,0.63618,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1237,line_mid,3ph,0.01529,-0.02352,0.14181,0.63159,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1238,line_mid,3ph,0.02209,-0.18834,0.02898,-0.68162,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1239,line_mid,3ph,0.19838,-0.05626,0.05949,-0.34545,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1240,line_mid,3ph,-0.00121,0.26817,0.14198,0.18926,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1241,line_mid,3ph,0.18785,-0.01825,0.06999,0.08535,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1242,line_mid,3ph,0.02199,-0.14401,-0.19361,-0.45641,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1243,line_mid,3ph,-0.03279,-0.20613,0.11352,0.62079,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1244,line_mid,3ph,-0.03422,0.17025,0.13503,0.08568,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1245,line_mid,3ph,0.16918,0.23188,-0.16293,0.10859,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1246,line_mid,3ph,0.17224,0.14675,-0.11947,0.21555,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1247,line_mid,3ph,-0.04144,-0.14194,0.10102,-0.52619,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1248,line_mid,3ph,0.08735,-0.04673,-0.00265,-0.42612,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1249,line_mid,3ph,-0.02785,0.29414,0.06033,0.60448,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1250,line_mid,3ph,0.1464,0.12928,-0.15282,0.38007,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1251,line_mid,3ph,-0.01882,0.17702,0.01404,-0.61798,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1252,line_mid,3ph,-0.01926,-0.21781,0.11154,-0.05979,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1253,line_mid,3ph,0.16488,-0.21072,-0.04534,-0.53024,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1254,line_mid,3ph,-0.16661,-0.17868,-0.1881,-0.45014,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1255,line_mid,3ph,0.02893,-0.0338,-0.18967,-0.51508,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1256,line_mid,3ph,-0.18639,0.12242,-0.09037,0.52092,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1257,line_mid,3ph,-0.0445,0.10452,0.07254,0.46574,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1258,line_mid,3ph,0.02822,-0.09032,-0.17082,-0.70955,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1259,line_mid,3ph,0.00335,0.21043,-0.10159,0.5347,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1260,line_mid,3ph,-0.05967,0.28279,0.13993,-0.63905,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1261,line_mid,3ph,0.06432,0.24408,-0.07406,0.0265,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1262,line_mid,3ph,0.12329,0.03446,0.11273,-0.5663,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1263,line_mid,3ph,0.16971,-0.22551,-0.07566,0.29697,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1264,line_mid,3ph,-0.06189,0.25481,-0.07194,-0.35593,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1265,line_mid,3ph,0.12308,0.10663,-0.08513,-0.68817,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1266,line_mid,3ph,-0.03459,-0.09023,0.15293,0.63673,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1267,line_mid,3ph,0.01692,0.28005,-0.06993,0.18264,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1268,line_mid,3ph,-0.08188,-0.26974,-0.16128,-0.76275,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1269,line_mid,3ph,-0.16218,0.29757,-0.16536,0.59021,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1270,line_mid,3ph,0.15945,0.01701,0.00725,0.30814,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1271,line_mid,3ph,-0.10067,-0.12775,-0.19566,-0.51604,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1272,line_mid,3ph,0.02009,-0.1159,0.13212,0.48685,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1273,line_mid,3ph,-0.04117,0.12889,0.12968,0.44107,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1274,line_mid,3ph,0.17852,-0.17353,0.03936,-0.05147,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1275,line_mid,3ph,-0.1986,0.13054,-0.16497,-0.49516,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1276,line_mid,3ph,0.09975,0.25903,0.09074,0.60203,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1277,line_mid,3ph,0.00552,-0.008,-0.08625,-0.67727,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1278,line_mid,3ph,-0.13277,-0.16603,0.1493,-0.7817,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1279,line_mid,3ph,-0.03116,0.28304,0.1627,-0.611,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1280,line_mid,3ph,0.09766,0.22322,-0.12494,-0.39004,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1281,line_mid,3ph,0.07347,0.1546,0.15023,-0.16038,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1282,line_mid,3ph,-0.18086,0.28593,-0.09648,0.42403,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1283,line_mid,3ph,0.16773,0.02471,0.00944,-0.40789,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1284,line_mid,3ph,-0.17562,-0.23367,0.08942,-0.47283,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1285,line_mid,3ph,-0.00176,0.01106,0.17073,0.06347,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1286,line_mid,3ph,0.04621,0.18673,-0.07949,0.29473,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1287,line_mid,3ph,-0.16078,-0.2574,0.18761,-0.28924,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1288,line_mid,3ph,-0.01678,-0.20833,-0.07838,0.6313,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1289,line_mid,3ph,0.17293,0.07434,-0.11848,0.71622,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1290,line_mid,3ph,0.11302,-0.24089,0.07336,-0.13592,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1291,line_mid,3ph,-0.18581,-0.1517,0.01885,0.11593,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1292,line_mid,3ph,0.18602,-0.0199,-0.06187,0.60903,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1293,line_mid,3ph,0.00441,0.0272,-0.12151,0.44648,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1294,line_mid,3ph,0.11263,0.03431,-0.05175,0.12226,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1295,line_mid,3ph,0.12894,0.1062,0.15822,-0.10334,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1296,line_mid,3ph,0.06121,0.04287,0.06136,-0.00903,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1297,line_mid,3ph,0.0226,-0.05248,0.01377,-0.35168,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1298,line_mid,3ph,0.1602,-0.10319,0.1489,0.50854,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1299,line_mid,3ph,0.08414,0.07022,0.11959,0.37422,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1300,line_mid,3ph,0.01516,-0.28198,-0.0186,-0.26261,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1301,line_mid,3ph,0.18951,-0.08609,0.06727,-0.37088,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1302,line_mid,3ph,0.18715,0.28521,0.02758,0.77674,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1303,line_mid,3ph,-0.04418,-0.2864,0.17112,-0.37827,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1304,line_mid,3ph,0.02161,0.2543,-0.1043,0.05459,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1305,line_mid,3ph,0.01915,0.02915,0.04838,-0.1157,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1306,line_mid,3ph,-0.01888,0.10863,0.17698,0.65764,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1307,line_mid,3ph,-0.05953,-0.1183,0.00398,0.48701,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1308,line_mid,3ph,0.09947,-0.21941,0.17842,-0.10977,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1309,line_mid,3ph,-0.09205,0.06357,-0.04765,0.38489,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1310,line_mid,3ph,0.10498,0.2172,0.12005,0.77981,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1311,line_mid,3ph,-0.10684,0.03305,-0.02853,0.49141,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1312,line_mid,3ph,0.07794,-0.00881,0.08573,-0.04345,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1313,line_mid,3ph,0.17337,-0.02762,-0.06243,-0.01069,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1314,line_mid,3ph,-0.02637,-0.01116,0.09029,-0.09094,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1315,line_mid,3ph,0.00088,-0.25687,0.10452,0.72965,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1316,line_mid,3ph,0.08047,0.22239,-0.07147,0.64693,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1317,line_mid,3ph,-0.16478,0.29331,0.15954,0.78023,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1318,line_mid,3ph,-0.05754,-0.27833,0.11063,-0.57685,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1319,line_mid,3ph,0.09939,-0.07407,-0.14049,-0.28926,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1320,line_mid,3ph,-0.16111,-0.00258,-0.08819,-0.38401,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1321,line_mid,3ph,-0.19838,0.157,0.11724,0.08197,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1322,line_mid,3ph,0.03213,0.14959,0.18737,0.52187,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1323,line_mid,3ph,0.02117,0.2668,0.06502,-0.21738,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1324,line_mid,3ph,0.08318,0.11812,0.18401,0.03045,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1325,line_mid,3ph,-0.01588,-0.28988,0.01749,-0.35519,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1326,line_mid,3ph,0.11234,0.24313,0.15544,-0.64484,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1327,line_mid,3ph,0.04862,0.09756,-0.09495,0.02835,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1328,line_mid,3ph,0.03838,-0.1408,-0.03116,0.53957,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1329,line_mid,3ph,-0.12105,0.2991,0.05678,0.78226,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1330,line_mid,3ph,0.02034,0.16194,0.13328,-0.31438,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1331,line_mid,3ph,0.16451,-0.23153,0.10507,0.00297,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1332,line_mid,3ph,0.1775,0.01494,0.09584,-0.21176,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1333,line_mid,3ph,-0.06231,0.12374,-0.10783,-0.32497,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1334,line_mid,3ph,0.01622,0.16321,0.05504,-0.47673,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1335,line_mid,3ph,0.1642,-0.03464,-0.14317,0.37996,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1336,line_mid,3ph,0.10545,-0.27282,0.11873,-0.08289,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1337,line_mid,3ph,-0.07408,0.091,0.00083,0.31532,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1338,line_mid,3ph,0.18722,-0.19155,-0.09372,0.38582,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1339,line_mid,3ph,0.0915,-0.22416,-0.07492,0.13162,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1340,line_mid,3ph,0.1641,0.17292,0.18818,-0.06576,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1341,line_mid,3ph,0.12028,0.24273,-0.026,0.67103,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1342,line_mid,3ph,-0.04826,-0.03144,-0.09401,-0.66087,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1343,line_mid,3ph,0.02947,0.19001,0.13898,0.59723,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1344,line_mid,3ph,-0.16473,0.19905,0.09364,0.62117,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1345,line_mid,3ph,-0.15482,-0.04796,-0.10129,-0.61752,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1346,line_mid,3ph,0.05768,0.09254,0.13416,0.75261,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1347,line_mid,3ph,-0.07829,-0.23199,0.00253,0.74374,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1348,line_mid,3ph,0.18277,-0.12801,-0.09302,0.00726,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1349,line_mid,3ph,0.13982,0.17822,-0.0847,-0.13809,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1350,line_mid,3ph,-0.08603,0.2934,-0.19721,-0.22016,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1351,line_mid,3ph,0.18052,0.09057,-0.1433,-0.73438,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1352,line_mid,3ph,0.16773,0.09373,0.18189,0.56687,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1353,line_mid,3ph,-0.1369,-0.08445,0.0442,-0.31118,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1354,line_mid,3ph,-0.04838,0.27361,0.07672,0.64791,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1355,line_mid,3ph,-0.07498,0.23581,-0.07471,0.23212,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1356,line_mid,3ph,0.08035,-0.16879,0.0192,0.70479,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1357,line_mid,3ph,0.10514,-0.15268,-0.12996,-0.76263,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1358,line_mid,3ph,0.14677,-0.22813,-0.17385,-0.38998,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1359,line_mid,3ph,-0.19607,-0.13357,-0.18599,-0.18871,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1360,line_mid,3ph,0.11177,0.17413,0.04936,-0.49277,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1361,line_mid,3ph,0.18332,0.03819,-0.17126,0.26406,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1362,line_mid,3ph,0.19315,0.25394,-0.06834,-0.57162,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1363,line_mid,3ph,0.17108,0.00393,0.15476,0.40384,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1364,line_mid,3ph,0.08355,0.24986,0.16398,0.77686,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1365,line_mid,3ph,-0.09684,0.19235,-0.18555,0.63425,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1366,line_mid,3ph,0.06304,0.07678,-0.15822,-0.21623,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1367,line_mid,3ph,-0.13354,0.25776,0.05585,-0.67472,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1368,line_mid,3ph,-0.04351,-0.25808,0.08512,0.31619,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1369,line_mid,3ph,-0.19028,-0.06495,-0.17233,0.26297,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1370,line_mid,3ph,-0.04523,-0.15569,-0.14317,0.46121,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1371,line_mid,3ph,0.19924,-0.16305,0.15014,0.02736,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1372,line_mid,3ph,0.06434,0.18822,-0.14422,-0.63309,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1373,line_mid,3ph,-0.09222,0.18358,-0.12374,0.46166,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1374,line_mid,3ph,0.05147,0.06274,-0.16584,0.32494,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1375,line_mid,3ph,0.03451,0.14467,-0.0635,0.22756,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1376,line_mid,3ph,-0.19402,-0.01293,-0.07304,0.69814,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1377,line_mid,3ph,0.11645,0.29376,-0.03163,-0.33742,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1378,line_mid,3ph,0.04582,0.08193,-0.08788,0.09097,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1379,line_mid,3ph,-0.16223,0.2616,-0.16837,0.69444,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1380,line_mid,3ph,0.01497,0.11903,0.03926,-0.56663,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1381,line_mid,3ph,0.07592,0.07192,-0.10488,0.42088,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
