feeder,fault_bus,alpha,Rx,snrI,observation,n_real_obs,rmse_alpha_pct_proper,rmse_alpha_pct_dual,rmse_Rx_pct_proper,rmse_Rx_pct_dual,consistency_ratio,geary_hinkley_valid
IEEE_34,bus_04,0.5,500.0,30.0,diagonal,6,968.1008933294615,968.1008933294615,29.516031699965747,29.516031699965747,1.0,1
IEEE_34,bus_04,0.5,500.0,40.0,full,18,69.49671234479894,69.49671234479894,4.268212275599449,4.268212275599449,1.0,1
IEEE_34,bus_04,0.5,500.0,40.0,upper,12,90.37819638736184,90.37819638736184,4.564969245374929,4.564969245374929,1.0,1
IEEE_34,bus_04,0.5,500.0,40.0,diagonal,6,306.14038277648086,306.14038277648086,9.333788766162339,9.333788766162339,1.0,1
IEEE_34,bus_04,0.5,500.0,50.0,full,18,21.97679009031057,21.97679009031057,1.349727232798458,1.349727232798458,1.0,1
IEEE_34,bus_04,0.5,500.0,50.0,upper,12,28.580095140206485,28.580095140206485,1.4435700264004843,1.4435700264004843,1.0,1
IEEE_34,bus_04,0.5,500.0,50.0,diagonal,6,96.81008933294619,96.81008933294619,2.9516031699965746,2.9516031699965746,1.0,1
IEEE_34,bus_04,0.5,500.0,inf,full,18,4.770072312831903e-148,nan,1.5045957054002888e-149,nan,nan,1
IEEE_34,bus_04,0.5,500.0,inf,upper,12,5.167262882074274e-148,nan,1.6029571695774456e-149,nan,nan,1
IEEE_34,bus_04,0.5,500.0,inf,diagonal,6,5.687060700130685e-148,nan,1.7338951892364874e-149,nan,nan,1
IEEE_34,bus_04,0.5,1000.0,20.0,full,18,1385.8473149969454,1385.8473149969454,84.83102933395705,84.83102933395705,1.0000000000000002,1
IEEE_34,bus_04,0.5,1000.0,20.0,upper,12,1803.3592086269184,1803.3592086269184,90.74740695516661,90.74740695516661,1.0,1
IEEE_34,bus_04,0.5,1000.0,20.0,diagonal,6,6136.891644116648,6136.891644116648,186.34972263724967,186.34972263724967,1.0,1
IEEE_34,bus_04,0.5,1000.0,30.0,full,18,438.2434004619172,438.2434004619172,26.82592689518608,26.82592689518608,1.0,1
IEEE_34,bus_04,0.5,1000.0,30.0,upper,12,570.2722538699832,570.2722538699832,28.696849773253202,28.696849773253202,1.0,1
IEEE_34,bus_04,0.5,1000.0,30.0,diagonal,6,1940.6555349064074,1940.6555349064074,58.928956487434846,58.928956487434846,1.0,1
IEEE_34,bus_04,0.5,1000.0,40.0,full,18,138.58473149969456,138.58473149969456,8.483102933395703,8.483102933395703,1.0,1
IEEE_34,bus_04,0.5,1000.0,40.0,upper,12,180.33592086269184,180.33592086269184,9.074740695516661,9.074740695516661,1.0,1
IEEE_34,bus_04,0.5,1000.0,40.0,diagonal,6,613.6891644116649,613.6891644116649,18.634972263724972,18.634972263724972,1.0,1
IEEE_34,bus_04,0.5,1000.0,50.0,full,18,43.824340046191715,43.824340046191715,2.682592689518608,2.682592689518608,1.0,1
IEEE_34,bus_04,0.5,1000.0,50.0,upper,12,57.02722538699832,57.02722538699832,2.8696849773253192,2.8696849773253192,1.0,1
IEEE_34,bus_04,0.5,1000.0,50.0,diagonal,6,194.06555349064075,194.06555349064075,5.892895648743485,5.892895648743485,1.0000000000000002,1
IEEE_34,bus_04,0.5,1000.0,inf,full,18,9.596333179464621e-148,nan,3.0155606050252583e-149,nan,nan,1
IEEE_34,bus_04,0.5,1000.0,inf,upper,12,1.0406762858055949e-147,nan,3.2157709605223875e-149,nan,nan,1
IEEE_34,bus_04,0.5,1000.0,inf,diagonal,6,1.1471584375606065e-147,nan,3.4833898409588377e-149,nan,nan,1
IEEE_34,bus_04,0.5,2000.0,20.0,full,18,2767.6190723014615,2767.6190723014615,169.13019761319563,169.13019761319563,1.0000000000000002,1
IEEE_34,bus_04,0.5,2000.0,20.0,upper,12,3602.525305426042,3602.525305426042,180.94433382839077,180.94433382839077,1.0,1
IEEE_34,bus_04,0.5,2000.0,20.0,diagonal,6,12288.194922866378,12288.194922866378,372.38218450042206,372.38218450042206,1.0,1
IEEE_34,bus_04,0.5,2000.0,30.0,full,18,875.1979964194848,875.1979964194848,53.48366455720719,53.48366455720719,1.0,1
IEEE_34,bus_04,0.5,2000.0,30.0,upper,12,1139.2185293540037,1139.2185293540037,57.21962245995697,57.21962245995697,1.0,1
IEEE_34,bus_04,0.5,2000.0,30.0,diagonal,6,3885.868428837486,3885.868428837486,117.7575863090385,117.7575863090385,1.0,1
IEEE_34,bus_04,0.5,2000.0,40.0,full,18,276.7619072301462,276.7619072301462,16.91301976131956,16.91301976131956,1.0,1
IEEE_34,bus_04,0.5,2000.0,40.0,upper,12,360.2525305426042,360.2525305426042,18.09443338283908,18.09443338283908,1.0,1
IEEE_34,bus_04,0.5,2000.0,40.0,diagonal,6,1228.8194922866376,1228.8194922866376,37.23821845004221,37.23821845004221,1.0,1
IEEE_34,bus_04,0.5,2000.0,50.0,full,18,87.51979964194848,87.51979964194847,5.348366455720719,5.348366455720719,1.0000000000000002,1
IEEE_34,bus_04,0.5,2000.0,50.0,upper,12,113.92185293540038,113.92185293540038,5.721962245995698,5.721962245995697,1.0,1
IEEE_34,bus_04,0.5,2000.0,50.0,diagonal,6,388.5868428837487,388.58684288374855,11.775758630903853,11.775758630903846,1.0000000000000004,1
IEEE_34,bus_04,0.5,2000.0,inf,full,18,1.9249311023502647e-147,nan,6.037558250838497e-149,nan,nan,1
IEEE_34,bus_04,0.5,2000.0,inf,upper,12,2.088653143834695e-147,nan,6.441530696924879e-149,nan,nan,1
IEEE_34,bus_04,0.5,2000.0,inf,diagonal,6,2.304202181571227e-147,nan,6.982647944191758e-149,nan,nan,1
IEEE_34,bus_04,0.5,5000.0,20.0,full,18,6912.945264868191,6912.945264868191,422.0287891819533,422.0287891819533,1.0,1
IEEE_34,bus_04,0.5,5000.0,20.0,upper,12,9000.03497586035,9000.034975860352,451.53633689614395,451.53633689614395,0.9999999999999999,1
IEEE_34,bus_04,0.5,5000.0,20.0,diagonal,6,30742.38004437031,30742.38004437031,930.4870194902526,930.4870194902526,1.0,1
IEEE_34,bus_04,0.5,5000.0,30.0,full,18,2186.065237705946,2186.065237705946,133.45722119780015,133.45722119780012,1.0,1
IEEE_34,bus_04,0.5,5000.0,30.0,upper,12,2846.0609544897247,2846.060954489725,142.7883270920939,142.7883270920939,0.9999999999999999,1
IEEE_34,bus_04,0.5,5000.0,30.0,diagonal,6,9721.594163471838,9721.59416347184,294.2458314810684,294.2458314810685,0.9999999999999997,1
IEEE_34,bus_04,0.5,5000.0,40.0,full,18,691.294526486819,691.294526486819,42.20287891819533,42.20287891819533,1.0,1
IEEE_34,bus_04,0.5,5000.0,40.0,upper,12,900.0034975860353,900.0034975860353,45.153633689614395,45.153633689614395,1.0,1
IEEE_34,bus_04,0.5,5000.0,40.0,diagonal,6,3074.2380044370298,3074.2380044370298,93.04870194902522,93.04870194902522,1.0,1
IEEE_34,bus_04,0.5,5000.0,50.0,full,18,218.60652377059458,218.60652377059458,13.345722119780012,13.345722119780012,1.0,1
IEEE_34,bus_04,0.5,5000.0,50.0,upper,12,284.60609544897255,284.60609544897255,14.278832709209391,14.278832709209391,1.0,1
IEEE_34,bus_04,0.5,5000.0,50.0,diagonal,6,972.1594163471842,972.1594163471842,29.42458314810685,29.42458314810685,1.0,1
IEEE_34,bus_04,0.5,5000.0,inf,full,18,4.820862413862862e-147,nan,1.510361015220051e-148,nan,nan,1
IEEE_34,bus_04,0.5,5000.0,inf,upper,12,5.232647194616111e-147,nan,1.611892164571198e-148,nan,nan,1
IEEE_34,bus_04,0.5,5000.0,inf,diagonal,6,5.775447972431104e-147,nan,1.7480646640474502e-148,nan,nan,1
IEEE_34,bus_07,0.5,100.0,20.0,full,18,220.75789414630358,220.75789414630358,8.696092649734169,8.696092649734169,1.0,1
IEEE_34,bus_07,0.5,100.0,20.0,upper,12,265.58205483355425,265.58205483355425,9.597119096378542,9.597119096378542,1.0,1
IEEE_34,bus_07,0.5,100.0,20.0,diagonal,6,782.1530671242676,782.1530671242676,21.756690606430688,21.756690606430688,1.0,1
IEEE_34,bus_07,0.5,100.0,30.0,full,18,69.80977569646716,69.80977569646716,2.7499459517008815,2.7499459517008815,1.0,1
IEEE_34,bus_07,0.5,100.0,30.0,upper,12,83.98441989417621,83.98441989417621,3.034875532045321,3.034875532045321,1.0,1
IEEE_34,bus_07,0.5,100.0,30.0,diagonal,6,247.33851709992499,247.33851709992499,6.880069666391098,6.880069666391098,1.0,1
IEEE_34,bus_07,0.5,100.0,40.0,full,18,22.075789414630353,22.075789414630353,0.8696092649734168,0.8696092649734168,1.0,1
IEEE_34,bus_07,0.5,100.0,40.0,upper,12,26.558205483355422,26.558205483355422,0.9597119096378541,0.9597119096378541,1.0,1
IEEE_34,bus_07,0.5,100.0,40.0,diagonal,6,78.21530671242671,78.21530671242671,2.175669060643067,2.175669060643067,1.0,1
IEEE_34,bus_07,0.5,100.0,50.0,full,18,6.980977569646714,6.980977569646714,0.27499459517008806,0.27499459517008806,1.0,1
IEEE_34,bus_07,0.5,100.0,50.0,upper,12,8.39844198941762,8.39844198941762,0.3034875532045321,0.3034875532045321,1.0,1
IEEE_34,bus_07,0.5,100.0,50.0,diagonal,6,24.733851709992493,24.73385170999249,0.6880069666391097,0.6880069666391095,1.0000000000000002,1
IEEE_34,bus_07,0.5,100.0,inf,full,18,1.1818181425534176e-148,nan,3.3451000733950737e-150,nan,nan,1
IEEE_34,bus_07,0.5,100.0,inf,upper,12,1.2732253248862486e-148,nan,3.5730896570720445e-150,nan,nan,1
IEEE_34,bus_07,0.5,100.0,inf,diagonal,6,1.3922330734760453e-148,nan,3.872497694730985e-150,nan,nan,1
IEEE_34,bus_07,0.5,500.0,20.0,full,18,1067.768708537633,1067.768708537633,41.434260982052194,41.43426098205219,1.0,1
IEEE_34,bus_07,0.5,500.0,20.0,upper,12,1290.1234039345668,1290.1234039345668,45.68113867979736,45.68113867979736,1.0,1
IEEE_34,bus_07,0.5,500.0,20.0,diagonal,6,3991.2828525160053,3991.2828525160053,107.12983336277178,107.12983336277178,1.0,1
IEEE_34,bus_07,0.5,500.0,30.0,full,18,337.6581133235398,337.6581133235398,13.102663786912998,13.102663786912998,1.0,1
IEEE_34,bus_07,0.5,500.0,30.0,upper,12,407.97284191226663,407.97284191226663,14.445644433817682,14.445644433817682,1.0,1
IEEE_34,bus_07,0.5,500.0,30.0,diagonal,6,1262.1544599924484,1262.1544599924484,33.877427878065426,33.877427878065426,1.0,1
IEEE_34,bus_07,0.5,500.0,40.0,full,18,106.77687085376331,106.77687085376331,4.143426098205219,4.143426098205219,1.0,1
IEEE_34,bus_07,0.5,500.0,40.0,upper,12,129.01234039345667,129.01234039345664,4.5681138679797355,4.568113867979735,1.0000000000000002,1
IEEE_34,bus_07,0.5,500.0,40.0,diagonal,6,399.1282852516006,399.1282852516005,10.712983336277178,10.712983336277176,1.0000000000000002,1
IEEE_34,bus_07,0.5,500.0,50.0,full,18,33.765811332353984,33.765811332354,1.3102663786912998,1.3102663786913,0.9999999999999997,1
IEEE_34,bus_07,0.5,500.0,50.0,upper,12,40.79728419122666,40.797284191226666,1.4445644433817684,1.4445644433817684,0.9999999999999998,1
IEEE_34,bus_07,0.5,500.0,50.0,diagonal,6,126.21544599924488,126.21544599924488,3.3877427878065434,3.3877427878065434,1.0,1
IEEE_34,bus_07,0.5,500.0,inf,full,18,6.174113583234242e-148,nan,1.6894458003413188e-149,nan,nan,1
IEEE_34,bus_07,0.5,500.0,inf,upper,12,6.70766063588519e-148,nan,1.8181620303477774e-149,nan,nan,1
IEEE_34,bus_07,0.5,500.0,inf,diagonal,6,7.423921498808493e-148,nan,1.992620963607445e-149,nan,nan,1
IEEE_34,bus_07,0.5,1000.0,20.0,full,18,2126.5947099376876,2126.594709937687,82.36350960832286,82.36350960832286,1.0000000000000004,1
IEEE_34,bus_07,0.5,1000.0,20.0,upper,12,2570.8671758375913,2570.8671758375913,90.79492608427334,90.79492608427333,1.0,1
IEEE_34,bus_07,0.5,1000.0,20.0,diagonal,6,8005.573286881723,8005.573286881723,213.91219521575522,213.91219521575522,1.0,1
IEEE_34,bus_07,0.5,1000.0,30.0,full,18,672.4882943468203,672.4882943468203,26.0456286447463,26.0456286447463,1.0,1
IEEE_34,bus_07,0.5,1000.0,30.0,upper,12,812.979583741139,812.9795837411388,28.711876641293685,28.711876641293685,1.0000000000000002,1
IEEE_34,bus_07,0.5,1000.0,30.0,diagonal,6,2531.584556194682,2531.584556194682,67.64497561683599,67.64497561683599,1.0,1
IEEE_34,bus_07,0.5,1000.0,40.0,full,18,212.65947099376868,212.65947099376868,8.236350960832286,8.236350960832286,1.0,1
IEEE_34,bus_07,0.5,1000.0,40.0,upper,12,257.0867175837592,257.0867175837592,9.079492608427334,9.079492608427334,1.0,1
IEEE_34,bus_07,0.5,1000.0,40.0,diagonal,6,800.5573286881723,800.5573286881723,21.39121952157552,21.39121952157552,1.0,1
IEEE_34,bus_07,0.5,1000.0,50.0,full,18,67.24882943468204,67.24882943468204,2.6045628644746306,2.6045628644746306,1.0,1
IEEE_34,bus_07,0.5,1000.0,50.0,upper,12,81.2979583741139,81.2979583741139,2.8711876641293683,2.8711876641293683,1.0,1
IEEE_34,bus_07,0.5,1000.0,50.0,diagonal,6,253.15845561946816,253.15845561946816,6.764497561683598,6.764497561683598,1.0,1
IEEE_34,bus_07,0.5,1000.0,inf,full,18,1.2418194431100723e-147,nan,3.3836062606001934e-149,nan,nan,1
IEEE_34,bus_07,0.5,1000.0,inf,upper,12,1.350679040370883e-147,nan,3.6451435436163625e-149,nan,nan,1
IEEE_34,bus_07,0.5,1000.0,inf,diagonal,6,1.4974384160672546e-147,nan,4.001174405422742e-149,nan,nan,1
IEEE_34,bus_07,0.5,2000.0,20.0,full,18,4244.258106669018,4244.258106669018,164.22313943621697,164.22313943621697,1.0,1
IEEE_34,bus_07,0.5,2000.0,20.0,upper,12,5132.366676216644,5132.366676216644,181.02400593268217,181.02400593268217,1.0,1
IEEE_34,bus_07,0.5,2000.0,20.0,diagonal,6,16034.684910990767,16034.684910990767,427.4888982144078,427.4888982144078,1.0,1
IEEE_34,bus_07,0.5,2000.0,30.0,full,18,1342.1522594707983,1342.1522594707983,51.93191651218658,51.93191651218658,1.0,1
IEEE_34,bus_07,0.5,2000.0,30.0,upper,12,1622.9968483992532,1622.9968483992532,57.2448169915109,57.2448169915109,1.0,1
IEEE_34,bus_07,0.5,2000.0,30.0,diagonal,6,5070.612588186511,5070.612588186511,135.1838592793416,135.1838592793416,1.0,1
IEEE_34,bus_07,0.5,2000.0,40.0,full,18,424.4258106669018,424.4258106669018,16.422313943621695,16.422313943621695,1.0,1
IEEE_34,bus_07,0.5,2000.0,40.0,upper,12,513.2366676216644,513.2366676216644,18.102400593268214,18.102400593268214,1.0,1
IEEE_34,bus_07,0.5,2000.0,40.0,diagonal,6,1603.4684910990763,1603.4684910990763,42.74888982144076,42.74888982144076,1.0,1
IEEE_34,bus_07,0.5,2000.0,50.0,full,18,134.2152259470798,134.2152259470798,5.193191651218657,5.193191651218657,1.0,1
IEEE_34,bus_07,0.5,2000.0,50.0,upper,12,162.2996848399253,162.2996848399253,5.724481699151091,5.724481699151091,1.0,1
IEEE_34,bus_07,0.5,2000.0,50.0,diagonal,6,507.06125881865097,507.06125881865097,13.51838592793416,13.51838592793416,1.0,1
IEEE_34,bus_07,0.5,2000.0,inf,full,18,2.4906997698047234e-147,nan,6.7720119543103565e-149,nan,nan,1
IEEE_34,bus_07,0.5,2000.0,inf,upper,12,2.7106127482730585e-147,nan,7.299268935472217e-149,nan,nan,1
IEEE_34,bus_07,0.5,2000.0,inf,diagonal,6,3.007729157565029e-147,nan,8.018618485981083e-149,nan,nan,1
IEEE_34,bus_07,0.5,5000.0,20.0,full,18,10597.257977981904,10597.257977981904,409.80297844169337,409.80297844169326,1.0,1
IEEE_34,bus_07,0.5,5000.0,20.0,upper,12,12816.87924635954,12816.87924635954,451.71245930064515,451.7124593006451,1.0,1
IEEE_34,bus_07,0.5,5000.0,20.0,diagonal,6,40122.42405876651,40122.424058766504,1068.2276161164395,1068.2276161164395,1.0000000000000002,1
IEEE_34,bus_07,0.5,5000.0,30.0,full,18,3351.1472162813307,3351.1472162813307,129.59108037966308,129.59108037966308,1.0,1
IEEE_34,bus_07,0.5,5000.0,30.0,upper,12,4053.05309138385,4053.05309138385,142.8440218866148,142.8440218866148,1.0,1
IEEE_34,bus_07,0.5,5000.0,30.0,diagonal,6,12687.824527283965,12687.824527283965,337.80323264199404,337.80323264199404,1.0,1
IEEE_34,bus_07,0.5,5000.0,40.0,full,18,1059.7257977981903,1059.7257977981903,40.980297844169336,40.980297844169336,1.0,1
IEEE_34,bus_07,0.5,5000.0,40.0,upper,12,1281.687924635954,1281.687924635954,45.17124593006451,45.17124593006451,1.0,1
IEEE_34,bus_07,0.5,5000.0,40.0,diagonal,6,4012.242405876649,4012.242405876649,106.8227616116439,106.8227616116439,1.0,1
IEEE_34,bus_07,0.5,5000.0,50.0,full,18,335.11472162813305,335.11472162813305,12.959108037966306,12.959108037966306,1.0,1
IEEE_34,bus_07,0.5,5000.0,50.0,upper,12,405.3053091383851,405.3053091383851,14.284402188661483,14.284402188661483,1.0,1
IEEE_34,bus_07,0.5,5000.0,50.0,diagonal,6,1268.782452728396,1268.782452728396,33.78032326419939,33.78032326419939,1.0,1
IEEE_34,bus_07,0.5,5000.0,inf,full,18,6.237389641194437e-147,nan,1.6937284362628385e-148,nan,nan,1
IEEE_34,bus_07,0.5,5000.0,inf,upper,12,6.790497747098019e-147,nan,1.826176125253709e-148,nan,nan,1
IEEE_34,bus_07,0.5,5000.0,inf,diagonal,6,7.538757408145084e-147,nan,2.007120417660278e-148,nan,nan,1
IEEE_34,bus_10,0.5,100.0,20.0,full,18,261.9595908432345,261.9595908432345,8.448397200752883,8.448397200752881,1.0,1
IEEE_34,bus_10,0.5,100.0,20.0,upper,12,301.9215130418025,301.9215130418024,9.56649101906641,9.566491019066408,1.0000000000000002,1
IEEE_34,bus_10,0.5,100.0,20.0,diagonal,6,795.5663665799115,795.5663665799115,23.652188853693534,23.652188853693534,1.0,1
IEEE_34,bus_10,0.5,100.0,30.0,full,18,82.83889619904096,82.83889619904095,2.6716177732169912,2.6716177732169903,1.0000000000000002,1
IEEE_34,bus_10,0.5,100.0,30.0,upper,12,95.4759655816328,95.47596558163279,3.0251900835795142,3.0251900835795142,1.0000000000000002,1
IEEE_34,bus_10,0.5,100.0,30.0,diagonal,6,251.5801748216981,251.5801748216981,7.479478842611859,7.479478842611859,1.0,1
IEEE_34,bus_10,0.5,100.0,40.0,full,18,26.195959084323444,26.195959084323444,0.8448397200752881,0.8448397200752881,1.0,1
IEEE_34,bus_10,0.5,100.0,40.0,upper,12,30.192151304180243,30.192151304180243,0.9566491019066409,0.9566491019066408,1.0,1
IEEE_34,bus_10,0.5,100.0,40.0,diagonal,6,79.55663665799116,79.55663665799116,2.365218885369354,2.365218885369354,1.0,1
IEEE_34,bus_10,0.5,100.0,50.0,full,18,8.283889619904095,8.283889619904095,0.2671617773216991,0.26716177732169905,1.0,1
IEEE_34,bus_10,0.5,100.0,50.0,upper,12,9.54759655816328,9.54759655816328,0.30251900835795137,0.30251900835795137,1.0,1
IEEE_34,bus_10,0.5,100.0,50.0,diagonal,6,25.158017482169807,25.158017482169807,0.747947884261186,0.7479478842611859,1.0,1
IEEE_34,bus_10,0.5,100.0,inf,full,18,1.2049338107755677e-148,nan,3.597801278216665e-150,nan,nan,1
IEEE_34,bus_10,0.5,100.0,inf,upper,12,1.2989109951014344e-148,nan,3.870042932504228e-150,nan,nan,1
IEEE_34,bus_10,0.5,100.0,inf,diagonal,6,1.4241843783395415e-148,nan,4.23372956887609e-150,nan,nan,1
IEEE_34,bus_10,0.5,500.0,20.0,full,18,1259.6661969118031,1259.666196911803,40.180796558075485,40.180796558075485,1.0000000000000002,1
IEEE_34,bus_10,0.5,500.0,20.0,upper,12,1455.2239038978444,1455.2239038978441,45.39195182308422,45.39195182308422,1.0000000000000002,1
IEEE_34,bus_10,0.5,500.0,20.0,diagonal,6,3998.439918371716,3998.439918371715,114.99882488265833,114.9988248826583,1.0000000000000002,1
IEEE_34,bus_10,0.5,500.0,30.0,full,18,398.3414273763458,398.3414273763458,12.706283532337256,12.706283532337256,1.0,1
IEEE_34,bus_10,0.5,500.0,30.0,upper,12,460.18220418391707,460.18220418391707,14.354195520157859,14.354195520157859,1.0,1
IEEE_34,bus_10,0.5,500.0,30.0,diagonal,6,1264.4177229392362,1264.4177229392362,36.36582148720461,36.36582148720461,1.0,1
IEEE_34,bus_10,0.5,500.0,40.0,full,18,125.9666196911803,125.9666196911803,4.018079655807549,4.018079655807548,1.0,1
IEEE_34,bus_10,0.5,500.0,40.0,upper,12,145.52239038978448,145.52239038978445,4.539195182308423,4.539195182308422,1.0000000000000002,1
IEEE_34,bus_10,0.5,500.0,40.0,diagonal,6,399.8439918371717,399.8439918371717,11.499882488265838,11.499882488265834,1.0,1
IEEE_34,bus_10,0.5,500.0,50.0,full,18,39.83414273763458,39.83414273763458,1.270628353233726,1.270628353233726,0.9999999999999999,1
IEEE_34,bus_10,0.5,500.0,50.0,upper,12,46.0182204183917,46.0182204183917,1.4354195520157857,1.4354195520157857,1.0,1
IEEE_34,bus_10,0.5,500.0,50.0,diagonal,6,126.44177229392358,126.44177229392358,3.6365821487204606,3.6365821487204606,1.0,1
IEEE_34,bus_10,0.5,500.0,inf,full,18,6.198525656686263e-148,nan,1.7933429082859407e-149,nan,nan,1
IEEE_34,bus_10,0.5,500.0,inf,upper,12,6.725795348725603e-148,nan,1.9402416795126115e-149,nan,nan,1
IEEE_34,bus_10,0.5,500.0,inf,diagonal,6,7.445848431978081e-148,nan,2.141436275546163e-149,nan,nan,1
IEEE_34,bus_10,0.5,1000.0,20.0,full,18,2506.8863140204126,2506.886314020412,79.85452088375743,79.85452088375743,1.0000000000000002,1
IEEE_34,bus_10,0.5,1000.0,20.0,upper,12,2896.9375818875155,2896.937581887515,90.18480021857668,90.18480021857667,1.0000000000000002,1
IEEE_34,bus_10,0.5,1000.0,20.0,diagonal,6,8003.597122021195,8003.597122021195,229.22885131222733,229.22885131222733,1.0,1
IEEE_34,bus_10,0.5,1000.0,30.0,full,18,792.7470587408602,792.7470587408603,25.25221674541554,25.252216745415545,0.9999999999999999,1
IEEE_34,bus_10,0.5,1000.0,30.0,upper,12,916.0920998105092,916.0920998105095,28.518937901795333,28.518937901795333,0.9999999999999998,1
IEEE_34,bus_10,0.5,1000.0,30.0,diagonal,6,2530.959637995556,2530.9596379955574,72.48852755707159,72.48852755707162,0.9999999999999996,1
IEEE_34,bus_10,0.5,1000.0,40.0,full,18,250.6886314020412,250.68863140204124,7.9854520883757445,7.9854520883757445,0.9999999999999998,1
IEEE_34,bus_10,0.5,1000.0,40.0,upper,12,289.6937581887515,289.69375818875153,9.018480021857666,9.018480021857668,0.9999999999999999,1
IEEE_34,bus_10,0.5,1000.0,40.0,diagonal,6,800.3597122021196,800.3597122021196,22.922885131222742,22.922885131222742,1.0,1
IEEE_34,bus_10,0.5,1000.0,50.0,full,18,79.27470587408601,79.27470587408601,2.5252216745415543,2.5252216745415543,1.0,1
IEEE_34,bus_10,0.5,1000.0,50.0,upper,12,91.60920998105094,91.60920998105094,2.8518937901795334,2.8518937901795334,1.0,1
IEEE_34,bus_10,0.5,1000.0,50.0,diagonal,6,253.09596379955565,253.09596379955565,7.248852755707159,7.248852755707159,1.0,1
IEEE_34,bus_10,0.5,1000.0,inf,full,18,1.2442873249656425e-147,nan,3.585646996669457e-149,nan,nan,1
IEEE_34,bus_10,0.5,1000.0,inf,upper,12,1.3513169281999852e-147,nan,3.8823869656951508e-149,nan,nan,1
IEEE_34,bus_10,0.5,1000.0,inf,diagonal,6,1.497959524971183e-147,nan,4.2901820906755336e-149,nan,nan,1
IEEE_34,bus_10,0.5,2000.0,20.0,full,18,5001.342545711863,5001.342545711862,159.20337598104237,159.20337598104234,1.0000000000000002,1
IEEE_34,bus_10,0.5,2000.0,20.0,upper,12,5780.381063822712,5780.381063822711,179.7723655813083,179.7723655813083,1.0000000000000002,1
IEEE_34,bus_10,0.5,2000.0,20.0,diagonal,6,16014.192177244957,16014.192177244959,457.6969724217208,457.69697242172066,0.9999999999999998,1
IEEE_34,bus_10,0.5,2000.0,30.0,full,18,1581.5633803154274,1581.5633803154274,50.34452792882373,50.34452792882373,1.0,1
IEEE_34,bus_10,0.5,2000.0,30.0,upper,12,1827.9169905386893,1827.9169905386893,56.8490135593394,56.8490135593394,1.0,1
IEEE_34,bus_10,0.5,2000.0,30.0,diagonal,6,5064.132216774497,5064.132216774497,144.7364911015911,144.7364911015911,1.0,1
IEEE_34,bus_10,0.5,2000.0,40.0,full,18,500.1342545711863,500.1342545711863,15.920337598104238,15.920337598104233,1.0,1
IEEE_34,bus_10,0.5,2000.0,40.0,upper,12,578.0381063822713,578.038106382271,17.977236558130834,17.97723655813083,1.0000000000000002,1
IEEE_34,bus_10,0.5,2000.0,40.0,diagonal,6,1601.419217724496,1601.4192177244959,45.76969724217209,45.76969724217208,1.0000000000000002,1
IEEE_34,bus_10,0.5,2000.0,50.0,full,18,158.15633803154276,158.15633803154273,5.034452792882374,5.034452792882373,1.0000000000000002,1
IEEE_34,bus_10,0.5,2000.0,50.0,upper,12,182.7916990538689,182.7916990538689,5.68490135593394,5.68490135593394,1.0,1
IEEE_34,bus_10,0.5,2000.0,50.0,diagonal,6,506.4132216774494,506.4132216774494,14.473649110159101,14.473649110159101,1.0,1
IEEE_34,bus_10,0.5,2000.0,inf,full,18,2.4931971269252677e-147,nan,7.170312984020116e-149,nan,nan,1
IEEE_34,bus_10,0.5,2000.0,inf,upper,12,2.708857333887305e-147,nan,7.766779353796662e-149,nan,nan,1
IEEE_34,bus_10,0.5,2000.0,inf,diagonal,6,3.004827900000056e-147,nan,8.58787938701254e-149,nan,nan,1
IEEE_34,bus_10,0.5,5000.0,20.0,full,18,12484.721613440748,12484.721613440748,397.25100745646773,397.25100745646773,1.0,1
IEEE_34,bus_10,0.5,5000.0,20.0,upper,12,14430.721225651603,14430.721225651603,448.53653534616393,448.53653534616393,1.0,1
IEEE_34,bus_10,0.5,5000.0,20.0,diagonal,6,40046.20322663731,40046.20322663731,1143.1083908429719,1143.1083908429719,1.0,1
IEEE_34,bus_10,0.5,5000.0,30.0,full,18,3948.0156251605003,3948.0156251605003,125.62179863589702,125.62179863589702,1.0,1
IEEE_34,bus_10,0.5,5000.0,30.0,upper,12,4563.394735199573,4563.394735199573,141.8397065494499,141.8397065494499,1.0,1
IEEE_34,bus_10,0.5,5000.0,30.0,diagonal,6,12663.721383815799,12663.721383815799,361.48261275137526,361.48261275137526,1.0,1
IEEE_34,bus_10,0.5,5000.0,40.0,full,18,1248.472161344075,1248.472161344075,39.72510074564676,39.72510074564677,1.0,1
IEEE_34,bus_10,0.5,5000.0,40.0,upper,12,1443.0721225651605,1443.0721225651605,44.8536535346164,44.8536535346164,1.0,1
IEEE_34,bus_10,0.5,5000.0,40.0,diagonal,6,4004.6203226637317,4004.6203226637317,114.31083908429721,114.31083908429721,1.0,1
IEEE_34,bus_10,0.5,5000.0,50.0,full,18,394.80156251605007,394.80156251605007,12.562179863589702,12.562179863589702,1.0,1
IEEE_34,bus_10,0.5,5000.0,50.0,upper,12,456.3394735199573,456.3394735199573,14.183970654944991,14.183970654944991,1.0,1
IEEE_34,bus_10,0.5,5000.0,50.0,diagonal,6,1266.3721383815805,1266.3721383815805,36.14826127513755,36.14826127513755,1.0,1
IEEE_34,bus_10,0.5,5000.0,inf,full,18,6.239958380200857e-147,nan,1.792436440728922e-148,nan,nan,1
