feeder,fault_bus,alpha,Rx,snrI,observation,n_real_obs,rmse_alpha_pct_proper,rmse_alpha_pct_dual,rmse_Rx_pct_proper,rmse_Rx_pct_dual,consistency_ratio,geary_hinkley_valid
IEEE_34,bus_01,0.5,1000.0,30.0,full,18,302.83286236418155,302.83286236418155,26.7533548456377,26.7533548456377,1.0,1
IEEE_34,bus_01,0.5,1000.0,30.0,upper,12,419.00434638639,419.00434638639,28.070458627009266,28.070458627009266,1.0,1
IEEE_34,bus_01,0.5,1000.0,30.0,diagonal,6,1488.0071584595694,1488.0071584595698,50.431855336127285,50.43185533612729,0.9999999999999998,1
IEEE_34,bus_01,0.5,1000.0,40.0,full,18,95.7641595419097,95.7641595419097,8.460153636291755,8.460153636291755,0.9999999999999999,1
IEEE_34,bus_01,0.5,1000.0,40.0,upper,12,132.50080840911346,132.50080840911346,8.876658422687214,8.876658422687216,0.9999999999999998,1
IEEE_34,bus_01,0.5,1000.0,40.0,diagonal,6,470.5491795367326,470.5491795367326,15.94795294902788,15.94795294902788,1.0,1
IEEE_34,bus_01,0.5,1000.0,50.0,full,18,30.28328623641816,30.28328623641816,2.67533548456377,2.67533548456377,1.0,1
IEEE_34,bus_01,0.5,1000.0,50.0,upper,12,41.900434638639005,41.900434638639005,2.8070458627009267,2.8070458627009267,1.0,1
IEEE_34,bus_01,0.5,1000.0,50.0,diagonal,6,148.80071584595697,148.80071584595697,5.04318553361273,5.04318553361273,1.0,1
IEEE_34,bus_01,0.5,1000.0,inf,full,18,7.4074590891079e-148,nan,2.635704192286728e-149,nan,nan,1
IEEE_34,bus_01,0.5,1000.0,inf,upper,12,8.010592674545813e-148,nan,2.7834651221720956e-149,nan,nan,1
IEEE_34,bus_01,0.5,1000.0,inf,diagonal,6,8.790094330924539e-148,nan,2.979157201547862e-149,nan,nan,1
IEEE_34,bus_01,0.5,2000.0,20.0,full,18,1915.004497072675,1915.004497072675,168.6590331888169,168.6590331888169,1.0,1
IEEE_34,bus_01,0.5,2000.0,20.0,upper,12,2649.7760004940087,2649.7760004940083,176.99776946414798,176.99776946414795,1.0000000000000002,1
IEEE_34,bus_01,0.5,2000.0,20.0,diagonal,6,9420.233282419364,9420.233282419364,318.6756168916941,318.6756168916941,1.0,1
IEEE_34,bus_01,0.5,2000.0,30.0,full,18,605.5775940214904,605.5775940214904,53.334669283859306,53.334669283859306,1.0,1
IEEE_34,bus_01,0.5,2000.0,30.0,upper,12,837.9327450812519,837.9327450812519,55.97160922761082,55.971609227610806,1.0,1
IEEE_34,bus_01,0.5,2000.0,30.0,diagonal,6,2978.9393262569392,2978.9393262569383,100.7740784136981,100.77407841369809,1.0000000000000002,1
IEEE_34,bus_01,0.5,2000.0,40.0,full,18,191.5004497072675,191.5004497072675,16.86590331888169,16.86590331888169,1.0,1
IEEE_34,bus_01,0.5,2000.0,40.0,upper,12,264.97760004940085,264.9776000494008,17.699776946414794,17.699776946414794,1.0000000000000002,1
IEEE_34,bus_01,0.5,2000.0,40.0,diagonal,6,942.0233282419357,942.0233282419357,31.867561689169392,31.867561689169392,1.0,1
IEEE_34,bus_01,0.5,2000.0,50.0,full,18,60.557759402149024,60.557759402149024,5.33346692838593,5.33346692838593,1.0,1
IEEE_34,bus_01,0.5,2000.0,50.0,upper,12,83.7932745081252,83.7932745081252,5.59716092276108,5.59716092276108,1.0,1
IEEE_34,bus_01,0.5,2000.0,50.0,diagonal,6,297.893932625694,297.893932625694,10.077407841369814,10.077407841369814,1.0,1
IEEE_34,bus_01,0.5,2000.0,inf,full,18,1.4861457849081104e-147,nan,5.278999880566337e-149,nan,nan,1
IEEE_34,bus_01,0.5,2000.0,inf,upper,12,1.608016760361035e-147,nan,5.577487367726197e-149,nan,nan,1
IEEE_34,bus_01,0.5,2000.0,inf,diagonal,6,1.7658308800477567e-147,nan,5.973601591855691e-149,nan,nan,1
IEEE_34,bus_01,0.5,5000.0,20.0,full,18,4787.094840866954,4787.094840866954,420.83294199163674,420.83294199163674,1.0,1
IEEE_34,bus_01,0.5,5000.0,20.0,upper,12,6624.083368712148,6624.083368712149,441.69280631349005,441.69280631349005,0.9999999999999998,1
IEEE_34,bus_01,0.5,5000.0,20.0,diagonal,6,23564.643803785923,23564.643803785923,796.2697497267075,796.2697497267075,0.9999999999999999,1
IEEE_34,bus_01,0.5,5000.0,30.0,full,18,1513.8123072380874,1513.8123072380874,133.07906111230884,133.07906111230884,1.0,1
IEEE_34,bus_01,0.5,5000.0,30.0,upper,12,2094.719085597133,2094.719085597133,139.67552940622286,139.67552940622286,1.0,1
IEEE_34,bus_01,0.5,5000.0,30.0,diagonal,6,7451.794667053749,7451.794667053749,251.8026041028635,251.8026041028635,1.0,1
IEEE_34,bus_01,0.5,5000.0,40.0,full,18,478.70948408669545,478.70948408669545,42.083294199163674,42.083294199163674,1.0,1
IEEE_34,bus_01,0.5,5000.0,40.0,upper,12,662.4083368712149,662.4083368712149,44.16928063134901,44.16928063134901,1.0,1
IEEE_34,bus_01,0.5,5000.0,40.0,diagonal,6,2356.464380378596,2356.464380378596,79.62697497267088,79.62697497267088,1.0,1
IEEE_34,bus_01,0.5,5000.0,50.0,full,18,151.3812307238087,151.3812307238087,13.307906111230885,13.307906111230885,1.0,1
IEEE_34,bus_01,0.5,5000.0,50.0,upper,12,209.47190855971326,209.47190855971328,13.967552940622289,13.967552940622287,0.9999999999999998,1
IEEE_34,bus_01,0.5,5000.0,50.0,diagonal,6,745.179466705375,745.1794667053753,25.180260410286355,25.180260410286362,0.9999999999999998,1
IEEE_34,bus_01,0.5,5000.0,inf,full,18,3.722374213354421e-147,nan,1.3208938473484654e-148,nan,nan,1
IEEE_34,bus_01,0.5,5000.0,inf,upper,12,4.02893727332031e-147,nan,1.3959650633445424e-148,nan,nan,1
IEEE_34,bus_01,0.5,5000.0,inf,diagonal,6,4.426380430019434e-147,nan,1.4957122486308802e-148,nan,nan,1
IEEE_34,bus_04,0.5,100.0,20.0,full,18,142.31670644248356,142.31670644248356,8.969139973906778,8.969139973906778,1.0,1
IEEE_34,bus_04,0.5,100.0,20.0,upper,12,184.17566476786322,184.17566476786322,9.57838356886025,9.57838356886025,1.0,1
IEEE_34,bus_04,0.5,100.0,20.0,diagonal,6,602.4421893165131,602.4421893165131,18.967576577616978,18.967576577616978,1.0,1
IEEE_34,bus_04,0.5,100.0,30.0,full,18,45.00449414518071,45.0044941451807,2.83629109704086,2.8362910970408604,1.0000000000000002,1
IEEE_34,bus_04,0.5,100.0,30.0,upper,12,58.24145902420743,58.24145902420743,3.0289508380330643,3.0289508380330643,1.0,1
IEEE_34,bus_04,0.5,100.0,30.0,diagonal,6,190.50894768185398,190.50894768185398,5.998074367893121,5.998074367893121,1.0,1
IEEE_34,bus_04,0.5,100.0,40.0,full,18,14.231670644248357,14.231670644248357,0.8969139973906777,0.8969139973906778,1.0,1
IEEE_34,bus_04,0.5,100.0,40.0,upper,12,18.417566476786323,18.41756647678632,0.957838356886025,0.957838356886025,1.0000000000000002,1
IEEE_34,bus_04,0.5,100.0,40.0,diagonal,6,60.24421893165132,60.24421893165132,1.896757657761698,1.896757657761698,1.0,1
IEEE_34,bus_04,0.5,100.0,50.0,full,18,4.50044941451807,4.50044941451807,0.283629109704086,0.283629109704086,1.0,1
IEEE_34,bus_04,0.5,100.0,50.0,upper,12,5.824145902420742,5.824145902420742,0.30289508380330643,0.30289508380330643,1.0,1
IEEE_34,bus_04,0.5,100.0,50.0,diagonal,6,19.05089476818539,19.05089476818539,0.5998074367893118,0.5998074367893118,1.0,1
IEEE_34,bus_04,0.5,100.0,inf,full,18,9.111952448280715e-149,nan,2.961455866694535e-150,nan,nan,1
IEEE_34,bus_04,0.5,100.0,inf,upper,12,9.791646970710241e-149,nan,3.133113964251248e-150,nan,nan,1
IEEE_34,bus_04,0.5,100.0,inf,diagonal,6,1.0655844942182501e-148,nan,3.3548736466185195e-150,nan,nan,1
IEEE_34,bus_04,0.5,500.0,20.0,full,18,694.9671234479891,694.9671234479891,42.6821227559945,42.6821227559945,1.0,1
IEEE_34,bus_04,0.5,500.0,20.0,upper,12,903.7819638736185,903.7819638736185,45.64969245374929,45.64969245374929,1.0,1
IEEE_34,bus_04,0.5,500.0,20.0,diagonal,6,3061.4038277648087,3061.4038277648087,93.33788766162341,93.33788766162341,1.0,1
IEEE_34,bus_04,0.5,500.0,30.0,full,18,219.76790090310573,219.76790090310573,13.49727232798458,13.49727232798458,1.0,1
IEEE_34,bus_04,0.5,500.0,30.0,upper,12,285.80095140206487,285.80095140206487,14.435700264004845,14.435700264004845,1.0,1
