decision,trip_ms,conv_trip,sprt_dec,f_int,k_ibr,Br,phi_deg
RESTRAIN,300.0,False,RESTRAIN,0.22431392547490692,0.0,0.6569774810023811,200.59953387758932
RESTRAIN,300.0,False,RESTRAIN,0.21105418931663322,0.0,0.3973411389425902,192.0749716938852
RESTRAIN,300.0,False,RESTRAIN,0.14539359678396924,0.0,0.7143605779467144,41.23408147454466
RESTRAIN,300.0,False,RESTRAIN,0.26075810750163797,0.0,0.5721710052402699,241.5114162909292
RESTRAIN,300.0,False,RESTRAIN,0.21217068380455517,0.0,0.0025061981638873298,347.4972894083586
RESTRAIN,300.0,False,RESTRAIN,0.19678372580996772,0.0,0.1136674858164715,45.64903989658062
RESTRAIN,300.0,False,RESTRAIN,0.1732042141768244,0.0,0.31719565801247357,112.26762285010169
RESTRAIN,300.0,False,RESTRAIN,0.18189140444462126,0.0,0.4336688857806114,27.7379695999298
RESTRAIN,300.0,False,RESTRAIN,0.1452921457424613,0.0,0.8389145585317059,145.00184307641342
RESTRAIN,300.0,False,RESTRAIN,0.18845679162336826,0.0,0.7397749871157294,173.4019617760185
RESTRAIN,300.0,False,RESTRAIN,0.138919000713282,0.0,0.721453912438421,128.88651282094327
RESTRAIN,300.0,False,RESTRAIN,0.19424320293876318,0.0,0.485618755566992,171.56957190444408
RESTRAIN,300.0,False,RESTRAIN,0.22051797506978932,0.0,0.08357733465601468,289.0680719940776
RESTRAIN,300.0,False,RESTRAIN,0.12507665577904925,0.0,0.6712267605162815,77.01249357564281
RESTRAIN,300.0,False,RESTRAIN,0.2177617613504682,0.0,0.07789348994349578,272.86981026153984
RESTRAIN,300.0,False,RESTRAIN,0.22000870104328318,0.0,0.08230294339614712,285.58367910981553
RESTRAIN,300.0,False,RESTRAIN,0.21497379609899792,0.0,0.2295773658253992,209.20792718533747
RESTRAIN,300.0,False,RESTRAIN,0.11450149113301633,0.0,0.8303073615874957,113.51562751868971
RESTRAIN,300.0,False,RESTRAIN,0.2435921208201438,0.0,0.6749269066279402,337.1402996469358
RESTRAIN,300.0,False,RESTRAIN,0.20326720971374246,0.0,0.0689872960975315,131.0052801927967
RESTRAIN,300.0,False,RESTRAIN,0.17224099412560867,0.0,0.8270194090332366,17.971626569529725
RESTRAIN,300.0,False,RESTRAIN,0.13798113542348978,0.0,0.7050376620972848,48.99162671413831
RESTRAIN,300.0,False,RESTRAIN,0.2552762398815598,0.0,0.5432785094474148,320.97240203198925
RESTRAIN,300.0,False,RESTRAIN,0.1949482191471439,0.0,0.1142658250231125,53.991533231423126
RESTRAIN,300.0,False,RESTRAIN,0.19513593370284665,0.0,0.2881105636962074,161.06189097627416
RESTRAIN,300.0,False,RESTRAIN,0.2341236003518673,0.0,0.2706136413417565,249.1097618957274
RESTRAIN,300.0,False,RESTRAIN,0.22838345659112624,0.0,0.576042426264992,206.5120923325216
RESTRAIN,300.0,False,RESTRAIN,0.25193418905180465,0.0,0.5290826593101068,235.2138120773209
RESTRAIN,300.0,False,RESTRAIN,0.18464444464488328,0.0,0.249516894399759,125.57327922942338
RESTRAIN,300.0,False,RESTRAIN,0.2308617176531942,0.0,0.2799893159031055,238.4050098379121
RESTRAIN,300.0,False,RESTRAIN,0.20634036404906697,0.0,0.46659754379023416,3.2708070062831185
RESTRAIN,300.0,False,RESTRAIN,0.11415038157665591,0.0,0.7608659372406822,94.77008512689336
RESTRAIN,300.0,False,RESTRAIN,0.19700914203170872,0.0,0.11360253171653543,44.4959436622141
RESTRAIN,300.0,False,RESTRAIN,0.17993636979329508,0.0,0.6531642641950951,163.89467181113835
RESTRAIN,300.0,False,RESTRAIN,0.11464452507116829,0.0,0.8961068011319593,52.496309649812616
RESTRAIN,300.0,False,RESTRAIN,0.22027818402373034,0.0,0.674759592064071,197.05358580177474
RESTRAIN,300.0,False,RESTRAIN,0.16117186563372154,0.0,0.3974140036190323,65.03941485334514
RESTRAIN,300.0,False,RESTRAIN,0.16379368281029372,0.0,0.6585071127662007,149.13528296535642
RESTRAIN,300.0,False,RESTRAIN,0.16071721750290113,0.0,0.7746178242688722,26.719745037454953
RESTRAIN,300.0,False,RESTRAIN,0.17157369495674013,0.0,0.6916500897610258,158.39289743850784
RESTRAIN,300.0,False,RESTRAIN,0.21242595758606742,0.0,0.011481751761203264,290.873980526424
RESTRAIN,300.0,False,RESTRAIN,0.1962476969902225,0.0,0.11834416354901735,114.08445325884368
RESTRAIN,300.0,False,RESTRAIN,0.21643513262797098,0.0,0.09642834966436599,254.27402506976728
RESTRAIN,300.0,False,RESTRAIN,0.20686141345785702,0.0,0.028643351046883158,153.3549935670138
RESTRAIN,300.0,False,RESTRAIN,0.12766382251979935,0.0,0.6430707013127678,84.31625938847296
RESTRAIN,300.0,False,RESTRAIN,0.18126465060917452,0.0,0.2406361005925463,109.25229589265209
RESTRAIN,300.0,False,RESTRAIN,0.13306719953904678,0.0,0.6497609459097934,108.92817595238304
RESTRAIN,300.0,True,RESTRAIN,0.278468222761472,0.0,0.5994885957114366,267.25640688408026
RESTRAIN,300.0,False,RESTRAIN,0.15046502316002242,0.0,0.4712500386915273,72.3369459943751
RESTRAIN,300.0,False,RESTRAIN,0.21297997684231496,0.0,0.0537428012198767,351.99775079984505
RESTRAIN,300.0,False,RESTRAIN,0.23398097822226704,0.0,0.27477560042636867,247.4943343848353
RESTRAIN,300.0,False,RESTRAIN,0.20739285223427883,0.0,0.024403274364141903,144.4155957522691
RESTRAIN,300.0,False,RESTRAIN,0.20770546243156884,0.0,0.8190182170988914,359.2814435263528
RESTRAIN,300.0,False,RESTRAIN,0.17331323181110347,0.0,0.277770254549246,77.82175732866764
