slip,trip,kappa_n,omega_true,omega_hat,delta_omega,cusum_latency_ms,I_fund_hat
0.03,True,8415.350924414644,9.42477796076938,9.958805477905301,0.5340275171359217,,0.5761222849830461
0.03,True,inf,9.42477796076938,-3.1615294106832693e-05,9.424809576063486,,9.815961551976176e-42
0.03,True,inf,9.42477796076938,30.137651860144295,20.712873899374916,,1.2781058364145758e-36
0.03,True,48439118.62626515,9.42477796076938,-1.0660436329952903,10.49082159376467,,0.17579059290072363
0.03,True,213083611.6715273,9.42477796076938,0.9338098196307079,8.490968141138671,,0.29602048014379967
0.03,True,368.008504056571,9.42477796076938,-41.353960610022156,50.77873857079153,,0.18499525390986307
0.03,True,14049224.64283844,9.42477796076938,-1.7279303736981664,11.152708334467546,,0.3531480628138469
0.03,True,157.07352689960055,9.42477796076938,45.51605941040884,36.09128144963947,,0.09190046401649504
0.03,True,983841.9770958141,9.42477796076938,-3.4356712539857877,12.860449214755167,,0.2733410817370726
0.03,True,inf,9.42477796076938,8.705637810476436,0.7191401502929438,,0.5640458983467721
0.03,True,52015812.63934709,9.42477796076938,-1.2507650297856698,10.67554299055505,,0.282815895630273
0.03,True,inf,9.42477796076938,1.367135015268691,8.057642945500689,,0.36270967664969794
0.03,True,inf,9.42477796076938,9.533971993390221,0.1091940326208416,,0.3970760275404566
0.03,True,inf,9.42477796076938,-1.3995969942946715,10.824374955064052,48.704971748709006,0.2483333618119184
0.03,True,5.7509496278625765,9.42477796076938,-114.99999999999999,124.42477796076936,,0.23540161822445618
0.03,True,319521683.1925265,9.42477796076938,-0.6724867410405745,10.097264701809953,,0.19178981549195215
0.03,True,35.35143142027418,9.42477796076938,-114.99999999999999,124.42477796076936,,0.35595844968863427
0.03,True,1491501.0706322826,9.42477796076938,2.9056539913354813,6.519123969433898,,0.33129838546699447
0.03,True,136487.4608723582,9.42477796076938,5.53825897996261,3.8865189808067697,,0.2913642167643297
0.03,True,9679.331127641128,9.42477796076938,10.669795555504882,1.2450175947355024,,0.23458390015303093
0.03,True,54.87374935810878,9.42477796076938,-114.99999999999999,124.42477796076936,,0.0739695005278212
0.03,True,62096359.25104854,9.42477796076938,-1.0593961586627525,10.484174119432131,,0.5122212736206324
0.03,True,inf,9.42477796076938,-14.105964960639847,23.530742921409228,,0.35712241751332835
0.03,True,13344849.125311175,9.42477796076938,1.7028776163817159,7.721900344387663,,0.5035775321823301
0.03,True,inf,9.42477796076938,0.27849557497789407,9.146282385791485,,0.3308013317126761
0.03,True,inf,9.42477796076938,17.646869858460903,8.222091897691524,,1.2927301829844199e-39
0.03,True,217585.83607340872,9.42477796076938,4.484242584793253,4.940535375976126,,0.29131813541436863
0.03,True,inf,9.42477796076938,45.69913034745887,36.274352386689486,,3.2056712826149376e-29
0.03,True,inf,9.42477796076938,64.09012843985813,54.66535047908876,,3.4054332406128156e-19
0.03,True,inf,9.42477796076938,-1.2298751479995078,10.654653108768887,,1.1935301375496594e-38
0.03,True,6623.371954157035,9.42477796076938,-15.444336251534965,24.869114212304346,,0.1323090267054188
0.03,True,inf,9.42477796076938,-26.17417467537239,35.598952636141775,,1.1655867367780276e-36
0.03,True,30064.936176026535,9.42477796076938,-7.099037468068632,16.523815428838013,,0.2173518042138847
0.03,True,inf,9.42477796076938,38.118826190815554,28.694048230046175,,5.125192386582139e-18
0.03,True,inf,9.42477796076938,0.06428330096222215,9.360494659807157,,5.18251288842239e-37
0.03,True,inf,9.42477796076938,48.942652898543216,39.51787493777384,,3.4569586072120367e-41
0.03,True,inf,9.42477796076938,-2.9671561279987646,12.391934088768144,,0.15432293448211723
0.03,True,inf,9.42477796076938,29.82379136554542,20.399013404776042,,3.136657052172228e-36
0.03,True,1426.912536604238,9.42477796076938,-22.364820177237444,31.789598138006824,,0.043624976701417705
0.03,True,inf,9.42477796076938,1.6421276164474978,7.7826503443218815,,0.32928700176420755
0.03,True,inf,9.42477796076938,-14.509036673864689,23.933814634634068,,0.2506873528310463
0.03,True,inf,9.42477796076938,1.7395512491497531,7.6852267116196264,,0.30725907768945065
0.03,True,14428.548121584983,9.42477796076938,10.00829986279331,0.5835219020239304,,0.42605144843891435
0.03,True,inf,9.42477796076938,1.35043181235362,8.07434614841576,10.777955000795778,0.25087723623720964
0.03,True,242275.55516619436,9.42477796076938,-4.589379383644128,14.014157344413508,,0.3219270333541452
0.03,True,3146.020567735308,9.42477796076938,-15.618454878302886,25.043232839072267,,0.020893552393628598
0.03,True,inf,9.42477796076938,24.542703952253806,15.117925991484427,10.053156464823465,9.91412802002728e-38
0.03,True,10.865366738379288,9.42477796076938,-70.36333613811436,79.78811409888374,,0.2951578670251612
0.03,True,423167724.7276264,9.42477796076938,0.717486831318573,8.707291129450807,,0.4979576850643504
0.03,True,inf,9.42477796076938,0.0008439311985358531,9.423934029570843,,1.4374664033580924e-17
0.03,True,inf,9.42477796076938,-6.729688088543231,16.15446604931261,,0.19205150267968774
0.03,True,inf,9.42477796076938,0.004640050548609581,9.42013791022077,,0.22676042898989232
