t,ia,ib,ic,va,vb,vc,i_rms
0.2536,-1.0019459,-1.3116179,-0.63870578,-0.073914073,0.067078545,0.0068355275,1.4272141
0.2537,-0.94636159,-1.3606316,-0.65477412,-0.074970109,0.065581051,0.0093890572,1.4266569
0.2538,-0.89003348,-1.4084948,-0.67019628,-0.075952158,0.064018837,0.011933321,1.4260761
0.2539,-0.83301693,-1.4551601,-0.68495703,-0.076859251,0.062393443,0.014465808,1.4254721
0.254,-0.77536802,-1.5005813,-0.69904181,-0.077690494,0.060706475,0.016984019,1.4248452
0.2541,-0.71714344,-1.5447135,-0.71243673,-0.078445066,0.058959597,0.019485469,1.4241959
0.2542,-0.65840042,-1.5875131,-0.72512855,-0.079122221,0.057154533,0.021967689,1.4235245
0.2543,-0.59919671,-1.6289378,-0.73710476,-0.079721293,0.055293064,0.02442823,1.4228316
0.2544,-0.53959051,-1.6689465,-0.74835354,-0.08024169,0.053377027,0.026864662,1.4221177
0.2545,-0.47964039,-1.7074998,-0.75886378,-0.080682897,0.051408314,0.029274583,1.4213834
0.2546,-0.41940525,-1.7445594,-0.76862511,-0.081044481,0.049388867,0.031655613,1.4206292
0.2547,-0.35894427,-1.7800889,-0.77762791,-0.081326083,0.047320679,0.034005403,1.419856
0.2548,-0.29831683,-1.8140531,-0.78586328,-0.081527426,0.045205792,0.036321634,1.4190643
0.2549,-0.23758248,-1.8464183,-0.7933231,-0.081648311,0.043046292,0.03860202,1.4182549
0.255,-0.17680084,-1.8771527,-0.8,-0.08168862,0.04084431,0.04084431,1.4174286
0.2551,-0.11603159,-1.906226,-0.8058874,-0.081648311,0.03860202,0.043046292,1.4165863
0.2552,-0.055334377,-1.9336093,-0.81097949,-0.081527426,0.036321634,0.045205792,1.4157287
0.2553,0.0052312415,-1.9592756,-0.81527123,-0.081326083,0.034005403,0.047320679,1.4148569
0.2554,0.065605839,-1.9831997,-0.81875841,-0.081044481,0.031655613,0.049388867,1.4139716
0.2555,0.12573019,-2.0053578,-0.82143757,-0.080682897,0.029274583,0.051408314,1.413074
0.2556,0.18554533,-2.0257282,-0.82330606,-0.08024169,0.026864662,0.053377027,1.4121649
0.2557,0.24499262,-2.0442908,-0.82436206,-0.079721293,0.02442823,0.055293064,1.4112454
0.2558,0.30401376,-2.0610272,-0.82460451,-0.079122221,0.021967689,0.057154533,1.4103166
0.2559,0.36255093,-2.0759209,-0.82403317,-0.078445066,0.019485469,0.058959597,1.4093794
0.256,0.42054676,-2.0889572,-0.82264861,-0.077690494,0.016984019,0.060706475,1.4084351
0.2561,0.47794444,-2.1001234,-0.8204522,-0.076859251,0.014465808,0.062393443,1.4074846
0.2562,0.53468776,-2.1094084,-0.8174461,-0.075952158,0.011933321,0.064018837,1.4065291
0.2563,0.59072117,-2.116803,-0.81363328,-0.074970109,0.0093890572,0.065581051,1.4055698
0.2564,0.64598982,-2.1223001,-0.8090175,-0.073914073,0.0068355275,0.067078545,1.4046077
0.2565,0.70043963,-2.1258942,-0.80360332,-0.072785093,0.004275252,0.068509841,1.403644
0.2566,0.75401733,-2.1275818,-0.79739608,-0.071584283,0.0017107574,0.069873526,1.40268
0.2567,0.80667055,-2.1273613,-0.7904019,-0.070312828,-0.00085542559,0.071168254,1.4017166
0.2568,0.85834781,-2.1252329,-0.7826277,-0.068971983,-0.0034207644,0.072392747,1.4007552
0.2569,0.90899861,-2.1211987,-0.77408113,-0.06756307,-0.0059827272,0.073545798,1.3997967
0.257,0.95857348,-2.1152628,-0.76477065,-0.066087482,-0.0085387859,0.074626267,1.3988425
0.2571,1.007024,-2.1074311,-0.75470542,-0.064546672,-0.011086418,0.07563309,1.3978936
0.2572,1.0543029,-2.0977113,-0.74389539,-0.062942163,-0.013623109,0.076565272,1.3969511
0.2573,1.1003641,-2.0861131,-0.73235123,-0.061275538,-0.016146355,0.077421893,1.3960161
0.2574,1.1451626,-2.0726479,-0.72008432,-0.059548441,-0.018653667,0.078202108,1.3950898
0.2575,1.1886548,-2.057329,-0.70710678,-0.057762577,-0.021142571,0.078905147,1.3941732
0.2576,1.2307983,-2.0401716,-0.69343141,-0.055919708,-0.023610609,0.079530317,1.3932674
0.2577,1.2715521,-2.0211926,-0.67907171,-0.054021653,-0.026055346,0.080076999,1.3923734
0.2578,1.3108766,-2.0004108,-0.66404184,-0.052070286,-0.028474369,0.080544655,1.3914921
0.2579,1.3487335,-1.9778467,-0.64835665,-0.050067531,-0.030865292,0.080932824,1.3906246
0.258,1.3850861,-1.9535226,-0.6320316,-0.048015366,-0.033225755,0.081241121,1.3897717
0.2581,1.419899,-1.9274625,-0.61508282,-0.045915815,-0.035553428,0.081469243,1.3889345
0.2582,1.4531386,-1.8996922,-0.59752702,-0.043770951,-0.037846014,0.081616965,1.3881137
0.2583,1.4847726,-1.8702389,-0.57938154,-0.041582891,-0.04010125,0.081684141,1.3873102
0.2584,1.5147705,-1.8391318,-0.56066428,-0.039353793,-0.042316911,0.081670704,1.3865248
