dataset,cell,alpha,Rx,snrV,snrI,loc_err_pct,Rx_err_pct,J_final,n_iters,cpu_ms
ref50,160,0.3,100.0,20.0,20.0,11.763843550423962,0.0,3.3194059247618226e-10,4,67.63049704022706
ref50,161,0.3,100.0,20.0,30.0,2.870893285794651,0.8425943856269953,5.309496146946682e-17,7,60.37013209424913
ref50,162,0.3,100.0,20.0,40.0,5.843253749790241,0.0,1.6668993182044876e-09,3,64.90800203755498
ref50,163,0.3,100.0,20.0,inf,14.193309378552843,0.0,9.067369140305484e-10,3,71.58435601741076
ref50,164,0.3,100.0,30.0,20.0,3.7175518357555433,0.0,3.918120610450152e-09,4,70.16885606572032
ref50,165,0.3,100.0,30.0,30.0,2.7640912279932968,0.027458596575826277,5.2154840763097125e-17,6,73.67788418196142
ref50,166,0.3,100.0,30.0,40.0,6.272064840300333,0.4942346074910091,4.5383018012244785e-17,7,73.26869294047356
ref50,167,0.3,100.0,30.0,inf,0.06874663735484399,0.37863303391068825,3.1824989663265115e-17,6,73.97697400301695
ref50,168,0.3,100.0,40.0,20.0,0.8739901418312601,0.0,6.4156135349395146e-09,5,67.09620705805719
ref50,169,0.3,100.0,40.0,30.0,3.4198130295847915,0.4109289744136362,3.1028323482815426e-17,8,63.00946604460478
ref50,170,0.3,100.0,40.0,40.0,1.863926545538223,0.1518840438147322,1.145760452800827e-18,6,62.05739500001073
ref50,171,0.3,100.0,40.0,inf,0.2736696424955702,0.19931285801526144,2.0487869048301446e-17,6,64.59381012246013
ref50,172,0.3,100.0,inf,20.0,8.474222887715914,0.0,9.07422059938474e-09,5,62.44361191056669
ref50,173,0.3,100.0,inf,30.0,0.6185919799273262,0.06951837743272904,2.1160653740261467e-17,6,62.57683294825256
ref50,174,0.3,100.0,inf,40.0,1.0241348946291955,0.1498372137409376,1.5803352732986154e-17,6,59.650934068486094
ref50,175,0.3,100.0,inf,inf,0.1028530294109875,0.101501106290101,1.4106582231522052e-17,6,72.87051295861602
ref50,176,0.3,500.0,20.0,20.0,33.55941084905402,1.2555402007378689,4.762437897637968e-20,6,62.624996062368155
ref50,177,0.3,500.0,20.0,30.0,19.224758056204994,0.6806379713524962,2.3561104322444854e-20,6,62.68821703270078
ref50,178,0.3,500.0,20.0,40.0,19.491268013279218,0.6350501067797154,2.133705267440486e-20,6,85.65905410796404
ref50,179,0.3,500.0,20.0,inf,0.4163640642723676,0.0784942564038829,9.017471963222125e-21,5,81.60339901223779
ref50,180,0.3,500.0,30.0,20.0,6.605043541167551,0.6930247969174047,1.8773627510121153e-20,6,59.42511488683522
ref50,181,0.3,500.0,30.0,30.0,16.654907478284002,0.009024650283299707,1.839932807223307e-20,5,73.07395501993597
ref50,182,0.3,500.0,30.0,40.0,7.310499184611148,0.1339471215434628,1.2513292009388816e-19,5,80.25512495078146
ref50,183,0.3,500.0,30.0,inf,12.693757366843824,0.03778433880531793,3.367138687830046e-20,5,62.05689697526395
ref50,184,0.3,500.0,40.0,20.0,10.90995543816085,0.2488348016721261,2.0053873776716757e-19,5,64.17740299366415
ref50,185,0.3,500.0,40.0,30.0,5.64951834455583,0.09022746728782068,1.2005174278554433e-20,5,58.42054705135524
ref50,186,0.3,500.0,40.0,40.0,0.35006627735188295,0.19205441733945464,9.408670454919312e-20,5,61.483843019232154
ref50,187,0.3,500.0,40.0,inf,3.8363479674090413,0.03030948582425026,2.4211986858482308e-20,5,56.97317095473409
ref50,188,0.3,500.0,inf,20.0,39.97951634312011,0.1295514061648987,1.7432446278047038e-20,5,56.17288709618151
ref50,189,0.3,500.0,inf,30.0,3.6659531100959506,0.13118017471408622,3.7814107471741694e-20,5,67.15148780494928
ref50,190,0.3,500.0,inf,40.0,2.286474072943523,0.08975507584774504,1.055395317896197e-20,5,64.17907099239528
ref50,191,0.3,500.0,inf,inf,1.9071145441296364,0.11483773862536281,2.3036339754393833e-20,5,77.54146796651185
ref50,192,0.3,1000.0,20.0,20.0,210.327900710599,1.1829169099441514,3.2125405744345718e-19,13,64.79412713088095
ref50,193,0.3,1000.0,20.0,30.0,19.36676865044167,0.7231928536758232,1.2498791353450604e-19,10,62.26242799311876
ref50,194,0.3,1000.0,20.0,40.0,74.18323798336657,0.09876153862659294,4.01695281216307e-19,7,56.361655006185174
ref50,195,0.3,1000.0,20.0,inf,11.761443754924384,0.19414040911502753,9.18813901168015e-19,8,60.73279399424791
ref50,196,0.3,1000.0,30.0,20.0,36.34722558724094,0.3339670431409559,1.536022608977975e-19,9,68.44867509789765
ref50,197,0.3,1000.0,30.0,30.0,11.138464597310234,0.0996039504091641,2.6175875120908923e-19,8,58.258797973394394
ref50,198,0.3,1000.0,30.0,40.0,17.947813345049198,0.5607153491643431,8.097849092543772e-19,9,71.97159086354077
ref50,199,0.3,1000.0,30.0,inf,76.16238261457637,0.24242873790493605,2.663957298517358e-19,10,63.14264587126672
ref50,200,0.3,1000.0,40.0,20.0,56.992472127957626,0.831925939482528,3.135634649847173e-19,11,60.86591514758766
ref50,201,0.3,1000.0,40.0,30.0,43.76554325006356,0.5447930697329639,5.805185350723284e-19,10,79.69150505959988
ref50,202,0.3,1000.0,40.0,40.0,3.141048984117323,0.07729453972530109,2.2319107053120353e-19,8,67.6198999863118
ref50,203,0.3,1000.0,40.0,inf,8.219926723665653,0.1050089855091528,4.669037406671304e-19,8,65.21682604216039
ref50,204,0.3,1000.0,inf,20.0,4.659706077786171,0.5800217290508727,1.9284416797570066e-19,10,67.1766388695687
ref50,205,0.3,1000.0,inf,30.0,11.352144307215706,0.0427947428573134,4.2661208603055917e-19,7,73.13904608599842
ref50,206,0.3,1000.0,inf,40.0,11.177673574451838,0.11078712730015923,5.591906837739803e-19,8,60.60626683756709
ref50,207,0.3,1000.0,inf,inf,8.936782591951113,0.16283325140032048,1.3658567787444304e-19,9,79.69879009760916
ref50,208,0.3,2000.0,20.0,20.0,35.16322517832879,0.11340291873309524,4.598507332159922e-19,16,77.93618878349662
ref50,209,0.3,2000.0,20.0,30.0,216.66666666666663,1.651041361700345,2.305318541809324e-14,23,79.22007003799081
ref50,210,0.3,2000.0,20.0,40.0,6.768364901241941,0.2767117029157248,3.9288675363498093e-19,15,76.1088861618191
ref50,211,0.3,2000.0,20.0,inf,1.3580343545633866,1.2985078743818577,7.044486945886171e-19,16,63.60416696406901
ref50,212,0.3,2000.0,30.0,20.0,59.734042750975604,0.2979812198704053,8.791884164081505e-19,21,65.99865714088082
ref50,213,0.3,2000.0,30.0,30.0,91.4070067128368,0.5954587249682618,6.030591248884492e-19,27,62.53324309363961
ref50,214,0.3,2000.0,30.0,40.0,90.35498373425304,0.9957809762237388,6.483528433742451e-19,28,66.5352011565119
ref50,215,0.3,2000.0,30.0,inf,30.91065930856846,0.5774315233999345,8.047392130047878e-19,18,68.23216495104134
ref50,216,0.3,2000.0,40.0,20.0,83.33333333333334,0.9070737098256018,5.397894524157885e-12,3,65.34067797474563
ref50,217,0.3,2000.0,40.0,30.0,4.784796893700723,0.669174492714194,4.855469109360333e-19,16,61.96288112550974
ref50,218,0.3,2000.0,40.0,40.0,49.789609407534265,0.3975400042637034,5.569574783580566e-19,20,72.81299587339163
ref50,219,0.3,2000.0,40.0,inf,41.827947598047665,0.47299555906143953,7.427137955612478e-19,19,70.22390002384782
ref50,220,0.3,2000.0,inf,20.0,83.33333333333334,1.1513253284005942,5.295063301141771e-13,6,74.79737885296345
ref50,221,0.3,2000.0,inf,30.0,1.2261179693291067,0.14264560963766826,4.947251051248075e-19,13,96.02202381938696
ref50,222,0.3,2000.0,inf,40.0,54.8748385403033,0.6161229140431829,8.615213169071716e-19,21,86.17968019098043
ref50,223,0.3,2000.0,inf,inf,32.776964478525834,0.3252094976143212,9.111733997859448e-19,17,67.65819294378161
ref50,224,0.3,5000.0,20.0,20.0,70.06422313265676,0.0,8.626318853761793e-12,3,58.453598991036415
ref50,225,0.3,5000.0,20.0,30.0,83.33333333333334,0.0,7.778832620156843e-12,1,56.66718492284417
ref50,226,0.3,5000.0,20.0,40.0,15.994329064613382,0.0,1.2196780816287127e-11,4,68.91834689304233
ref50,227,0.3,5000.0,20.0,inf,25.236036837417487,0.0,2.985481968635893e-11,3,60.26092194952071
ref50,228,0.3,5000.0,30.0,20.0,38.767462132094025,0.08463570970532601,2.390761482407576e-19,8,62.409068923443556
ref50,229,0.3,5000.0,30.0,30.0,29.668898703210314,0.14007039258904114,7.20077509381551e-19,9,65.73845585808158
ref50,230,0.3,5000.0,30.0,40.0,108.84979576505134,0.27472038186504505,2.2152016978119613e-12,60,69.60570882074535
ref50,231,0.3,5000.0,30.0,inf,12.205378689379025,0.0,5.108846665012641e-14,4,63.268486177548766
ref50,232,0.3,5000.0,40.0,20.0,105.18816176238782,0.0,1.4132074712969406e-11,3,62.49990896321833
ref50,233,0.3,5000.0,40.0,30.0,41.89675557606667,0.0,2.1143684364599003e-12,4,58.86916606687009
ref50,234,0.3,5000.0,40.0,40.0,12.228873806716724,0.0,4.2014498471194323e-13,5,61.31366500630975
ref50,235,0.3,5000.0,40.0,inf,34.16767114455819,0.0,1.186030961451903e-12,4,61.604793881997466
ref50,236,0.3,5000.0,inf,20.0,82.34986787234449,0.0,8.234518501781246e-12,5,54.309702944010496
ref50,237,0.3,5000.0,inf,30.0,19.91281075046144,0.0,4.549607368651097e-12,4,60.524918138980865
ref50,238,0.3,5000.0,inf,40.0,24.034359333503602,0.0,1.6979200770909176e-12,4,58.81064897403121
ref50,239,0.3,5000.0,inf,inf,22.340680568888033,0.0,1.405775401050556e-12,4,60.48056483268738
ref50,240,0.4,100.0,20.0,20.0,11.681601725342881,0.0,6.0626100635276e-09,3,57.603237917646766
ref50,241,0.4,100.0,20.0,30.0,0.7783604045111941,0.13361986606781784,1.9191788889705407e-17,6,58.56611509807408
ref50,242,0.4,100.0,20.0,40.0,1.9504494047429959,0.0,4.453547202174278e-10,4,63.229894964024425
ref50,243,0.4,100.0,20.0,inf,4.9623209798638905,0.5019173488738886,4.482351103555856e-17,7,64.92055114358664
ref50,244,0.4,100.0,30.0,20.0,3.4315246440581313,0.7888630304887414,5.067343350225247e-17,7,64.97917603701353
ref50,245,0.4,100.0,30.0,30.0,2.070665277024236,0.22478256333467073,1.484825641182361e-17,6,63.64875799044967
ref50,246,0.4,100.0,30.0,40.0,3.2198745016972508,0.11920076481750641,2.6465341857370943e-19,5,56.062659015879035
ref50,247,0.4,100.0,30.0,inf,2.7269688263152903,0.7668733302116095,5.240965257322356e-17,7,62.0453879237175
ref50,248,0.4,100.0,40.0,20.0,1.0985393208015752,0.5763333059140336,5.91686393978912e-17,7,67.4350040499121
ref50,249,0.4,100.0,40.0,30.0,2.238233206346765,0.5864806631448545,4.4193094427817085e-17,7,69.58006485365331
ref50,250,0.4,100.0,40.0,40.0,0.2835564837737198,0.20233971028073938,1.9969023756752247e-17,6,59.95499202981591
ref50,251,0.4,100.0,40.0,inf,0.38337762443933776,0.2789141139241167,2.5836831115936727e-17,6,65.33659505657852
ref50,252,0.4,100.0,inf,20.0,6.278695614341425,1.1208290689743876,3.956419296174602e-17,7,53.41040319763124
ref50,253,0.4,100.0,inf,30.0,1.5699357121097268,0.14179323840812685,1.8109452133153308e-17,6,56.17177998647094
ref50,254,0.4,100.0,inf,40.0,0.11321017102752795,0.08710592151423668,1.221946675214295e-17,6,56.18118401616812
ref50,255,0.4,100.0,inf,inf,0.21179112762979846,0.18005503397444045,1.2945895631841078e-17,6,58.658494148403406
ref50,256,0.4,500.0,20.0,20.0,34.612587339287195,1.1854885232255015,5.507213723593763e-20,6,61.13264709711075
ref50,257,0.4,500.0,20.0,30.0,29.721099543530585,0.3179545075184819,6.169589025716379e-19,5,52.76371003128588
ref50,258,0.4,500.0,20.0,40.0,0.9799724481899252,0.12749801012713532,4.8085115105593904e-20,5,53.604070795699954
ref50,259,0.4,500.0,20.0,inf,11.885724080578488,0.18353528772896652,1.0219096435239464e-19,5,55.57204596698284
ref50,260,0.4,500.0,30.0,20.0,15.683026751668049,1.1096208827781653,6.442815138228461e-20,6,55.37137691862881
ref50,261,0.4,500.0,30.0,30.0,19.92438657768844,0.06458038892301374,4.7099953236196134e-21,5,56.8344050552696
ref50,262,0.4,500.0,30.0,40.0,4.8111639323813735,0.3981472002322903,8.979842701309385e-19,5,56.006322149187326
ref50,263,0.4,500.0,30.0,inf,3.017576623389556,0.30715371795358803,4.265109113858426e-19,5,61.82999280281365
ref50,264,0.4,500.0,40.0,20.0,49.54193231500331,0.07232197188404825,8.741122797450663e-20,5,62.111547915264964
ref50,265,0.4,500.0,40.0,30.0,6.460863047176703,0.6647233595422222,2.874538383097572e-20,6,62.4161078594625
ref50,266,0.4,500.0,40.0,40.0,3.8198944544884372,0.32910563869751286,5.021269068285842e-19,5,60.49702316522598
ref50,267,0.4,500.0,40.0,inf,0.9752833885727369,0.19671901488964066,1.411951037300258e-19,5,56.09251209534705
ref50,268,0.4,500.0,inf,20.0,16.13075681286892,0.9504034847132289,4.5082909309296746e-20,6,56.613952154293656
ref50,269,0.4,500.0,inf,30.0,2.1048624930436466,0.11310770755364956,1.1757856337666764e-19,5,54.761643987149
ref50,270,0.4,500.0,inf,40.0,1.609621182972587,0.17777387553584276,1.1362323511013407e-19,5,64.7632039617747
ref50,271,0.4,500.0,inf,inf,0.5415660584900256,0.18568981999583228,1.2840991747168307e-19,5,73.29509500414133
ref50,272,0.4,1000.0,20.0,20.0,5.1218231917693195,0.5638477780157359,3.726028414601195e-19,10,74.40956099890172
ref50,273,0.4,1000.0,20.0,30.0,53.62536942947632,1.9918572781815669,1.8597156232852071e-19,13,67.07435217685997
ref50,274,0.4,1000.0,20.0,40.0,51.54154931494995,0.2648399779700526,8.409410151696799e-19,8,56.252982933074236
ref50,275,0.4,1000.0,20.0,inf,101.29776930295337,0.49538158343139005,9.730389045186878e-19,11,59.45678916759789
ref50,276,0.4,1000.0,30.0,20.0,60.27540103463316,0.26789044051823796,7.207968849064688e-19,10,58.87596099637449
ref50,277,0.4,1000.0,30.0,30.0,7.046035069602635,0.02345346241589823,2.755154029161647e-19,8,56.37178383767605
ref50,278,0.4,1000.0,30.0,40.0,14.435761750465458,0.15193919249531973,3.9157182381521777e-19,9,63.34195705130696
ref50,279,0.4,1000.0,30.0,inf,3.0720304918659815,0.23290327071114234,6.339946799219742e-19,9,64.3655511084944
ref50,280,0.4,1000.0,40.0,20.0,78.473453829587,0.6593738134573641,8.49154356218944e-20,9,60.71158591657877
ref50,281,0.4,1000.0,40.0,30.0,14.640323330239221,0.8456570102981573,2.5931135749446115e-19,11,59.58640482276678
ref50,282,0.4,1000.0,40.0,40.0,0.5671866449269564,0.30261977551127756,9.412016985498502e-19,9,55.28464796952903
ref50,283,0.4,1000.0,40.0,inf,11.161051921031895,0.3329095085660697,2.4591305961411416e-19,10,58.91292286105454
ref50,284,0.4,1000.0,inf,20.0,27.491428367685725,1.673158469680402,1.5173178470491414e-19,11,62.67070397734642
ref50,285,0.4,1000.0,inf,30.0,22.872163746035092,0.14223225064641837,7.399362231764212e-19,8,59.97093510814011
ref50,286,0.4,1000.0,inf,40.0,11.306542972059727,0.3364080703982381,2.5249029293061222e-19,10,60.91705593280494
ref50,287,0.4,1000.0,inf,inf,4.905250715002738,0.2252714636367273,6.322455311995575e-19,9,59.78758912533522
ref50,288,0.4,2000.0,20.0,20.0,87.5,0.8887902923593402,1.8231708370399667e-12,3,59.06231491826475
ref50,289,0.4,2000.0,20.0,30.0,28.984769567307556,0.10256048250691947,5.958247058342086e-19,20,67.37272697500885
ref50,290,0.4,2000.0,20.0,40.0,48.1379771195454,0.5152434456760829,8.413009040741883e-19,29,62.83703213557601
ref50,291,0.4,2000.0,20.0,inf,12.463475042609904,0.04492420181159105,6.318133026482526e-19,12,73.61117377877235
ref50,292,0.4,2000.0,30.0,20.0,5.696820170864619,0.47491826844022855,4.087921889297662e-19,19,61.89494510181248
ref50,293,0.4,2000.0,30.0,30.0,80.78127683635341,0.027648152658753134,7.171810703788114e-19,25,62.38250806927681
ref50,294,0.4,2000.0,30.0,40.0,33.638391908237026,1.063011976067969,6.794507632118622e-19,26,67.05808406695724
ref50,295,0.4,2000.0,30.0,inf,48.792647104559855,0.6461144450562187,7.6122190661770585e-19,28,69.0937559120357
ref50,296,0.4,2000.0,40.0,20.0,11.745117507132516,0.6325438109655692,6.079634432065784e-19,17,69.68418601900339
ref50,297,0.4,2000.0,40.0,30.0,76.07238259502007,1.0990951934795816,8.856011013651364e-19,36,72.61226396076381
ref50,298,0.4,2000.0,40.0,40.0,10.599049959344976,0.4436523192388563,5.284579772748167e-19,20,70.00142196193337
ref50,299,0.4,2000.0,40.0,inf,21.225172180984767,0.23896075325599214,7.249781032137873e-19,20,68.10849020257592
ref50,300,0.4,2000.0,inf,20.0,87.5,0.3260086287831541,1.5829126927074395e-12,3,61.57590984366834
ref50,301,0.4,2000.0,inf,30.0,53.539174887024366,1.0852005589504756,5.9403583719729045e-19,31,64.29609889164567
ref50,302,0.4,2000.0,inf,40.0,17.487205414914495,0.07848384993645822,5.385640375977735e-19,17,65.55781583301723
ref50,303,0.4,2000.0,inf,inf,22.93770040981907,0.3890692094709266,4.9825846988213845e-19,22,69.1998430993408
ref50,304,0.4,5000.0,20.0,20.0,46.67152063373404,0.0,4.2656986801560157e-14,5,77.26799487136304
ref50,305,0.4,5000.0,20.0,30.0,17.952389959041135,0.0,1.4535857048150222e-11,3,68.75626393593848
ref50,306,0.4,5000.0,20.0,40.0,38.90855889172485,0.0,5.902114572286068e-13,3,67.76663684286177
ref50,307,0.4,5000.0,20.0,inf,63.22729291954262,0.0,4.127319010041965e-13,4,62.617029063403606
ref50,308,0.4,5000.0,30.0,20.0,87.5,0.0,1.4888103703466262e-11,1,397.51050202175975
ref50,309,0.4,5000.0,30.0,30.0,14.609264824737524,0.0,1.167120601339436e-12,4,64.64374298229814
ref50,310,0.4,5000.0,30.0,40.0,39.424056578598524,0.0,1.0790005566840572e-12,4,59.84302796423435
ref50,311,0.4,5000.0,30.0,inf,6.74698977806934,0.0,3.164810208919369e-12,5,56.94225989282131
ref50,312,0.4,5000.0,40.0,20.0,57.219276735517965,0.857042033200305,1.5665196590706848e-11,39,68.7157791107893
ref50,313,0.4,5000.0,40.0,30.0,30.807490860387006,0.0,5.565029874219252e-12,5,57.54689103923738
ref50,314,0.4,5000.0,40.0,40.0,29.08174873212979,0.0,1.2605418905420057e-12,6,62.71418486721814
ref50,315,0.4,5000.0,40.0,inf,6.8758445929865,0.0,1.962245446483665e-12,4,55.25715299881995
ref50,316,0.4,5000.0,inf,20.0,86.06176326616733,0.24273987369813768,2.8964501703981793e-19,6,56.97174207307398
ref50,317,0.4,5000.0,inf,30.0,19.480325654817413,0.0,2.4158661923301375e-12,3,61.061494052410126
ref50,318,0.4,5000.0,inf,40.0,8.730884253092443,0.0,1.2736697144186919e-12,3,60.89404202066362
ref50,319,0.4,5000.0,inf,inf,1.2518580457280408,0.0,1.4220752189013401e-12,3,66.43944117240608
ref50,320,0.5,100.0,20.0,20.0,5.429334552349885,0.14331054897932916,1.2097847044219344e-17,6,62.44084006175399
ref50,321,0.5,100.0,20.0,30.0,5.298121505593967,0.6371023789055243,5.1721157625888895e-17,7,59.7720870282501
ref50,322,0.5,100.0,20.0,40.0,5.31053988928516,0.6642823072811126,5.077187851289129e-17,7,67.79275904409587
ref50,323,0.5,100.0,20.0,inf,1.2891449124345034,0.2350592940646976,2.5244227588705407e-17,6,68.23724904097617
ref50,324,0.5,100.0,30.0,20.0,5.893436016267772,0.0,5.4983327029574054e-11,3,62.364059034734964
ref50,325,0.5,100.0,30.0,30.0,3.4318249972929316,0.3224478697896416,1.905591136477607e-17,6,62.92651500552893
ref50,326,0.5,100.0,30.0,40.0,0.7176058481224823,0.0,6.474512555318888e-12,4,66.96561211720109
ref50,327,0.5,100.0,30.0,inf,1.7657569720452182,0.21362679206701785,1.4396499922323485e-17,6,58.427353855222464
ref50,328,0.5,100.0,40.0,20.0,2.5082239677303053,1.0331712108961852,4.022395036534988e-17,7,53.33537980914116
ref50,329,0.5,100.0,40.0,30.0,1.5409292620352955,0.29664928224872256,2.480394656566486e-17,6,60.83366018719971
ref50,330,0.5,100.0,40.0,40.0,1.1033720626018595,0.21468729212628546,1.973195944952115e-18,6,63.54327313601971
ref50,331,0.5,100.0,40.0,inf,0.09077719700893994,0.1293516756508808,1.3819391252459097e-17,6,56.04561395011842
ref50,332,0.5,100.0,inf,20.0,10.95890879340744,0.0,1.0693987903043847e-08,5,57.98181192949414
ref50,333,0.5,100.0,inf,30.0,1.4735591617076271,0.3007239866572178,2.626984944437426e-17,6,57.489413069561124
ref50,334,0.5,100.0,inf,40.0,0.4877008751543066,0.3242435850795289,4.9073870803948136e-17,7,57.08632408641279
ref50,335,0.5,100.0,inf,inf,0.2877136410314174,0.28167178008519045,1.5246658629191177e-17,6,61.71594001352787
ref50,336,0.5,500.0,20.0,20.0,7.2369076001388315,0.5958496208459791,2.658064545476182e-20,6,56.667268043383956
ref50,337,0.5,500.0,20.0,30.0,4.526782697457987,0.5970447215056197,3.007666924869434e-20,6,58.53732186369598
ref50,338,0.5,500.0,20.0,40.0,40.03196191237415,0.058424627230681384,7.152507797099892e-20,5,63.10296803712845
ref50,339,0.5,500.0,20.0,inf,18.89303276655161,1.6051203899095867,3.5938768303178343e-19,6,56.53607100248337
ref50,340,0.5,500.0,30.0,20.0,24.18002219302451,0.09963143955416172,1.3646243411454618e-19,5,62.05375702120364
ref50,341,0.5,500.0,30.0,30.0,4.160858398237033,0.10700672576729175,1.3127412553452794e-19,5,57.61958798393607
ref50,342,0.5,500.0,30.0,40.0,9.499755562533462,0.13404949629084512,1.6792162092220412e-19,5,55.01521518453956
ref50,343,0.5,500.0,30.0,inf,0.9031581529332922,0.3875724813126453,1.2829942320634374e-20,6,57.40447691641748
ref50,344,0.5,500.0,40.0,20.0,11.805599926353128,0.44314462837199925,1.8612085763906065e-20,6,58.92672808840871
ref50,345,0.5,500.0,40.0,30.0,7.921514085262693,0.04779736990865331,4.359483433721786e-20,5,61.341046122834086
ref50,346,0.5,500.0,40.0,40.0,0.8737135709632415,0.21397789326546218,2.3267577088594986e-19,5,59.470000909641385
ref50,347,0.5,500.0,40.0,inf,4.261170796959002,0.3539052689571349,7.835556661620854e-19,5,58.968598023056984
ref50,348,0.5,500.0,inf,20.0,18.954772320570957,0.680475798946054,2.8371379198416974e-20,6,56.400631088763475
ref50,349,0.5,500.0,inf,30.0,4.165153193318649,0.027002060623306078,3.350580980436052e-20,5,66.4182580076158
ref50,350,0.5,500.0,inf,40.0,1.0028451787004289,0.3934857702347244,1.2959300955930773e-20,6,62.26126104593277
ref50,351,0.5,500.0,inf,inf,0.22404927380671458,0.2798389933371027,4.372426860689858e-19,5,60.87941210716963
ref50,352,0.5,1000.0,20.0,20.0,22.186538766765086,0.005985752209892325,1.813792682388696e-19,7,65.71639701724052
ref50,353,0.5,1000.0,20.0,30.0,49.30438558580099,0.7796535872322238,3.5412025708143933e-19,12,54.62042591534555
ref50,354,0.5,1000.0,20.0,40.0,4.436443327163753,0.12837658341159114,4.9405201922100865e-19,9,60.996480053290725
ref50,355,0.5,1000.0,20.0,inf,89.99999999999999,0.40726672241290773,6.3510376595866184e-12,3,57.491320883855224
ref50,356,0.5,1000.0,30.0,20.0,17.98280828639751,0.4726768238904583,2.559650953612894e-19,11,58.81597916595638
ref50,357,0.5,1000.0,30.0,30.0,27.14744083141175,0.2712160702300707,5.537601888892202e-19,9,59.306354029104114
ref50,358,0.5,1000.0,30.0,40.0,5.162179755807639,0.030021832290560723,1.6558927172152936e-19,8,62.75175302289426
ref50,359,0.5,1000.0,30.0,inf,14.33480114322605,0.27133637630503243,1.418686731395912e-19,10,61.05492799542844
ref50,360,0.5,1000.0,40.0,20.0,25.533522303864096,0.5882067947751466,4.0989276487214394e-19,10,58.1017448566854
ref50,361,0.5,1000.0,40.0,30.0,0.9407112578277199,0.25491388813660476,2.251981454260971e-19,10,69.48933494277298
ref50,362,0.5,1000.0,40.0,40.0,10.40259418213283,0.3214298206585681,5.625796301077534e-19,10,67.94866593554616
ref50,363,0.5,1000.0,40.0,inf,0.4401338431387236,0.3444341963453098,4.361019366123165e-19,10,66.42878707498312
ref50,364,0.5,1000.0,inf,20.0,89.99999999999999,0.8082858409750202,3.0552991006821715e-11,5,55.3163830190897
ref50,365,0.5,1000.0,inf,30.0,17.954221875372546,0.013478024866458327,2.6925264744292934e-19,8,58.29067714512348
ref50,366,0.5,1000.0,inf,40.0,10.823722973373018,0.4242126284425353,1.546424942971439e-19,11,65.17936801537871
ref50,367,0.5,1000.0,inf,inf,2.8865491468514026,0.31502237216981255,4.034906496420171e-19,10,66.158456960693
ref50,368,0.5,2000.0,20.0,20.0,16.313380929284428,2.501292150629047,7.879244679325654e-19,35,64.91665891371667
ref50,369,0.5,2000.0,20.0,30.0,17.46914689311765,1.084414650796066,7.175216690481341e-19,29,72.84521707333624
ref50,370,0.5,2000.0,20.0,40.0,71.71823003713497,1.695608226943989,7.722660212307988e-19,39,71.79015805013478
ref50,371,0.5,2000.0,20.0,inf,89.99999999999999,1.1977183257070352,2.183093663162713e-13,14,70.33512205816805
ref50,372,0.5,2000.0,30.0,20.0,25.821603918838363,0.21271449216505972,9.304876751131633e-19,26,63.073634868487716
ref50,373,0.5,2000.0,30.0,30.0,51.26343058785421,0.10059917197341975,6.430898514637311e-19,11,65.98481605760753
ref50,374,0.5,2000.0,30.0,40.0,30.273893985437162,0.7500442868986397,6.79814303873053e-19,32,74.78127907961607
ref50,375,0.5,2000.0,30.0,inf,89.99999999999999,0.7974961249345143,1.5092775850010046e-13,14,67.21319095231593
ref50,376,0.5,2000.0,40.0,20.0,10.53151277447224,1.9787467429519894,8.821397510106704e-19,28,69.20121307484806
ref50,377,0.5,2000.0,40.0,30.0,16.96368993703883,0.45145174950720274,9.670319583132018e-19,26,66.29286496900022
ref50,378,0.5,2000.0,40.0,40.0,2.790657520060602,0.4749292560520416,7.156097757249225e-19,23,68.5510968323797
ref50,379,0.5,2000.0,40.0,inf,24.469631751453402,0.6594131406290217,6.3166094888868135e-19,30,65.35676796920598
ref50,380,0.5,2000.0,inf,20.0,79.29877871356194,0.12338945828815895,4.252172245932882e-19,9,58.709884993731976
ref50,381,0.5,2000.0,inf,30.0,23.121476074686242,0.4257139394673004,7.382473274623132e-19,28,71.69696781784296
ref50,382,0.5,2000.0,inf,40.0,0.8361753376569414,0.24864849028246,5.353178382742873e-19,21,63.652101904153824
ref50,383,0.5,2000.0,inf,inf,18.98896402508823,0.4975715221964265,8.74345362229551e-19,27,77.36344705335796
ref50,384,0.5,5000.0,20.0,20.0,82.29376827481944,0.0,3.085660404191181e-11,4,61.952413991093636
ref50,385,0.5,5000.0,20.0,30.0,53.16903799586574,0.0,5.518761277330228e-11,3,60.465564019978046
ref50,386,0.5,5000.0,20.0,40.0,90.0,0.44376353457033474,1.10925677590984e-12,6,63.17613716237247
ref50,387,0.5,5000.0,20.0,inf,25.604113301249587,0.6442563786592291,1.4422613045163462e-11,36,77.82585406675935
ref50,388,0.5,5000.0,30.0,20.0,81.99626826740543,1.2737175837743597,6.024834851533849e-19,7,67.10344995371997
ref50,389,0.5,5000.0,30.0,30.0,20.669548935168393,0.0,1.263832970438838e-13,3,66.99539092369378
ref50,390,0.5,5000.0,30.0,40.0,15.210575175243978,0.0,1.8004569530711498e-12,4,60.86306017823517
ref50,391,0.5,5000.0,30.0,inf,20.162111410853633,0.0,2.3283815938111703e-12,6,56.47564306855202
ref50,392,0.5,5000.0,40.0,20.0,89.94293224002138,0.0,3.830716278535797e-12,4,59.52308094128966
