dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2_mean,loc_improvement_frac,loc_improvement_pct
pscad,312,0.400,5000.0,40.0,20.0,78.394032,99.975000,-0.275288,-27.5288
pscad,313,0.400,5000.0,40.0,30.0,38.312046,99.975000,-1.609493,-160.9493
pscad,314,0.400,5000.0,40.0,40.0,4.323801,99.975000,-22.122019,-2212.2019
pscad,315,0.400,5000.0,40.0,inf,7.253401,99.975000,-12.783190,-1278.3190
pscad,316,0.400,5000.0,inf,20.0,137.500000,99.975000,0.272909,27.2909
pscad,317,0.400,5000.0,inf,30.0,12.452428,99.975000,-7.028554,-702.8554
pscad,318,0.400,5000.0,inf,40.0,7.602212,99.975000,-12.150778,-1215.0778
pscad,319,0.400,5000.0,inf,inf,1.251485,99.975000,-78.885098,-7888.5098
pscad,320,0.500,100.0,20.0,20.0,12.957363,23.655209,-0.825619,-82.5619
pscad,321,0.500,100.0,20.0,30.0,1.116229,9.505614,-7.515830,-751.5830
pscad,322,0.500,100.0,20.0,40.0,5.260402,7.363445,-0.399788,-39.9788
pscad,323,0.500,100.0,20.0,inf,1.019451,13.463488,-12.206601,-1220.6601
pscad,324,0.500,100.0,30.0,20.0,2.846740,13.562590,-3.764253,-376.4253
pscad,325,0.500,100.0,30.0,30.0,0.837543,9.563078,-10.418020,-1041.8020
pscad,326,0.500,100.0,30.0,40.0,1.202601,13.469518,-10.200318,-1020.0318
pscad,327,0.500,100.0,30.0,inf,1.149850,9.560001,-7.314129,-731.4129
pscad,328,0.500,100.0,40.0,20.0,3.169189,15.514922,-3.895549,-389.5549
pscad,329,0.500,100.0,40.0,30.0,0.018296,11.534375,-629.441242,-62944.1242
pscad,330,0.500,100.0,40.0,40.0,1.624947,9.555160,-4.880290,-488.0290
pscad,331,0.500,100.0,40.0,inf,0.548690,11.576610,-20.098632,-2009.8632
pscad,332,0.500,100.0,inf,20.0,3.678454,15.686140,-3.264329,-326.4329
pscad,333,0.500,100.0,inf,30.0,1.359018,9.626862,-6.083688,-608.3688
pscad,334,0.500,100.0,inf,40.0,0.060094,11.518667,-190.678062,-19067.8062
pscad,335,0.500,100.0,inf,inf,0.287733,13.164154,-44.751335,-4475.1335
pscad,336,0.500,500.0,20.0,20.0,17.589996,27.422715,-0.558995,-55.8995
pscad,337,0.500,500.0,20.0,30.0,22.436149,29.437144,-0.312041,-31.2041
pscad,338,0.500,500.0,20.0,40.0,7.347176,9.355773,-0.273384,-27.3384
pscad,339,0.500,500.0,20.0,inf,14.773082,15.199579,-0.028870,-2.8870
pscad,340,0.500,500.0,30.0,20.0,4.590555,2.646730,0.423440,42.3440
pscad,341,0.500,500.0,30.0,30.0,9.838320,8.974703,0.087781,8.7781
pscad,342,0.500,500.0,30.0,40.0,1.783624,0.746199,0.581639,58.1639
pscad,343,0.500,500.0,30.0,inf,4.462320,3.049724,0.316561,31.6561
pscad,344,0.500,500.0,40.0,20.0,19.235703,17.107648,0.110630,11.0630
pscad,345,0.500,500.0,40.0,30.0,0.340401,1.283883,-2.771676,-277.1676
pscad,346,0.500,500.0,40.0,40.0,1.695635,0.695685,0.589720,58.9720
pscad,347,0.500,500.0,40.0,inf,0.439947,3.091153,-6.026199,-602.6199
pscad,348,0.500,500.0,inf,20.0,32.589606,43.733542,-0.341948,-34.1948
pscad,349,0.500,500.0,inf,30.0,5.561859,7.148708,-0.285309,-28.5309
pscad,350,0.500,500.0,inf,40.0,0.263213,1.312523,-3.986546,-398.6546
pscad,351,0.500,500.0,inf,inf,0.224118,1.258102,-4.613569,-461.3569
pscad,352,0.500,1000.0,20.0,20.0,36.612890,99.980000,-1.730732,-173.0732
pscad,353,0.500,1000.0,20.0,30.0,1.125121,99.980000,-87.861527,-8786.1527
pscad,354,0.500,1000.0,20.0,40.0,66.823991,99.980000,-0.496169,-49.6169
pscad,355,0.500,1000.0,20.0,inf,61.070846,99.980000,-0.637115,-63.7115
pscad,356,0.500,1000.0,30.0,20.0,11.988369,28.141318,-1.347385,-134.7385
pscad,357,0.500,1000.0,30.0,30.0,1.226180,99.980000,-80.537763,-8053.7763
pscad,358,0.500,1000.0,30.0,40.0,10.709878,99.980000,-8.335307,-833.5307
pscad,359,0.500,1000.0,30.0,inf,12.851933,99.980000,-6.779374,-677.9374
pscad,360,0.500,1000.0,40.0,20.0,1.061698,99.980000,-93.169879,-9316.9879
pscad,361,0.500,1000.0,40.0,30.0,10.017591,99.980000,-8.980444,-898.0444
pscad,362,0.500,1000.0,40.0,40.0,6.846121,99.980000,-13.603891,-1360.3891
pscad,363,0.500,1000.0,40.0,inf,0.994109,99.980000,-99.572515,-9957.2515
pscad,364,0.500,1000.0,inf,20.0,31.955490,99.980000,-2.128727,-212.8727
pscad,365,0.500,1000.0,inf,30.0,7.846071,99.980000,-11.742683,-1174.2683
pscad,366,0.500,1000.0,inf,40.0,2.763768,99.980000,-35.175256,-3517.5256
pscad,367,0.500,1000.0,inf,inf,2.886337,29.495245,-9.218919,-921.8919
pscad,368,0.500,2000.0,20.0,20.0,90.000000,99.980000,-0.110889,-11.0889
pscad,369,0.500,2000.0,20.0,30.0,90.000000,99.980000,-0.110889,-11.0889
pscad,370,0.500,2000.0,20.0,40.0,90.000000,99.980000,-0.110889,-11.0889
pscad,371,0.500,2000.0,20.0,inf,34.109704,23.113226,0.322386,32.2386
pscad,372,0.500,2000.0,30.0,20.0,90.000000,86.189780,0.042336,4.2336
pscad,373,0.500,2000.0,30.0,30.0,23.555323,27.547753,-0.169492,-16.9492
pscad,374,0.500,2000.0,30.0,40.0,71.958144,52.141820,0.275387,27.5387
pscad,375,0.500,2000.0,30.0,inf,1.520629,15.455317,-9.163762,-916.3762
pscad,376,0.500,2000.0,40.0,20.0,36.813489,27.642524,0.249120,24.9120
pscad,377,0.500,2000.0,40.0,30.0,41.044135,35.686576,0.130532,13.0532
pscad,378,0.500,2000.0,40.0,40.0,54.370546,43.840716,0.193668,19.3668
pscad,379,0.500,2000.0,40.0,inf,6.110792,19.348807,-2.166334,-216.6334
pscad,380,0.500,2000.0,inf,20.0,60.683856,45.654105,0.247673,24.7673
pscad,381,0.500,2000.0,inf,30.0,69.867493,53.843528,0.229348,22.9348
pscad,382,0.500,2000.0,inf,40.0,21.723528,29.249299,-0.346434,-34.6434
pscad,383,0.500,2000.0,inf,inf,18.988134,27.579891,-0.452480,-45.2480
pscad,384,0.500,5000.0,20.0,20.0,90.000000,99.980000,-0.110889,-11.0889
pscad,385,0.500,5000.0,20.0,30.0,7.559891,99.980000,-12.225058,-1222.5058
pscad,386,0.500,5000.0,20.0,40.0,90.000000,99.980000,-0.110889,-11.0889
pscad,387,0.500,5000.0,20.0,inf,36.092668,99.980000,-1.770092,-177.0092
pscad,388,0.500,5000.0,30.0,20.0,90.000000,99.980000,-0.110889,-11.0889
pscad,389,0.500,5000.0,30.0,30.0,17.397865,99.980000,-4.746682,-474.6682
pscad,390,0.500,5000.0,30.0,40.0,32.656002,99.980000,-2.061612,-206.1612
pscad,391,0.500,5000.0,30.0,inf,23.156816,99.980000,-3.317519,-331.7519
pscad,392,0.500,5000.0,40.0,20.0,90.000000,99.980000,-0.110889,-11.0889
pscad,393,0.500,5000.0,40.0,30.0,17.874573,99.980000,-4.593420,-459.3420
pscad,394,0.500,5000.0,40.0,40.0,26.409412,99.980000,-2.785771,-278.5771
pscad,395,0.500,5000.0,40.0,inf,9.174532,99.980000,-9.897559,-989.7559
pscad,396,0.500,5000.0,inf,20.0,19.198602,99.980000,-4.207671,-420.7671
pscad,397,0.500,5000.0,inf,30.0,8.746434,99.980000,-10.430945,-1043.0945
pscad,398,0.500,5000.0,inf,40.0,8.361822,99.980000,-10.956725,-1095.6725
pscad,399,0.500,5000.0,inf,inf,12.459563,99.980000,-7.024358,-702.4358
pscad,400,0.600,100.0,20.0,20.0,0.528721,9.953557,-17.825711,-1782.5711
pscad,401,0.600,100.0,20.0,30.0,5.735603,6.385970,-0.113391,-11.3391
pscad,402,0.600,100.0,20.0,40.0,4.136743,13.168360,-2.183268,-218.3268
pscad,403,0.600,100.0,20.0,inf,2.528962,13.087783,-4.175159,-417.5159
pscad,404,0.600,100.0,30.0,20.0,0.880266,9.747082,-10.072877,-1007.2877
pscad,405,0.600,100.0,30.0,30.0,0.411416,11.439032,-26.804072,-2680.4072
pscad,406,0.600,100.0,30.0,40.0,2.966370,6.517673,-1.197188,-119.7188
pscad,407,0.600,100.0,30.0,inf,1.431018,8.158019,-4.700850,-470.0850
pscad,408,0.600,100.0,40.0,20.0,5.367249,6.408921,-0.194079,-19.4079
pscad,409,0.600,100.0,40.0,30.0,1.403061,8.226360,-4.863154,-486.3154
pscad,410,0.600,100.0,40.0,40.0,0.871430,9.697085,-10.127788,-1012.7788
pscad,411,0.600,100.0,40.0,inf,0.951557,9.682451,-9.175372,-917.5372
pscad,412,0.600,100.0,inf,20.0,6.014717,16.387073,-1.724496,-172.4496
pscad,413,0.600,100.0,inf,30.0,0.088118,9.690479,-108.971491,-10897.1491
pscad,414,0.600,100.0,inf,40.0,1.374670,8.191915,-4.959187,-495.9187
pscad,415,0.600,100.0,inf,inf,0.345278,11.172297,-31.357363,-3135.7363
pscad,416,0.600,500.0,20.0,20.0,6.364387,5.500093,0.135802,13.5802
pscad,417,0.600,500.0,20.0,30.0,27.773570,33.086635,-0.191299,-19.1299
pscad,418,0.600,500.0,20.0,40.0,36.950520,37.543532,-0.016049,-1.6049
pscad,419,0.600,500.0,20.0,inf,36.692999,41.459613,-0.129905,-12.9905
pscad,420,0.600,500.0,30.0,20.0,4.262680,2.447224,0.425895,42.5895
pscad,421,0.600,500.0,30.0,30.0,9.439173,7.265747,0.230256,23.0256
pscad,422,0.600,500.0,30.0,40.0,0.134237,2.741563,-19.423261,-1942.3261
pscad,423,0.600,500.0,30.0,inf,6.684145,4.005297,0.400776,40.0776
pscad,424,0.600,500.0,40.0,20.0,16.291550,21.394682,-0.313238,-31.3238
pscad,425,0.600,500.0,40.0,30.0,15.383465,13.998299,0.090043,9.0043
pscad,426,0.600,500.0,40.0,40.0,0.103929,2.951003,-27.394361,-2739.4361
pscad,427,0.600,500.0,40.0,inf,3.355094,6.313033,-0.881627,-88.1627
pscad,428,0.600,500.0,inf,20.0,0.894725,2.768112,-2.093814,-209.3814
pscad,429,0.600,500.0,inf,30.0,9.588585,12.973969,-0.353064,-35.3064
pscad,430,0.600,500.0,inf,40.0,1.650397,1.129747,0.315469,31.5469
pscad,431,0.600,500.0,inf,inf,0.713316,2.772715,-2.887076,-288.7076
pscad,432,0.600,1000.0,20.0,20.0,30.615628,99.983333,-2.265761,-226.5761
pscad,433,0.600,1000.0,20.0,30.0,41.436737,99.983333,-1.412915,-141.2915
pscad,434,0.600,1000.0,20.0,40.0,26.097976,99.983333,-2.831076,-283.1076
pscad,435,0.600,1000.0,20.0,inf,87.636483,99.983333,-0.140887,-14.0887
pscad,436,0.600,1000.0,30.0,20.0,58.333333,66.650000,-0.142571,-14.2571
pscad,437,0.600,1000.0,30.0,30.0,2.577557,99.983333,-37.789956,-3778.9956
pscad,438,0.600,1000.0,30.0,40.0,3.576613,99.983333,-26.954757,-2695.4757
pscad,439,0.600,1000.0,30.0,inf,0.655610,99.983333,-151.504244,-15150.4244
pscad,440,0.600,1000.0,40.0,20.0,56.783930,66.650000,-0.173748,-17.3748
pscad,441,0.600,1000.0,40.0,30.0,7.470836,99.983333,-12.383153,-1238.3153
pscad,442,0.600,1000.0,40.0,40.0,3.426191,99.983333,-28.182070,-2818.2070
pscad,443,0.600,1000.0,40.0,inf,2.687995,99.983333,-36.196243,-3619.6243
pscad,444,0.600,1000.0,inf,20.0,19.495113,99.983333,-4.128636,-412.8636
pscad,445,0.600,1000.0,inf,30.0,1.416163,99.983333,-69.601559,-6960.1559
pscad,446,0.600,1000.0,inf,40.0,4.879931,99.983333,-19.488676,-1948.8676
pscad,447,0.600,1000.0,inf,inf,1.815059,11.923013,-5.568940,-556.8940
pscad,448,0.600,2000.0,20.0,20.0,75.857723,93.161752,-0.228112,-22.8112
pscad,449,0.600,2000.0,20.0,30.0,58.333333,41.550692,0.287702,28.7702
pscad,450,0.600,2000.0,20.0,40.0,48.787655,24.604817,0.495675,49.5675
pscad,451,0.600,2000.0,20.0,inf,34.359006,26.983047,0.214673,21.4673
pscad,452,0.600,2000.0,30.0,20.0,58.333333,35.593585,0.389824,38.9824
pscad,453,0.600,2000.0,30.0,30.0,36.270902,25.258296,0.303621,30.3621
pscad,454,0.600,2000.0,30.0,40.0,56.117817,33.399069,0.404840,40.4840
pscad,455,0.600,2000.0,30.0,inf,10.430939,11.171865,-0.071032,-7.1032
pscad,456,0.600,2000.0,40.0,20.0,42.491466,12.533415,0.705037,70.5037
pscad,457,0.600,2000.0,40.0,30.0,18.962328,18.385088,0.030441,3.0441
pscad,458,0.600,2000.0,40.0,40.0,15.284912,14.683488,0.039348,3.9348
pscad,459,0.600,2000.0,40.0,inf,25.971999,19.741939,0.239876,23.9876
pscad,460,0.600,2000.0,inf,20.0,58.333333,66.650000,-0.142571,-14.2571
pscad,461,0.600,2000.0,inf,30.0,2.959466,9.639014,-2.257012,-225.7012
pscad,462,0.600,2000.0,inf,40.0,33.241721,23.016093,0.307614,30.7614
pscad,463,0.600,2000.0,inf,inf,18.147428,16.476349,0.092084,9.2084
pscad,464,0.600,5000.0,20.0,20.0,91.666667,99.983333,-0.090727,-9.0727
pscad,465,0.600,5000.0,20.0,30.0,24.432001,99.983333,-3.092311,-309.2311
pscad,466,0.600,5000.0,20.0,40.0,64.798385,99.983333,-0.542991,-54.2991
pscad,467,0.600,5000.0,20.0,inf,51.886965,99.983333,-0.926945,-92.6945
pscad,468,0.600,5000.0,30.0,20.0,56.238679,99.983333,-0.777839,-77.7839
pscad,469,0.600,5000.0,30.0,30.0,58.853747,99.983333,-0.698844,-69.8844
pscad,470,0.600,5000.0,30.0,40.0,29.663321,99.983333,-2.370605,-237.0605
pscad,471,0.600,5000.0,30.0,inf,36.803412,99.983333,-1.716687,-171.6687
pscad,472,0.600,5000.0,40.0,20.0,91.666667,99.983333,-0.090727,-9.0727
pscad,473,0.600,5000.0,40.0,30.0,33.194935,99.983333,-2.012006,-201.2006
pscad,474,0.600,5000.0,40.0,40.0,34.910432,99.983333,-1.863996,-186.3996
pscad,475,0.600,5000.0,40.0,inf,27.484915,99.983333,-2.637753,-263.7753
pscad,476,0.600,5000.0,inf,20.0,4.288708,99.983333,-22.313161,-2231.3161
pscad,477,0.600,5000.0,inf,30.0,33.837276,99.983333,-1.954828,-195.4828
pscad,478,0.600,5000.0,inf,40.0,23.910220,99.983333,-3.181615,-318.1615
pscad,479,0.600,5000.0,inf,inf,22.629323,99.983333,-3.418309,-341.8309
pscad,480,0.700,100.0,20.0,20.0,2.700231,5.603622,-1.075238,-107.5238
pscad,481,0.700,100.0,20.0,30.0,0.348346,8.571845,-23.607237,-2360.7237
pscad,482,0.700,100.0,20.0,40.0,1.967208,5.694988,-1.894961,-189.4961
pscad,483,0.700,100.0,20.0,inf,2.819574,11.511790,-3.082812,-308.2812
pscad,484,0.700,100.0,30.0,20.0,0.318731,7.165164,-21.480275,-2148.0275
pscad,485,0.700,100.0,30.0,30.0,0.719781,8.518289,-10.834549,-1083.4549
pscad,486,0.700,100.0,30.0,40.0,1.362299,8.468941,-5.216652,-521.6652
pscad,487,0.700,100.0,30.0,inf,1.229092,7.167000,-4.831134,-483.1134
pscad,488,0.700,100.0,40.0,20.0,2.635153,5.599942,-1.125092,-112.5092
pscad,489,0.700,100.0,40.0,30.0,0.538456,8.517568,-14.818511,-1481.8511
pscad,490,0.700,100.0,40.0,40.0,0.557716,9.892159,-16.736898,-1673.6898
pscad,491,0.700,100.0,40.0,inf,0.977657,8.445052,-7.638048,-763.8048
pscad,492,0.700,100.0,inf,20.0,0.811343,9.969492,-11.287636,-1128.7636
pscad,493,0.700,100.0,inf,30.0,0.062753,8.534572,-135.002857,-13500.2857
pscad,494,0.700,100.0,inf,40.0,0.150921,8.575179,-55.818876,-5581.8876
pscad,495,0.700,100.0,inf,inf,0.390829,9.748451,-23.943028,-2394.3028
pscad,496,0.700,500.0,20.0,20.0,11.375170,25.749438,-1.263653,-126.3653
pscad,497,0.700,500.0,20.0,30.0,1.599672,6.847659,-3.280663,-328.0663
pscad,498,0.700,500.0,20.0,40.0,6.435681,4.697796,0.270039,27.0039
pscad,499,0.700,500.0,20.0,inf,9.176231,14.157271,-0.542820,-54.2820
pscad,500,0.700,500.0,30.0,20.0,7.185137,4.572486,0.363619,36.3619
pscad,501,0.700,500.0,30.0,30.0,5.459494,9.922958,-0.817560,-81.7560
pscad,502,0.700,500.0,30.0,40.0,2.390275,5.435771,-1.274120,-127.4120
pscad,503,0.700,500.0,30.0,inf,10.009530,7.429162,0.257791,25.7791
pscad,504,0.700,500.0,40.0,20.0,25.534244,26.796890,-0.049449,-4.9449
pscad,505,0.700,500.0,40.0,30.0,1.063272,2.669377,-1.510531,-151.0531
pscad,506,0.700,500.0,40.0,40.0,1.172185,5.496017,-3.688692,-368.8692
pscad,507,0.700,500.0,40.0,inf,1.485813,5.483987,-2.690900,-269.0900
pscad,508,0.700,500.0,inf,20.0,25.394051,23.490787,0.074949,7.4949
pscad,509,0.700,500.0,inf,30.0,1.513767,6.882877,-3.546854,-354.6854
pscad,510,0.700,500.0,inf,40.0,1.730333,2.555849,-0.477085,-47.7085
pscad,511,0.700,500.0,inf,inf,1.066058,2.656191,-1.491601,-149.1601
pscad,512,0.700,1000.0,20.0,20.0,31.153890,99.985714,-2.209413,-220.9413
pscad,513,0.700,1000.0,20.0,30.0,6.973575,99.985714,-13.337798,-1333.7798
pscad,514,0.700,1000.0,20.0,40.0,34.191413,99.985714,-1.924293,-192.4293
pscad,515,0.700,1000.0,20.0,inf,29.747985,99.985714,-2.361092,-236.1092
pscad,516,0.700,1000.0,30.0,20.0,11.847195,99.985714,-7.439611,-743.9611
pscad,517,0.700,1000.0,30.0,30.0,32.098689,99.985714,-2.114947,-211.4947
pscad,518,0.700,1000.0,30.0,40.0,1.470227,99.985714,-67.007010,-6700.7010
pscad,519,0.700,1000.0,30.0,inf,11.304819,99.985714,-7.844522,-784.4522
pscad,520,0.700,1000.0,40.0,20.0,37.988094,99.985714,-1.632028,-163.2028
pscad,521,0.700,1000.0,40.0,30.0,7.927455,99.985714,-11.612586,-1161.2586
pscad,522,0.700,1000.0,40.0,40.0,1.273795,99.985714,-77.494358,-7749.4358
pscad,523,0.700,1000.0,40.0,inf,3.772083,99.985714,-25.506766,-2550.6766
pscad,524,0.700,1000.0,inf,20.0,39.643831,99.985714,-1.522100,-152.2100
pscad,525,0.700,1000.0,inf,30.0,7.911015,99.985714,-11.638797,-1163.8797
pscad,526,0.700,1000.0,inf,40.0,3.408504,99.985714,-28.334193,-2833.4193
pscad,527,0.700,1000.0,inf,inf,1.209938,0.864834,0.285224,28.5224
pscad,528,0.700,2000.0,20.0,20.0,76.534048,99.985714,-0.306421,-30.6421
pscad,529,0.700,2000.0,20.0,30.0,6.725840,4.632259,0.311274,31.1274
pscad,530,0.700,2000.0,20.0,40.0,35.714286,24.109301,0.324940,32.4940
pscad,531,0.700,2000.0,20.0,inf,35.714286,22.235690,0.377401,37.7401
pscad,532,0.700,2000.0,30.0,20.0,35.714286,42.842857,-0.199600,-19.9600
pscad,533,0.700,2000.0,30.0,30.0,23.552304,7.571977,0.678504,67.8504
pscad,534,0.700,2000.0,30.0,40.0,7.288969,0.023127,0.996827,99.6827
pscad,535,0.700,2000.0,30.0,inf,2.637859,0.022299,0.991547,99.1547
pscad,536,0.700,2000.0,40.0,20.0,35.714286,42.842857,-0.199600,-19.9600
pscad,537,0.700,2000.0,40.0,30.0,35.714286,21.098157,0.409252,40.9252
pscad,538,0.700,2000.0,40.0,40.0,23.523243,10.107369,0.570324,57.0324
pscad,539,0.700,2000.0,40.0,inf,20.698763,8.543946,0.587224,58.7224
pscad,540,0.700,2000.0,inf,20.0,35.714286,18.588065,0.479534,47.9534
pscad,541,0.700,2000.0,inf,30.0,8.010954,4.634162,0.421522,42.1522
pscad,542,0.700,2000.0,inf,40.0,10.235559,4.146272,0.594915,59.4915
pscad,543,0.700,2000.0,inf,inf,18.986499,8.351509,0.560134,56.0134
pscad,544,0.700,5000.0,20.0,20.0,92.857143,99.985714,-0.076769,-7.6769
pscad,545,0.700,5000.0,20.0,30.0,67.560464,99.985714,-0.479944,-47.9944
pscad,546,0.700,5000.0,20.0,40.0,64.135074,99.985714,-0.558986,-55.8986
pscad,547,0.700,5000.0,20.0,inf,92.857143,99.985714,-0.076769,-7.6769
pscad,548,0.700,5000.0,30.0,20.0,11.166818,99.985714,-7.953823,-795.3823
pscad,549,0.700,5000.0,30.0,30.0,44.909748,99.985714,-1.226370,-122.6370
pscad,550,0.700,5000.0,30.0,40.0,56.165136,99.985714,-0.780210,-78.0210
pscad,551,0.700,5000.0,30.0,inf,21.257012,99.985714,-3.703658,-370.3658
pscad,552,0.700,5000.0,40.0,20.0,30.842869,99.985714,-2.241777,-224.1777
pscad,553,0.700,5000.0,40.0,30.0,16.956679,99.985714,-4.896539,-489.6539
pscad,554,0.700,5000.0,40.0,40.0,15.361911,99.985714,-5.508677,-550.8677
pscad,555,0.700,5000.0,40.0,inf,30.825211,99.985714,-2.243634,-224.3634
pscad,556,0.700,5000.0,inf,20.0,92.857143,99.985714,-0.076769,-7.6769
pscad,557,0.700,5000.0,inf,30.0,32.111543,99.985714,-2.113700,-211.3700
pscad,558,0.700,5000.0,inf,40.0,33.477598,99.985714,-1.986645,-198.6645
pscad,559,0.700,5000.0,inf,inf,30.807635,99.985714,-2.245485,-224.5485
pscad,560,0.800,100.0,20.0,20.0,0.023279,7.658035,-327.968140,-32796.8140
pscad,561,0.800,100.0,20.0,30.0,2.109653,6.335011,-2.002869,-200.2869
pscad,562,0.800,100.0,20.0,40.0,1.109744,8.858246,-6.982240,-698.2240
pscad,563,0.800,100.0,20.0,inf,2.927697,10.178778,-2.476719,-247.6719
pscad,564,0.800,100.0,30.0,20.0,0.503548,6.353860,-11.618187,-1161.8187
pscad,565,0.800,100.0,30.0,30.0,0.261732,8.794053,-32.599473,-3259.9473
pscad,566,0.800,100.0,30.0,40.0,0.046101,7.699220,-166.007165,-16600.7165
pscad,567,0.800,100.0,30.0,inf,1.533438,6.405237,-3.177044,-317.7044
pscad,568,0.800,100.0,40.0,20.0,3.567701,5.032214,-0.410492,-41.0492
pscad,569,0.800,100.0,40.0,30.0,2.155482,6.315646,-1.930038,-193.0038
pscad,570,0.800,100.0,40.0,40.0,0.944593,7.537415,-6.979538,-697.9538
pscad,571,0.800,100.0,40.0,inf,0.736543,7.560714,-9.265143,-926.5143
pscad,572,0.800,100.0,inf,20.0,2.896808,5.045737,-0.741827,-74.1827
pscad,573,0.800,100.0,inf,30.0,0.875101,8.828170,-9.088176,-908.8176
pscad,574,0.800,100.0,inf,40.0,0.366418,7.643847,-19.861011,-1986.1011
pscad,575,0.800,100.0,inf,inf,0.427537,8.679624,-19.301450,-1930.1450
pscad,576,0.800,500.0,20.0,20.0,18.750000,24.987500,-0.332667,-33.2667
pscad,577,0.800,500.0,20.0,30.0,18.750000,24.987500,-0.332667,-33.2667
pscad,578,0.800,500.0,20.0,40.0,17.340462,16.611975,0.042011,4.2011
pscad,579,0.800,500.0,20.0,inf,3.391011,4.881329,-0.439491,-43.9491
pscad,580,0.800,500.0,30.0,20.0,23.827685,24.192705,-0.015319,-1.5319
pscad,581,0.800,500.0,30.0,30.0,1.851889,1.274096,0.312002,31.2002
pscad,582,0.800,500.0,30.0,40.0,2.588040,2.504945,0.032107,3.2107
pscad,583,0.800,500.0,30.0,inf,0.197413,4.982933,-24.241192,-2424.1192
pscad,584,0.800,500.0,40.0,20.0,11.289232,9.067295,0.196819,19.6819
pscad,585,0.800,500.0,40.0,30.0,2.533314,1.111071,0.561416,56.1416
pscad,586,0.800,500.0,40.0,40.0,2.270708,7.376470,-2.248533,-224.8533
pscad,587,0.800,500.0,40.0,inf,0.967159,3.671502,-2.796171,-279.6171
pscad,588,0.800,500.0,inf,20.0,6.314070,3.967192,0.371690,37.1690
pscad,589,0.800,500.0,inf,30.0,4.064127,8.687656,-1.137644,-113.7644
pscad,590,0.800,500.0,inf,40.0,1.126371,3.667805,-2.256304,-225.6304
pscad,591,0.800,500.0,inf,inf,1.352615,3.620657,-1.676783,-167.6783
pscad,592,0.800,1000.0,20.0,20.0,14.050144,99.987500,-6.116475,-611.6475
pscad,593,0.800,1000.0,20.0,30.0,11.262419,99.987500,-7.877977,-787.7977
pscad,594,0.800,1000.0,20.0,40.0,14.573229,24.987500,-0.714617,-71.4617
pscad,595,0.800,1000.0,20.0,inf,40.531637,99.987500,-1.466900,-146.6900
pscad,596,0.800,1000.0,30.0,20.0,18.750000,24.987500,-0.332667,-33.2667
pscad,597,0.800,1000.0,30.0,30.0,10.127124,99.987500,-8.873238,-887.3238
pscad,598,0.800,1000.0,30.0,40.0,1.544488,99.987500,-63.738286,-6373.8286
pscad,599,0.800,1000.0,30.0,inf,0.877464,99.987500,-112.950524,-11295.0524
pscad,600,0.800,1000.0,40.0,20.0,18.750000,24.987500,-0.332667,-33.2667
pscad,601,0.800,1000.0,40.0,30.0,0.639868,99.987500,-155.262715,-15526.2715
pscad,602,0.800,1000.0,40.0,40.0,4.118926,99.987500,-23.275139,-2327.5139
pscad,603,0.800,1000.0,40.0,inf,0.544732,99.987500,-182.553666,-18255.3666
pscad,604,0.800,1000.0,inf,20.0,13.904977,99.987500,-6.190770,-619.0770
pscad,605,0.800,1000.0,inf,30.0,18.750000,24.987500,-0.332667,-33.2667
pscad,606,0.800,1000.0,inf,40.0,4.167576,99.987500,-22.991766,-2299.1766
pscad,607,0.800,1000.0,inf,inf,0.825010,8.835886,-9.710036,-971.0036
pscad,608,0.800,2000.0,20.0,20.0,62.034400,35.610106,0.425962,42.5962
pscad,609,0.800,2000.0,20.0,30.0,18.750000,24.987500,-0.332667,-33.2667
pscad,610,0.800,2000.0,20.0,40.0,77.602866,45.952929,0.407845,40.7845
pscad,611,0.800,2000.0,20.0,inf,18.750000,24.946645,-0.330488,-33.0488
pscad,612,0.800,2000.0,30.0,20.0,18.750000,23.829578,-0.270911,-27.0911
pscad,613,0.800,2000.0,30.0,30.0,18.750000,24.987500,-0.332667,-33.2667
pscad,614,0.800,2000.0,30.0,40.0,18.750000,22.307232,-0.189719,-18.9719
pscad,615,0.800,2000.0,30.0,inf,18.750000,6.082490,0.675601,67.5601
pscad,616,0.800,2000.0,40.0,20.0,0.960382,16.626754,-16.312643,-1631.2643
pscad,617,0.800,2000.0,40.0,30.0,26.243231,25.419762,0.031378,3.1378
pscad,618,0.800,2000.0,40.0,40.0,15.021854,1.130924,0.924715,92.4715
pscad,619,0.800,2000.0,40.0,inf,12.990787,2.368250,0.817698,81.7698
pscad,620,0.800,2000.0,inf,20.0,28.633600,15.022532,0.475353,47.5353
pscad,621,0.800,2000.0,inf,30.0,18.750000,9.553885,0.490459,49.0459
pscad,622,0.800,2000.0,inf,40.0,18.750000,4.678080,0.750502,75.0502
pscad,623,0.800,2000.0,inf,inf,18.750000,1.255867,0.933020,93.3020
pscad,624,0.800,5000.0,20.0,20.0,93.750000,99.987500,-0.066533,-6.6533
pscad,625,0.800,5000.0,20.0,30.0,33.574460,99.987500,-1.978082,-197.8082
pscad,626,0.800,5000.0,20.0,40.0,32.587093,99.987500,-2.068316,-206.8316
pscad,627,0.800,5000.0,20.0,inf,21.538172,99.987500,-3.642339,-364.2339
pscad,628,0.800,5000.0,30.0,20.0,21.095178,99.987500,-3.739827,-373.9827
