dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2_mean,loc_improvement_frac,loc_improvement_pct
emtp,227,0.300,5000.0,20.0,inf,62.536709,99.966667,-0.598528,-59.8528
emtp,228,0.300,5000.0,30.0,20.0,12.251838,99.966667,-7.159320,-715.9320
emtp,229,0.300,5000.0,30.0,30.0,9.470029,99.966667,-9.556110,-955.6110
emtp,230,0.300,5000.0,30.0,40.0,24.975409,99.966667,-3.002604,-300.2604
emtp,231,0.300,5000.0,30.0,inf,80.512105,99.966667,-0.241635,-24.1635
emtp,232,0.300,5000.0,40.0,20.0,17.392158,99.966667,-4.747801,-474.7801
emtp,233,0.300,5000.0,40.0,30.0,64.803547,99.966667,-0.542611,-54.2611
emtp,234,0.300,5000.0,40.0,40.0,10.696143,99.966667,-8.346048,-834.6048
emtp,235,0.300,5000.0,40.0,inf,19.312895,99.966667,-4.176162,-417.6162
emtp,236,0.300,5000.0,inf,20.0,108.635157,99.966667,0.079795,7.9795
emtp,237,0.300,5000.0,inf,30.0,80.005696,99.966667,-0.249494,-24.9494
emtp,238,0.300,5000.0,inf,40.0,8.947201,99.966667,-10.172954,-1017.2954
emtp,239,0.300,5000.0,inf,inf,22.340681,99.966667,-3.474647,-347.4647
emtp,240,0.400,100.0,20.0,20.0,11.993462,1.581853,0.868107,86.8107
emtp,241,0.400,100.0,20.0,30.0,7.139277,6.417132,0.101151,10.1151
emtp,242,0.400,100.0,20.0,40.0,0.731796,14.059768,-18.212690,-1821.2690
emtp,243,0.400,100.0,20.0,inf,4.394320,16.785516,-2.819821,-281.9821
emtp,244,0.400,100.0,30.0,20.0,7.736174,21.778534,-1.815156,-181.5156
emtp,245,0.400,100.0,30.0,30.0,1.682603,13.993891,-7.316811,-731.6811
emtp,246,0.400,100.0,30.0,40.0,1.983780,16.523338,-7.329219,-732.9219
emtp,247,0.400,100.0,30.0,inf,0.164217,14.047330,-84.541208,-8454.1208
emtp,248,0.400,100.0,40.0,20.0,1.992501,11.502162,-4.772727,-477.2727
emtp,249,0.400,100.0,40.0,30.0,1.309456,11.732337,-7.959703,-795.9703
emtp,250,0.400,100.0,40.0,40.0,0.380215,14.099021,-36.081724,-3608.1724
emtp,251,0.400,100.0,40.0,inf,0.070187,14.050000,-199.178302,-19917.8302
emtp,252,0.400,100.0,inf,20.0,0.886008,14.004343,-14.806107,-1480.6107
emtp,253,0.400,100.0,inf,30.0,1.315598,14.188036,-9.784474,-978.4474
emtp,254,0.400,100.0,inf,40.0,0.800689,11.788871,-13.723415,-1372.3415
emtp,255,0.400,100.0,inf,inf,0.211791,16.150026,-75.254500,-7525.4500
emtp,256,0.400,500.0,20.0,20.0,40.078087,43.945397,-0.096494,-9.6494
emtp,257,0.400,500.0,20.0,30.0,23.632341,26.731817,-0.131154,-13.1154
emtp,258,0.400,500.0,20.0,40.0,36.551665,39.313461,-0.075559,-7.5559
emtp,259,0.400,500.0,20.0,inf,2.688790,3.481063,-0.294658,-29.4658
emtp,260,0.400,500.0,30.0,20.0,26.836108,29.182162,-0.087422,-8.7422
emtp,261,0.400,500.0,30.0,30.0,11.225870,13.622932,-0.213530,-21.3530
emtp,262,0.400,500.0,30.0,40.0,9.950169,11.134195,-0.118996,-11.8996
emtp,263,0.400,500.0,30.0,inf,7.349677,8.519390,-0.159152,-15.9152
emtp,264,0.400,500.0,40.0,20.0,19.144573,18.900042,0.012773,1.2773
emtp,265,0.400,500.0,40.0,30.0,12.052875,11.738115,0.026115,2.6115
emtp,266,0.400,500.0,40.0,40.0,5.678197,6.360843,-0.120222,-12.0222
emtp,267,0.400,500.0,40.0,inf,0.901706,1.264568,-0.402417,-40.2417
emtp,268,0.400,500.0,inf,20.0,34.325746,36.551211,-0.064834,-6.4834
emtp,269,0.400,500.0,inf,30.0,5.347591,6.146860,-0.149463,-14.9463
emtp,270,0.400,500.0,inf,40.0,0.928838,1.284997,-0.383445,-38.3445
emtp,271,0.400,500.0,inf,inf,0.541566,1.093095,-1.018397,-101.8397
emtp,272,0.400,1000.0,20.0,20.0,87.500000,99.975000,-0.142571,-14.2571
emtp,273,0.400,1000.0,20.0,30.0,37.940470,99.975000,-1.635049,-163.5049
emtp,274,0.400,1000.0,20.0,40.0,78.577529,70.759250,0.099498,9.9498
emtp,275,0.400,1000.0,20.0,inf,11.108378,99.975000,-7.999964,-799.9964
emtp,276,0.400,1000.0,30.0,20.0,41.317010,99.975000,-1.419706,-141.9706
emtp,277,0.400,1000.0,30.0,30.0,28.710398,99.975000,-2.482188,-248.2188
emtp,278,0.400,1000.0,30.0,40.0,2.424060,99.975000,-40.242786,-4024.2786
emtp,279,0.400,1000.0,30.0,inf,1.632286,99.975000,-60.248471,-6024.8471
emtp,280,0.400,1000.0,40.0,20.0,67.012879,99.975000,-0.491877,-49.1877
emtp,281,0.400,1000.0,40.0,30.0,16.497022,99.975000,-5.060185,-506.0185
emtp,282,0.400,1000.0,40.0,40.0,12.357066,99.975000,-7.090513,-709.0513
emtp,283,0.400,1000.0,40.0,inf,4.854494,99.975000,-19.594320,-1959.4320
emtp,284,0.400,1000.0,inf,20.0,118.443285,99.975000,0.155925,15.5925
emtp,285,0.400,1000.0,inf,30.0,25.681677,99.975000,-2.892853,-289.2853
emtp,286,0.400,1000.0,inf,40.0,0.213862,99.975000,-466.474135,-46647.4135
emtp,287,0.400,1000.0,inf,inf,4.905251,55.751669,-10.365712,-1036.5712
emtp,288,0.400,2000.0,20.0,20.0,137.500000,149.975000,-0.090727,-9.0727
emtp,289,0.400,2000.0,20.0,30.0,3.960294,23.851289,-5.022606,-502.2606
emtp,290,0.400,2000.0,20.0,40.0,87.500000,13.253279,0.848534,84.8534
emtp,291,0.400,2000.0,20.0,inf,12.871582,51.624487,-3.010734,-301.0734
emtp,292,0.400,2000.0,30.0,20.0,137.500000,129.062903,0.061361,6.1361
emtp,293,0.400,2000.0,30.0,30.0,2.821497,43.887238,-14.554594,-1455.4594
emtp,294,0.400,2000.0,30.0,40.0,35.292813,54.120036,-0.533458,-53.3458
emtp,295,0.400,2000.0,30.0,inf,96.333407,84.743081,0.120315,12.0315
emtp,296,0.400,2000.0,40.0,20.0,63.310302,69.595987,-0.099284,-9.9284
emtp,297,0.400,2000.0,40.0,30.0,29.600858,46.274658,-0.563288,-56.3288
emtp,298,0.400,2000.0,40.0,40.0,16.393465,38.758766,-1.364281,-136.4281
emtp,299,0.400,2000.0,40.0,inf,13.505781,36.580738,-1.708524,-170.8524
emtp,300,0.400,2000.0,inf,20.0,137.500000,149.975000,-0.090727,-9.0727
emtp,301,0.400,2000.0,inf,30.0,14.311021,18.301710,-0.278854,-27.8854
emtp,302,0.400,2000.0,inf,40.0,10.980407,31.404535,-1.860052,-186.0052
emtp,303,0.400,2000.0,inf,inf,22.937700,43.885808,-0.913261,-91.3261
emtp,304,0.400,5000.0,20.0,20.0,59.032338,99.975000,-0.693563,-69.3563
emtp,305,0.400,5000.0,20.0,30.0,50.130883,99.975000,-0.994280,-99.4280
emtp,306,0.400,5000.0,20.0,40.0,57.020687,99.975000,-0.753311,-75.3311
emtp,307,0.400,5000.0,20.0,inf,58.576610,99.975000,-0.706739,-70.6739
emtp,308,0.400,5000.0,30.0,20.0,42.956724,99.975000,-1.327342,-132.7342
emtp,309,0.400,5000.0,30.0,30.0,72.576827,99.975000,-0.377506,-37.7506
emtp,310,0.400,5000.0,30.0,40.0,15.338412,99.975000,-5.517950,-551.7950
emtp,311,0.400,5000.0,30.0,inf,13.001881,99.975000,-6.689272,-668.9272
emtp,312,0.400,5000.0,40.0,20.0,65.758960,99.975000,-0.520325,-52.0325
emtp,313,0.400,5000.0,40.0,30.0,1.035602,99.975000,-95.538078,-9553.8078
emtp,314,0.400,5000.0,40.0,40.0,11.822196,99.975000,-7.456550,-745.6550
emtp,315,0.400,5000.0,40.0,inf,1.402879,99.975000,-70.264149,-7026.4149
emtp,316,0.400,5000.0,inf,20.0,9.121978,99.975000,-9.959794,-995.9794
emtp,317,0.400,5000.0,inf,30.0,31.782738,99.975000,-2.145575,-214.5575
emtp,318,0.400,5000.0,inf,40.0,3.333008,99.975000,-28.995429,-2899.5429
emtp,319,0.400,5000.0,inf,inf,1.251858,99.975000,-78.861291,-7886.1291
emtp,320,0.500,100.0,20.0,20.0,7.688483,19.449794,-1.529731,-152.9731
emtp,321,0.500,100.0,20.0,30.0,1.961438,13.430546,-5.847295,-584.7295
emtp,322,0.500,100.0,20.0,40.0,2.458162,13.436033,-4.465885,-446.5885
emtp,323,0.500,100.0,20.0,inf,3.631244,7.395367,-1.036593,-103.6593
emtp,324,0.500,100.0,30.0,20.0,5.101858,5.492069,-0.076484,-7.6484
emtp,325,0.500,100.0,30.0,30.0,0.212170,11.611593,-53.727868,-5372.7868
emtp,326,0.500,100.0,30.0,40.0,3.320459,7.590970,-1.286121,-128.6121
emtp,327,0.500,100.0,30.0,inf,0.168945,11.554110,-67.389925,-6738.9925
emtp,328,0.500,100.0,40.0,20.0,1.334661,13.506460,-9.119768,-911.9768
emtp,329,0.500,100.0,40.0,30.0,1.634403,9.562705,-4.850886,-485.0886
emtp,330,0.500,100.0,40.0,40.0,0.824973,11.616400,-13.080954,-1308.0954
emtp,331,0.500,100.0,40.0,inf,0.325275,11.450597,-34.202833,-3420.2833
emtp,332,0.500,100.0,inf,20.0,0.557548,11.653628,-19.901582,-1990.1582
emtp,333,0.500,100.0,inf,30.0,3.916923,7.450511,-0.902133,-90.2133
emtp,334,0.500,100.0,inf,40.0,0.229344,11.507378,-49.175119,-4917.5119
emtp,335,0.500,100.0,inf,inf,0.287714,13.164157,-44.754373,-4475.4373
emtp,336,0.500,500.0,20.0,20.0,39.264569,43.754285,-0.114345,-11.4345
emtp,337,0.500,500.0,20.0,30.0,11.715809,10.966095,0.063992,6.3992
emtp,338,0.500,500.0,20.0,40.0,16.905553,16.949056,-0.002573,-0.2573
emtp,339,0.500,500.0,20.0,inf,6.030591,9.109580,-0.510562,-51.0562
emtp,340,0.500,500.0,30.0,20.0,2.875595,5.173289,-0.799033,-79.9033
emtp,341,0.500,500.0,30.0,30.0,3.476689,5.371847,-0.545104,-54.5104
emtp,342,0.500,500.0,30.0,40.0,8.126081,11.365611,-0.398658,-39.8658
emtp,343,0.500,500.0,30.0,inf,3.837614,2.795812,0.271471,27.1471
emtp,344,0.500,500.0,40.0,20.0,18.896643,25.368460,-0.342485,-34.2485
emtp,345,0.500,500.0,40.0,30.0,4.055491,2.798595,0.309924,30.9924
emtp,346,0.500,500.0,40.0,40.0,2.726778,5.156933,-0.891218,-89.1218
emtp,347,0.500,500.0,40.0,inf,1.033243,1.105028,-0.069476,-6.9476
emtp,348,0.500,500.0,inf,20.0,42.065177,43.329160,-0.030048,-3.0048
emtp,349,0.500,500.0,inf,30.0,14.886785,13.176205,0.114906,11.4906
emtp,350,0.500,500.0,inf,40.0,0.261746,3.040828,-10.617474,-1061.7474
emtp,351,0.500,500.0,inf,inf,0.224049,1.258115,-4.615349,-461.5349
emtp,352,0.500,1000.0,20.0,20.0,90.000000,99.980000,-0.110889,-11.0889
emtp,353,0.500,1000.0,20.0,30.0,14.398731,99.980000,-5.943668,-594.3668
emtp,354,0.500,1000.0,20.0,40.0,90.000000,99.980000,-0.110889,-11.0889
emtp,355,0.500,1000.0,20.0,inf,37.440830,99.980000,-1.670347,-167.0347
emtp,356,0.500,1000.0,30.0,20.0,20.928769,99.980000,-3.777156,-377.7156
emtp,357,0.500,1000.0,30.0,30.0,9.813815,99.980000,-9.187679,-918.7679
emtp,358,0.500,1000.0,30.0,40.0,10.468221,99.980000,-8.550811,-855.0811
emtp,359,0.500,1000.0,30.0,inf,26.699115,99.980000,-2.744693,-274.4693
emtp,360,0.500,1000.0,40.0,20.0,39.525938,99.980000,-1.529478,-152.9478
emtp,361,0.500,1000.0,40.0,30.0,15.705003,99.980000,-5.366124,-536.6124
emtp,362,0.500,1000.0,40.0,40.0,7.556162,99.980000,-12.231585,-1223.1585
emtp,363,0.500,1000.0,40.0,inf,5.379968,99.980000,-17.583755,-1758.3755
emtp,364,0.500,1000.0,inf,20.0,42.576907,99.980000,-1.348221,-134.8221
emtp,365,0.500,1000.0,inf,30.0,21.956118,99.980000,-3.553628,-355.3628
emtp,366,0.500,1000.0,inf,40.0,0.715966,99.980000,-138.643442,-13864.3442
emtp,367,0.500,1000.0,inf,inf,2.886549,29.495282,-9.218181,-921.8181
emtp,368,0.500,2000.0,20.0,20.0,90.000000,99.980000,-0.110889,-11.0889
emtp,369,0.500,2000.0,20.0,30.0,90.000000,59.477268,0.339141,33.9141
emtp,370,0.500,2000.0,20.0,40.0,5.124185,21.327616,-3.162148,-316.2148
emtp,371,0.500,2000.0,20.0,inf,50.487761,8.470250,0.832232,83.2232
emtp,372,0.500,2000.0,30.0,20.0,90.000000,99.980000,-0.110889,-11.0889
emtp,373,0.500,2000.0,30.0,30.0,4.837307,25.225765,-4.214837,-421.4837
emtp,374,0.500,2000.0,30.0,40.0,20.398415,21.306276,-0.044506,-4.4506
emtp,375,0.500,2000.0,30.0,inf,29.863662,37.688978,-0.262035,-26.2035
emtp,376,0.500,2000.0,40.0,20.0,90.000000,99.980000,-0.110889,-11.0889
emtp,377,0.500,2000.0,40.0,30.0,1.863546,15.081645,-7.092984,-709.2984
emtp,378,0.500,2000.0,40.0,40.0,10.567187,23.447906,-1.218935,-121.8935
emtp,379,0.500,2000.0,40.0,inf,0.991414,17.330213,-16.480300,-1648.0300
emtp,380,0.500,2000.0,inf,20.0,51.756024,35.580049,0.312543,31.2543
emtp,381,0.500,2000.0,inf,30.0,14.119794,7.048253,0.500825,50.0825
emtp,382,0.500,2000.0,inf,40.0,20.572854,27.632934,-0.343175,-34.3175
emtp,383,0.500,2000.0,inf,inf,18.988964,27.580015,-0.452423,-45.2423
emtp,384,0.500,5000.0,20.0,20.0,25.055940,99.980000,-2.990271,-299.0271
emtp,385,0.500,5000.0,20.0,30.0,23.887678,99.980000,-3.185421,-318.5421
emtp,386,0.500,5000.0,20.0,40.0,41.812848,99.980000,-1.391131,-139.1131
emtp,387,0.500,5000.0,20.0,inf,56.659360,99.980000,-0.764580,-76.4580
emtp,388,0.500,5000.0,30.0,20.0,70.552951,99.980000,-0.417092,-41.7092
emtp,389,0.500,5000.0,30.0,30.0,55.504367,99.980000,-0.801300,-80.1300
emtp,390,0.500,5000.0,30.0,40.0,32.201501,99.980000,-2.104824,-210.4824
emtp,391,0.500,5000.0,30.0,inf,25.537112,99.980000,-2.915086,-291.5086
emtp,392,0.500,5000.0,40.0,20.0,29.080324,99.980000,-2.438063,-243.8063
emtp,393,0.500,5000.0,40.0,30.0,5.966731,99.980000,-15.756244,-1575.6244
emtp,394,0.500,5000.0,40.0,40.0,15.832085,99.980000,-5.315024,-531.5024
emtp,395,0.500,5000.0,40.0,inf,13.523773,99.980000,-6.392907,-639.2907
emtp,396,0.500,5000.0,inf,20.0,45.546428,99.980000,-1.195123,-119.5123
emtp,397,0.500,5000.0,inf,30.0,36.613524,99.980000,-1.730685,-173.0685
emtp,398,0.500,5000.0,inf,40.0,38.822379,99.980000,-1.575319,-157.5319
emtp,399,0.500,5000.0,inf,inf,12.459370,99.980000,-7.024483,-702.4483
emtp,400,0.600,100.0,20.0,20.0,1.816753,9.716728,-4.348403,-434.8403
emtp,401,0.600,100.0,20.0,30.0,4.804881,6.375803,-0.326943,-32.6943
emtp,402,0.600,100.0,20.0,40.0,3.819739,6.322771,-0.655289,-65.5289
emtp,403,0.600,100.0,20.0,inf,3.249457,6.505476,-1.002020,-100.2020
emtp,404,0.600,100.0,30.0,20.0,4.654386,6.571638,-0.411924,-41.1924
emtp,405,0.600,100.0,30.0,30.0,0.425114,9.744404,-21.921871,-2192.1871
emtp,406,0.600,100.0,30.0,40.0,0.290536,11.359477,-38.098297,-3809.8297
emtp,407,0.600,100.0,30.0,inf,2.177755,8.106706,-2.722505,-272.2505
emtp,408,0.600,100.0,40.0,20.0,4.764862,6.354351,-0.333586,-33.3586
emtp,409,0.600,100.0,40.0,30.0,2.390904,8.130782,-2.400715,-240.0715
emtp,410,0.600,100.0,40.0,40.0,0.522536,9.726844,-17.614698,-1761.4698
emtp,411,0.600,100.0,40.0,inf,0.313701,9.741174,-30.052428,-3005.2428
emtp,412,0.600,100.0,inf,20.0,1.751763,8.217836,-3.691179,-369.1179
emtp,413,0.600,100.0,inf,30.0,1.384194,8.105111,-4.855472,-485.5472
emtp,414,0.600,100.0,inf,40.0,0.610128,9.707281,-14.910243,-1491.0243
emtp,415,0.600,100.0,inf,inf,0.345252,11.172301,-31.359841,-3135.9841
emtp,416,0.600,500.0,20.0,20.0,2.728328,4.321847,-0.584064,-58.4064
emtp,417,0.600,500.0,20.0,30.0,8.985802,11.384041,-0.266892,-26.6892
emtp,418,0.600,500.0,20.0,40.0,28.570377,27.356965,0.042471,4.2471
emtp,419,0.600,500.0,20.0,inf,5.805204,3.953894,0.318905,31.8905
emtp,420,0.600,500.0,30.0,20.0,16.108123,17.850083,-0.108142,-10.8142
emtp,421,0.600,500.0,30.0,30.0,7.413539,12.890558,-0.738786,-73.8786
emtp,422,0.600,500.0,30.0,40.0,2.030093,0.586895,0.710902,71.0902
emtp,423,0.600,500.0,30.0,inf,1.285836,6.256350,-3.865588,-386.5588
emtp,424,0.600,500.0,40.0,20.0,52.807070,54.668490,-0.035249,-3.5249
emtp,425,0.600,500.0,40.0,30.0,12.981244,10.658352,0.178942,17.8942
emtp,426,0.600,500.0,40.0,40.0,7.500677,5.502998,0.266333,26.6333
emtp,427,0.600,500.0,40.0,inf,3.335516,0.482333,0.855395,85.5395
emtp,428,0.600,500.0,inf,20.0,14.230078,12.234330,0.140249,14.0249
emtp,429,0.600,500.0,inf,30.0,3.373049,6.406311,-0.899264,-89.9264
emtp,430,0.600,500.0,inf,40.0,0.840387,2.974599,-2.539558,-253.9558
emtp,431,0.600,500.0,inf,inf,0.713243,2.772729,-2.887497,-288.7497
emtp,432,0.600,1000.0,20.0,20.0,58.333333,66.650000,-0.142571,-14.2571
emtp,433,0.600,1000.0,20.0,30.0,9.599324,99.983333,-9.415664,-941.5664
emtp,434,0.600,1000.0,20.0,40.0,10.026057,99.983333,-8.972348,-897.2348
emtp,435,0.600,1000.0,20.0,inf,11.566368,99.983333,-7.644316,-764.4316
emtp,436,0.600,1000.0,30.0,20.0,29.451653,99.983333,-2.394829,-239.4829
emtp,437,0.600,1000.0,30.0,30.0,28.243801,99.983333,-2.540010,-254.0010
emtp,438,0.600,1000.0,30.0,40.0,2.425111,99.983333,-40.228348,-4022.8348
emtp,439,0.600,1000.0,30.0,inf,0.037543,99.983333,-2662.139843,-266213.9843
emtp,440,0.600,1000.0,40.0,20.0,22.440310,99.983333,-3.455524,-345.5524
emtp,441,0.600,1000.0,40.0,30.0,10.641892,99.983333,-8.395259,-839.5259
emtp,442,0.600,1000.0,40.0,40.0,11.223197,99.983333,-7.908632,-790.8632
emtp,443,0.600,1000.0,40.0,inf,0.830187,99.983333,-119.434752,-11943.4752
emtp,444,0.600,1000.0,inf,20.0,39.651802,18.729412,0.527653,52.7653
emtp,445,0.600,1000.0,inf,30.0,10.990296,99.983333,-8.097419,-809.7419
emtp,446,0.600,1000.0,inf,40.0,5.582249,99.983333,-16.910941,-1691.0941
emtp,447,0.600,1000.0,inf,inf,1.815273,11.923049,-5.568187,-556.8187
emtp,448,0.600,2000.0,20.0,20.0,91.666667,99.983333,-0.090727,-9.0727
emtp,449,0.600,2000.0,20.0,30.0,58.333333,66.650000,-0.142571,-14.2571
emtp,450,0.600,2000.0,20.0,40.0,58.333333,51.211584,0.122087,12.2087
emtp,451,0.600,2000.0,20.0,inf,58.333333,66.650000,-0.142571,-14.2571
emtp,452,0.600,2000.0,30.0,20.0,14.385557,14.917374,-0.036969,-3.6969
emtp,453,0.600,2000.0,30.0,30.0,28.230131,21.713039,0.230856,23.0856
emtp,454,0.600,2000.0,30.0,40.0,44.027081,30.104376,0.316230,31.6230
emtp,455,0.600,2000.0,30.0,inf,23.966343,16.253833,0.321806,32.1806
emtp,456,0.600,2000.0,40.0,20.0,58.333333,66.650000,-0.142571,-14.2571
emtp,457,0.600,2000.0,40.0,30.0,21.565169,19.854130,0.079343,7.9343
emtp,458,0.600,2000.0,40.0,40.0,26.818191,21.307876,0.205469,20.5469
emtp,459,0.600,2000.0,40.0,inf,11.802224,12.804122,-0.084891,-8.4891
emtp,460,0.600,2000.0,inf,20.0,68.743399,59.800862,0.130086,13.0086
emtp,461,0.600,2000.0,inf,30.0,30.280339,23.402474,0.227140,22.7140
emtp,462,0.600,2000.0,inf,40.0,14.946091,14.936469,0.000644,0.0644
emtp,463,0.600,2000.0,inf,inf,18.148319,16.476473,0.092121,9.2121
emtp,464,0.600,5000.0,20.0,20.0,91.666667,99.983333,-0.090727,-9.0727
emtp,465,0.600,5000.0,20.0,30.0,51.708634,99.983333,-0.933591,-93.3591
emtp,466,0.600,5000.0,20.0,40.0,37.674771,99.983333,-1.653854,-165.3854
emtp,467,0.600,5000.0,20.0,inf,73.140174,99.983333,-0.367010,-36.7010
emtp,468,0.600,5000.0,30.0,20.0,52.408560,99.983333,-0.907767,-90.7767
emtp,469,0.600,5000.0,30.0,30.0,80.595550,99.983333,-0.240556,-24.0556
emtp,470,0.600,5000.0,30.0,40.0,45.212563,99.983333,-1.211406,-121.1406
emtp,471,0.600,5000.0,30.0,inf,67.953739,99.983333,-0.471344,-47.1344
emtp,472,0.600,5000.0,40.0,20.0,16.852451,99.983333,-4.932866,-493.2866
emtp,473,0.600,5000.0,40.0,30.0,16.075862,99.983333,-5.219470,-521.9470
emtp,474,0.600,5000.0,40.0,40.0,20.673993,99.983333,-3.836189,-383.6189
emtp,475,0.600,5000.0,40.0,inf,22.481927,99.983333,-3.447276,-344.7276
emtp,476,0.600,5000.0,inf,20.0,13.159315,99.983333,-6.597913,-659.7913
emtp,477,0.600,5000.0,inf,30.0,42.124703,99.983333,-1.373508,-137.3508
emtp,478,0.600,5000.0,inf,40.0,11.562943,99.983333,-7.646876,-764.6876
emtp,479,0.600,5000.0,inf,inf,22.629199,99.983333,-3.418333,-341.8333
emtp,480,0.700,100.0,20.0,20.0,4.509718,4.297209,0.047123,4.7123
emtp,481,0.700,100.0,20.0,30.0,3.402571,7.040869,-1.069279,-106.9279
emtp,482,0.700,100.0,20.0,40.0,2.464882,11.450670,-3.645525,-364.5525
emtp,483,0.700,100.0,20.0,inf,8.837176,17.307148,-0.958448,-95.8448
emtp,484,0.700,100.0,30.0,20.0,4.484472,4.223985,0.058086,5.8086
emtp,485,0.700,100.0,30.0,30.0,2.036910,7.206673,-2.538042,-253.8042
emtp,486,0.700,100.0,30.0,40.0,0.044527,8.640767,-193.056746,-19305.6746
emtp,487,0.700,100.0,30.0,inf,1.093462,8.462615,-6.739286,-673.9286
emtp,488,0.700,100.0,40.0,20.0,3.731227,4.243512,-0.137297,-13.7297
emtp,489,0.700,100.0,40.0,30.0,1.651517,7.070676,-3.281323,-328.1323
emtp,490,0.700,100.0,40.0,40.0,0.786491,8.462238,-9.759479,-975.9479
emtp,491,0.700,100.0,40.0,inf,0.736019,8.459482,-10.493564,-1049.3564
emtp,492,0.700,100.0,inf,20.0,0.284406,9.882289,-33.747132,-3374.7132
emtp,493,0.700,100.0,inf,30.0,0.288901,8.535051,-28.543126,-2854.3126
emtp,494,0.700,100.0,inf,40.0,0.014380,8.580698,-595.724019,-59572.4019
emtp,495,0.700,100.0,inf,inf,0.390793,9.748457,-23.945299,-2394.5299
emtp,496,0.700,500.0,20.0,20.0,25.491963,25.057788,0.017032,1.7032
emtp,497,0.700,500.0,20.0,30.0,9.364734,11.289315,-0.205514,-20.5514
emtp,498,0.700,500.0,20.0,40.0,18.140088,27.034310,-0.490308,-49.0308
emtp,499,0.700,500.0,20.0,inf,11.407100,21.253921,-0.863219,-86.3219
emtp,500,0.700,500.0,30.0,20.0,35.691221,34.941223,0.021014,2.1014
emtp,501,0.700,500.0,30.0,30.0,4.134219,0.280819,0.932074,93.2074
emtp,502,0.700,500.0,30.0,40.0,5.320476,11.221504,-1.109117,-110.9117
emtp,503,0.700,500.0,30.0,inf,7.251474,3.173268,0.562397,56.2397
emtp,504,0.700,500.0,40.0,20.0,18.428324,16.036006,0.129817,12.9817
emtp,505,0.700,500.0,40.0,30.0,8.025864,11.379135,-0.417808,-41.7808
emtp,506,0.700,500.0,40.0,40.0,1.109514,2.647381,-1.386073,-138.6073
emtp,507,0.700,500.0,40.0,inf,0.184012,4.055055,-21.036950,-2103.6950
emtp,508,0.700,500.0,inf,20.0,6.242800,4.579907,0.266370,26.6370
emtp,509,0.700,500.0,inf,30.0,9.902609,7.417400,0.250965,25.0965
emtp,510,0.700,500.0,inf,40.0,1.870388,2.526498,-0.350788,-35.0788
emtp,511,0.700,500.0,inf,inf,1.065968,2.656208,-1.491827,-149.1827
emtp,512,0.700,1000.0,20.0,20.0,17.584188,99.985714,-4.686115,-468.6115
emtp,513,0.700,1000.0,20.0,30.0,35.714286,42.842857,-0.199600,-19.9600
emtp,514,0.700,1000.0,20.0,40.0,35.714286,42.842857,-0.199600,-19.9600
emtp,515,0.700,1000.0,20.0,inf,10.934097,99.985714,-8.144396,-814.4396
emtp,516,0.700,1000.0,30.0,20.0,17.552862,99.985714,-4.696263,-469.6263
emtp,517,0.700,1000.0,30.0,30.0,9.659513,99.985714,-9.351010,-935.1010
emtp,518,0.700,1000.0,30.0,40.0,6.689623,99.985714,-13.946390,-1394.6390
emtp,519,0.700,1000.0,30.0,inf,13.907528,99.985714,-6.189323,-618.9323
emtp,520,0.700,1000.0,40.0,20.0,23.003610,2.289298,0.900481,90.0481
emtp,521,0.700,1000.0,40.0,30.0,8.666941,99.985714,-10.536448,-1053.6448
emtp,522,0.700,1000.0,40.0,40.0,8.177936,99.985714,-11.226277,-1122.6277
emtp,523,0.700,1000.0,40.0,inf,2.529450,99.985714,-38.528641,-3852.8641
emtp,524,0.700,1000.0,inf,20.0,44.776715,99.985714,-1.232985,-123.2985
emtp,525,0.700,1000.0,inf,30.0,14.861353,99.985714,-5.727901,-572.7901
emtp,526,0.700,1000.0,inf,40.0,1.887397,99.985714,-51.975458,-5197.5458
emtp,527,0.700,1000.0,inf,inf,1.210192,0.864877,0.285339,28.5339
emtp,528,0.700,2000.0,20.0,20.0,35.714286,34.229305,0.041579,4.1579
emtp,529,0.700,2000.0,20.0,30.0,52.296345,22.226948,0.574981,57.4981
emtp,530,0.700,2000.0,20.0,40.0,57.248637,43.973266,0.231890,23.1890
emtp,531,0.700,2000.0,20.0,inf,35.714286,42.207032,-0.181797,-18.1797
emtp,532,0.700,2000.0,30.0,20.0,35.714286,16.994711,0.524148,52.4148
emtp,533,0.700,2000.0,30.0,30.0,35.714286,17.206120,0.518229,51.8229
emtp,534,0.700,2000.0,30.0,40.0,35.714286,25.090635,0.297462,29.7462
emtp,535,0.700,2000.0,30.0,inf,35.714286,25.044263,0.298761,29.8761
emtp,536,0.700,2000.0,40.0,20.0,56.275774,36.734273,0.347245,34.7245
emtp,537,0.700,2000.0,40.0,30.0,22.802142,9.878379,0.566778,56.6778
emtp,538,0.700,2000.0,40.0,40.0,34.413446,14.272119,0.585275,58.5275
emtp,539,0.700,2000.0,40.0,inf,29.196548,11.603564,0.602571,60.2571
emtp,540,0.700,2000.0,inf,20.0,21.990161,10.312643,0.531034,53.1034
emtp,541,0.700,2000.0,inf,30.0,24.037251,8.726439,0.636962,63.6962
emtp,542,0.700,2000.0,inf,40.0,12.831306,5.465960,0.574014,57.4014
emtp,543,0.700,2000.0,inf,inf,18.987627,8.351658,0.560153,56.0153
