fault_bus,alpha_true,Rx_true,snr_v_db,snr_i_db,alpha_hat_emanuel,Rx_hat_emanuel,loc_err_pct_emanuel,Rx_err_pct_emanuel,alpha_hat_kizilcay,Rx_hat_kizilcay,loc_err_pct_kizilcay,Rx_err_pct_kizilcay,delta_loc_err_pct,delta_Rx_err_pct
bus_07,0.5,100.0,20.0,40.0,0.1940194122418979,156.4126960781831,61.19611755162042,56.41269607818311,0.19453937193465343,92.68221930149058,61.092125613069314,7.317780698509423,-0.10399193855110411,-49.09491537967369
bus_07,0.5,100.0,20.0,inf,0.21546514225284805,156.64691005983764,56.90697154943039,56.64691005983764,0.20361203967818534,92.68412935512048,59.277592064362935,7.315870644879523,2.370620514932547,-49.33103941495811
bus_07,0.5,100.0,30.0,30.0,0.16349954543152626,156.46743701297964,67.30009091369476,56.467437012979644,0.19406760784144733,92.6761254999223,61.18647843171053,7.323874500077693,-6.113612481984227,-49.14356251290195
bus_07,0.5,100.0,30.0,40.0,0.18394935293490264,156.56172979023245,63.210129413019466,56.56172979023245,0.20362530516454164,92.67895123988689,59.27493896709167,7.321048760113115,-3.9351904459277947,-49.24068103011933
bus_07,0.5,100.0,30.0,inf,0.17288280078231752,156.65859520545268,65.42343984353649,56.658595205452684,0.20350320697528596,92.68094601294122,59.29935860494281,7.319053987058781,-6.124081238593675,-49.339541218393904
bus_07,0.5,100.0,40.0,30.0,0.17434774670375755,156.60759406823922,65.1304506592485,56.60759406823922,0.2038213867554563,92.6526315391935,59.23572264890874,7.347368460806507,-5.894728010339755,-49.260225607432716
bus_07,0.5,100.0,40.0,40.0,0.18305465498679124,156.5536854700305,63.389069002641754,56.5536854700305,0.20332156858908457,92.67603067897073,59.33568628218309,7.323969321029267,-4.053382720458664,-49.229716149001234
bus_07,0.5,100.0,40.0,inf,0.1830585838886155,156.5881205621009,63.3882832222769,56.5881205621009,0.2034255905680432,92.67808713971448,59.314881886391355,7.321912860285522,-4.073401335885542,-49.266207701815375
bus_07,0.5,100.0,inf,30.0,0.1932446382955354,156.5768954412678,61.35107234089292,56.576895441267794,0.19442243943535925,92.69050009710877,61.11551211292815,7.309499902891232,-0.2355602279647684,-49.26739553837656
bus_07,0.5,100.0,inf,40.0,0.18329906530109535,156.56234298842793,63.34018693978093,56.56234298842793,0.2035115128354524,92.68646179506268,59.297697432909516,7.313538204937316,-4.042489506871412,-49.24880478349061
bus_07,0.5,100.0,inf,inf,0.190462244754179,156.5733273661126,61.9075510491642,56.57332736611261,0.21200293801222928,92.67139634111734,57.59941239755415,7.328603658882656,-4.308138651610051,-49.24472370722995
bus_07,0.5,500.0,20.0,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.0409857622301,99.98,0.20819715244601866,0.0,-30.81751421946417
bus_07,0.5,500.0,20.0,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,500.9225167938407,99.98,0.18450335876814278,0.0,-30.841208013142044
bus_07,0.5,500.0,20.0,inf,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,500.9592673406349,99.98,0.19185346812697618,0.0,-30.833857903783212
bus_07,0.5,500.0,30.0,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,500.9438149314602,99.98,0.18876298629204485,0.0,-30.836948385618143
bus_07,0.5,500.0,30.0,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.26888755252605,99.98,0.2537775105052106,0.0,-30.771933861404978
bus_07,0.5,500.0,30.0,inf,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.0803348103722,99.98,0.21606696207444429,0.0,-30.809644409835744
bus_07,0.5,500.0,40.0,30.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,500.9809719888545,99.98,0.19619439777089837,0.0,-30.82951697413929
bus_07,0.5,500.0,40.0,40.0,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.1457674178372,99.98,0.22915348356743834,0.0,-30.79655788834275
bus_07,0.5,500.0,40.0,inf,0.9999,655.1285568595509,99.98,31.025711371910187,0.9999,501.10497776167176,99.98,0.2209955523343524,0.0,-30.804715819575836
