alpha,Rx,sigma_min,sigma_min_over_max,hermann_krener_rank,is_degenerate
0.380612,240.6586,1.679045e-05,3.279096e-02,2,0
0.380612,260.6599,1.435911e-05,3.279539e-02,2,0
0.380612,282.3236,1.227773e-05,3.279422e-02,2,0
0.380612,305.7877,1.049624e-05,3.278600e-02,2,0
0.380612,331.2019,8.971669e-06,3.276901e-02,2,0
0.380612,358.7284,7.667122e-06,3.274124e-02,2,0
0.380612,388.5425,6.550949e-06,3.270032e-02,2,0
0.380612,420.8346,5.596014e-06,3.264351e-02,2,0
0.380612,455.8105,4.779066e-06,3.256764e-02,2,0
0.380612,493.6932,4.080186e-06,3.246907e-02,2,0
0.380612,534.7244,3.482323e-06,3.234367e-02,2,0
0.380612,579.1657,2.970880e-06,3.218681e-02,2,0
0.380612,627.3006,2.533368e-06,3.199334e-02,2,0
0.380612,679.4360,2.159107e-06,3.175762e-02,2,0
0.380612,735.9045,1.838962e-06,3.147359e-02,2,0
0.380612,797.0660,1.565124e-06,3.113487e-02,2,0
0.380612,863.3107,1.330921e-06,3.073489e-02,2,0
0.380612,935.0611,1.130648e-06,3.026718e-02,2,0
0.380612,1012.7747,9.594348e-07,2.972556e-02,2,0
0.380612,1096.9472,8.131169e-07,2.910458e-02,2,0
0.380612,1188.1153,6.881373e-07,2.839986e-02,2,0
0.380612,1286.8604,5.814554e-07,2.760860e-02,2,0
0.380612,1393.8123,4.904710e-07,2.672994e-02,2,0
0.380612,1509.6530,4.129586e-07,2.576543e-02,2,0
0.380612,1635.1214,3.470110e-07,2.471931e-02,2,0
0.380612,1771.0175,2.909916e-07,2.359865e-02,2,0
0.380612,1918.2081,2.434936e-07,2.241333e-02,2,0
0.380612,2077.6318,2.033051e-07,2.117576e-02,2,0
0.380612,2250.3052,1.693800e-07,1.990042e-02,2,0
0.380612,2437.3297,1.408141e-07,1.860320e-02,2,0
0.380612,2639.8980,1.168247e-07,1.730061e-02,2,0
0.380612,2859.3018,9.673378e-08,1.600893e-02,2,0
0.380612,3096.9405,7.995441e-08,1.474347e-02,2,0
0.380612,3354.3295,6.597899e-08,1.351791e-02,2,0
0.380612,3633.1102,5.436964e-08,1.234375e-02,2,0
0.380612,3935.0607,4.474971e-08,1.123010e-02,2,0
0.380612,4262.1064,3.679653e-08,1.018357e-02,2,0
0.380612,4616.3332,3.023482e-08,9.208326e-03,2,1
0.380612,5000.0000,2.483088e-08,8.306325e-03,2,1
0.398980,100.0000,9.194726e-05,3.260126e-02,2,0
0.398980,108.3111,7.892211e-05,3.261926e-02,2,0
0.398980,117.3129,6.770569e-05,3.263778e-02,2,0
0.398980,127.0628,5.805562e-05,3.265666e-02,2,0
0.398980,137.6231,4.975986e-05,3.267575e-02,2,0
0.398980,149.0611,4.263344e-05,3.269483e-02,2,0
0.398980,161.4497,3.651540e-05,3.271361e-02,2,0
0.398980,174.8679,3.126597e-05,3.273175e-02,2,0
0.398980,189.4013,2.676405e-05,3.274882e-02,2,0
0.398980,205.1425,2.290485e-05,3.276429e-02,2,0
0.398980,222.1921,1.959784e-05,3.277750e-02,2,0
0.398980,240.6586,1.676494e-05,3.278768e-02,2,0
0.398980,260.6599,1.433886e-05,3.279387e-02,2,0
0.398980,282.3236,1.226167e-05,3.279494e-02,2,0
0.398980,305.7877,1.048356e-05,3.278953e-02,2,0
0.398980,331.2019,8.961711e-06,3.277604e-02,2,0
0.398980,358.7284,7.659378e-06,3.275256e-02,2,0
0.398980,388.5425,6.545014e-06,3.271687e-02,2,0
0.398980,420.8346,5.591568e-06,3.266637e-02,2,0
0.398980,455.8105,4.775850e-06,3.259806e-02,2,0
0.398980,493.6932,4.077993e-06,3.250847e-02,2,0
0.398980,534.7244,3.480984e-06,3.239368e-02,2,0
0.398980,579.1657,2.970256e-06,3.224924e-02,2,0
0.398980,627.3006,2.533344e-06,3.207020e-02,2,0
0.398980,679.4360,2.159585e-06,3.185109e-02,2,0
0.398980,735.9045,1.839857e-06,3.158601e-02,2,0
0.398980,797.0660,1.566365e-06,3.126868e-02,2,0
0.398980,863.3107,1.332442e-06,3.089259e-02,2,0
0.398980,935.0611,1.132392e-06,3.045120e-02,2,0
0.398980,1012.7747,9.613477e-07,2.993819e-02,2,0
0.398980,1096.9472,8.151502e-07,2.934778e-02,2,0
0.398980,1188.1153,6.902461e-07,2.867515e-02,2,0
0.398980,1286.8604,5.835983e-07,2.791685e-02,2,0
0.398980,1393.8123,4.926101e-07,2.707122e-02,2,0
0.398980,1509.6530,4.150597e-07,2.613888e-02,2,0
0.398980,1635.1214,3.490441e-07,2.512302e-02,2,0
0.398980,1771.0175,2.929312e-07,2.402962e-02,2,0
0.398980,1918.2081,2.453188e-07,2.286753e-02,2,0
0.398980,2077.6318,2.050001e-07,2.164823e-02,2,0
0.398980,2250.3052,1.709342e-07,2.038551e-02,2,0
0.398980,2437.3297,1.422216e-07,1.909479e-02,2,0
0.398980,2639.8980,1.180842e-07,1.779243e-02,2,0
0.398980,2859.3018,9.784805e-08,1.649490e-02,2,0
0.398980,3096.9405,8.092954e-08,1.521797e-02,2,0
0.398980,3354.3295,6.682365e-08,1.397597e-02,2,0
0.398980,3633.1102,5.509428e-08,1.278129e-02,2,0
0.398980,3935.0607,4.536586e-08,1.164396e-02,2,0
0.398980,4262.1064,3.731614e-08,1.057152e-02,2,0
0.398980,4616.3332,3.066974e-08,9.569053e-03,2,1
0.398980,5000.0000,2.519243e-08,8.639311e-03,2,1
0.417347,100.0000,9.159623e-05,3.259423e-02,2,0
0.417347,108.3111,7.864761e-05,3.261199e-02,2,0
0.417347,117.3129,6.749072e-05,3.263030e-02,2,0
0.417347,127.0628,5.788698e-05,3.264905e-02,2,0
0.417347,137.6231,4.962732e-05,3.266806e-02,2,0
0.417347,149.0611,4.252907e-05,3.268715e-02,2,0
0.417347,161.4497,3.643303e-05,3.270606e-02,2,0
0.417347,174.8679,3.120084e-05,3.272448e-02,2,0
0.417347,189.4013,2.671244e-05,3.274200e-02,2,0
0.417347,205.1425,2.286388e-05,3.275813e-02,2,0
0.417347,222.1921,1.956527e-05,3.277228e-02,2,0
0.417347,240.6586,1.673903e-05,3.278371e-02,2,0
0.417347,260.6599,1.431825e-05,3.279155e-02,2,0
0.417347,282.3236,1.224529e-05,3.279473e-02,2,0
0.417347,305.7877,1.047058e-05,3.279198e-02,2,0
0.417347,331.2019,8.951481e-06,3.278180e-02,2,0
0.417347,358.7284,7.651381e-06,3.276242e-02,2,0
0.417347,388.5425,6.538842e-06,3.273173e-02,2,0
0.417347,420.8346,5.586897e-06,3.268728e-02,2,0
0.417347,455.8105,4.772421e-06,3.262624e-02,2,0
0.417347,493.6932,4.075597e-06,3.254534e-02,2,0
0.417347,534.7244,3.479452e-06,3.244081e-02,2,0
0.417347,579.1657,2.969448e-06,3.230843e-02,2,0
0.417347,627.3006,2.533144e-06,3.214344e-02,2,0
0.417347,679.4360,2.159896e-06,3.194057e-02,2,0
0.417347,735.9045,1.840597e-06,3.169408e-02,2,0
0.417347,797.0660,1.567459e-06,3.139782e-02,2,0
0.417347,863.3107,1.333828e-06,3.104537e-02,2,0
0.417347,935.0611,1.134011e-06,3.063016e-02,2,0
0.417347,1012.7747,9.631479e-07,3.014576e-02,2,0
0.417347,1096.9472,8.170835e-07,2.958613e-02,2,0
0.417347,1188.1153,6.922679e-07,2.894604e-02,2,0
0.417347,1286.8604,5.856674e-07,2.822145e-02,2,0
0.417347,1393.8123,4.946888e-07,2.740995e-02,2,0
0.417347,1509.6530,4.171136e-07,2.651123e-02,2,0
0.417347,1635.1214,3.510427e-07,2.552743e-02,2,0
0.417347,1771.0175,2.948480e-07,2.446346e-02,2,0
0.417347,1918.2081,2.471320e-07,2.332703e-02,2,0
0.417347,2077.6318,2.066925e-07,2.212864e-02,2,0
0.417347,2250.3052,1.724935e-07,2.088123e-02,2,0
0.417347,2437.3297,1.436404e-07,1.959966e-02,2,0
0.417347,2639.8980,1.193596e-07,1.830003e-02,2,0
0.417347,2859.3018,9.898134e-08,1.699885e-02,2,0
0.417347,3096.9405,8.192543e-08,1.571225e-02,2,0
0.417347,3354.3295,6.768965e-08,1.445519e-02,2,0
0.417347,3633.1102,5.583993e-08,1.324087e-02,2,0
0.417347,3935.0607,4.600203e-08,1.208027e-02,2,0
0.417347,4262.1064,3.785430e-08,1.098191e-02,2,0
0.417347,4616.3332,3.112146e-08,9.951799e-03,2,1
0.417347,5000.0000,2.556891e-08,8.993584e-03,2,1
0.435714,100.0000,9.124179e-05,3.258707e-02,2,0
0.435714,108.3111,7.837040e-05,3.260458e-02,2,0
0.435714,117.3129,6.727359e-05,3.262267e-02,2,0
0.435714,127.0628,5.771662e-05,3.264124e-02,2,0
0.435714,137.6231,4.949340e-05,3.266014e-02,2,0
0.435714,149.0611,4.242357e-05,3.267921e-02,2,0
0.435714,161.4497,3.634975e-05,3.269820e-02,2,0
0.435714,174.8679,3.113495e-05,3.271684e-02,2,0
0.435714,189.4013,2.666020e-05,3.273474e-02,2,0
0.435714,205.1425,2.282237e-05,3.275147e-02,2,0
0.435714,222.1921,1.953224e-05,3.276647e-02,2,0
0.435714,240.6586,1.671272e-05,3.277906e-02,2,0
0.435714,260.6599,1.429727e-05,3.278842e-02,2,0
0.435714,282.3236,1.222859e-05,3.279357e-02,2,0
0.435714,305.7877,1.045731e-05,3.279333e-02,2,0
0.435714,331.2019,8.940979e-06,3.278630e-02,2,0
0.435714,358.7284,7.643131e-06,3.277080e-02,2,0
0.435714,388.5425,6.532432e-06,3.274488e-02,2,0
0.435714,420.8346,5.582001e-06,3.270623e-02,2,0
0.435714,455.8105,4.768778e-06,3.265218e-02,2,0
0.435714,493.6932,4.072998e-06,3.257963e-02,2,0
0.435714,534.7244,3.477725e-06,3.248503e-02,2,0
0.435714,579.1657,2.968454e-06,3.236433e-02,2,0
0.435714,627.3006,2.532768e-06,3.221299e-02,2,0
0.435714,679.4360,2.160039e-06,3.202595e-02,2,0
0.435714,735.9045,1.841177e-06,3.179766e-02,2,0
0.435714,797.0660,1.568404e-06,3.152212e-02,2,0
0.435714,863.3107,1.335074e-06,3.119301e-02,2,0
0.435714,935.0611,1.135502e-06,3.080378e-02,2,0
0.435714,1012.7747,9.648313e-07,3.034792e-02,2,0
0.435714,1096.9472,8.189121e-07,2.981920e-02,2,0
0.435714,1188.1153,6.941978e-07,2.921203e-02,2,0
0.435714,1286.8604,5.876579e-07,2.852181e-02,2,0
0.435714,1393.8123,4.967021e-07,2.774545e-02,2,0
0.435714,1509.6530,4.191154e-07,2.688175e-02,2,0
0.435714,1635.1214,3.530020e-07,2.593181e-02,2,0
0.435714,1771.0175,2.967378e-07,2.489941e-02,2,0
0.435714,1918.2081,2.489293e-07,2.379112e-02,2,0
0.435714,2077.6318,2.083788e-07,2.261636e-02,2,0
0.435714,2250.3052,1.740551e-07,2.138713e-02,2,0
0.435714,2437.3297,1.450683e-07,2.011758e-02,2,0
0.435714,2639.8980,1.206494e-07,1.882341e-02,2,0
0.435714,2859.3018,1.001326e-07,1.752105e-02,2,0
0.435714,3096.9405,8.294155e-08,1.622688e-02,2,0
0.435714,3354.3295,6.857689e-08,1.495640e-02,2,0
0.435714,3633.1102,5.660684e-08,1.372359e-02,2,0
0.435714,3935.0607,4.665867e-08,1.254036e-02,2,0
0.435714,4262.1064,3.841163e-08,1.141622e-02,2,0
0.435714,4616.3332,3.159069e-08,1.035819e-02,2,0
0.435714,5000.0000,2.596107e-08,9.370841e-03,2,1
0.454082,100.0000,9.088405e-05,3.257980e-02,2,0
0.454082,108.3111,7.809054e-05,3.259703e-02,2,0
0.454082,117.3129,6.705434e-05,3.261487e-02,2,0
0.454082,127.0628,5.754456e-05,3.263323e-02,2,0
0.454082,137.6231,4.935811e-05,3.265200e-02,2,0
0.454082,149.0611,4.231697e-05,3.267100e-02,2,0
0.454082,161.4497,3.626556e-05,3.269003e-02,2,0
0.454082,174.8679,3.106831e-05,3.270883e-02,2,0
0.454082,189.4013,2.660732e-05,3.272706e-02,2,0
0.454082,205.1425,2.278033e-05,3.274431e-02,2,0
0.454082,222.1921,1.949875e-05,3.276007e-02,2,0
0.454082,240.6586,1.668600e-05,3.277371e-02,2,0
0.454082,260.6599,1.427594e-05,3.278448e-02,2,0
0.454082,282.3236,1.221156e-05,3.279148e-02,2,0
0.454082,305.7877,1.044374e-05,3.279359e-02,2,0
0.454082,331.2019,8.930207e-06,3.278952e-02,2,0
0.454082,358.7284,7.634628e-06,3.277771e-02,2,0
0.454082,388.5425,6.525785e-06,3.275632e-02,2,0
0.454082,420.8346,5.576880e-06,3.272321e-02,2,0
0.454082,455.8105,4.764921e-06,3.267585e-02,2,0
0.454082,493.6932,4.070194e-06,3.261132e-02,2,0
0.454082,534.7244,3.475802e-06,3.252628e-02,2,0
0.454082,579.1657,2.967273e-06,3.241688e-02,2,0
0.454082,627.3006,2.532213e-06,3.227879e-02,2,0
0.454082,679.4360,2.160012e-06,3.210716e-02,2,0
0.454082,735.9045,1.841595e-06,3.189664e-02,2,0
0.454082,797.0660,1.569197e-06,3.164142e-02,2,0
0.454082,863.3107,1.336177e-06,3.133528e-02,2,0
0.454082,935.0611,1.136860e-06,3.097177e-02,2,0
0.454082,1012.7747,9.663937e-07,3.054433e-02,2,0
0.454082,1096.9472,8.206316e-07,3.004657e-02,2,0
0.454082,1188.1153,6.960311e-07,2.947259e-02,2,0
0.454082,1286.8604,5.895647e-07,2.881734e-02,2,0
0.454082,1393.8123,4.986450e-07,2.807706e-02,2,0
0.454082,1509.6530,4.210601e-07,2.724969e-02,2,0
0.454082,1635.1214,3.549172e-07,2.633534e-02,2,0
0.454082,1771.0175,2.985958e-07,2.533665e-02,2,0
0.454082,1918.2081,2.507063e-07,2.425902e-02,2,0
0.454082,2077.6318,2.100553e-07,2.311070e-02,2,0
0.454082,2250.3052,1.756160e-07,2.190265e-02,2,0
0.454082,2437.3297,1.465029e-07,2.064819e-02,2,0
0.454082,2639.8980,1.219517e-07,1.936246e-02,2,0
0.454082,2859.3018,1.013007e-07,1.806168e-02,2,0
0.454082,3096.9405,8.397720e-08,1.676234e-02,2,0
0.454082,3354.3295,6.948512e-08,1.548041e-02,2,0
0.454082,3633.1102,5.739510e-08,1.423055e-02,2,0
0.454082,3935.0607,4.733618e-08,1.302557e-02,2,0
0.454082,4262.1064,3.898870e-08,1.187602e-02,2,0
0.454082,4616.3332,3.207812e-08,1.078994e-02,2,0
0.454082,5000.0000,2.636964e-08,9.772921e-03,2,1
0.472449,100.0000,9.052311e-05,3.257241e-02,2,0
0.472449,108.3111,7.780812e-05,3.258933e-02,2,0
0.472449,117.3129,6.683303e-05,3.260690e-02,2,0
0.472449,127.0628,5.737085e-05,3.262503e-02,2,0
0.472449,137.6231,4.922149e-05,3.264362e-02,2,0
0.472449,149.0611,4.220928e-05,3.266252e-02,2,0
0.472449,161.4497,3.618049e-05,3.268155e-02,2,0
0.472449,174.8679,3.100093e-05,3.270046e-02,2,0
0.472449,189.4013,2.655383e-05,3.271895e-02,2,0
0.472449,205.1425,2.273777e-05,3.273664e-02,2,0
0.472449,222.1921,1.946481e-05,3.275307e-02,2,0
0.472449,240.6586,1.665889e-05,3.276767e-02,2,0
0.472449,260.6599,1.425426e-05,3.277974e-02,2,0
0.472449,282.3236,1.219422e-05,3.278844e-02,2,0
0.472449,305.7877,1.042988e-05,3.279275e-02,2,0
0.472449,331.2019,8.919166e-06,3.279146e-02,2,0
0.472449,358.7284,7.625873e-06,3.278313e-02,2,0
0.472449,388.5425,6.518901e-06,3.276605e-02,2,0
0.472449,420.8346,5.571534e-06,3.273820e-02,2,0
0.472449,455.8105,4.760850e-06,3.269723e-02,2,0
0.472449,493.6932,4.067185e-06,3.264040e-02,2,0
0.472449,534.7244,3.473683e-06,3.256454e-02,2,0
0.472449,579.1657,2.965904e-06,3.246603e-02,2,0
0.472449,627.3006,2.531477e-06,3.234076e-02,2,0
0.472449,679.4360,2.159813e-06,3.218409e-02,2,0
0.472449,735.9045,1.841850e-06,3.199089e-02,2,0
0.472449,797.0660,1.569834e-06,3.175554e-02,2,0
0.472449,863.3107,1.337135e-06,3.147199e-02,2,0
0.472449,935.0611,1.138083e-06,3.113387e-02,2,0
0.472449,1012.7747,9.678311e-07,3.073463e-02,2,0
0.472449,1096.9472,8.222376e-07,3.026780e-02,2,0
0.472449,1188.1153,6.977630e-07,2.972721e-02,2,0
0.472449,1286.8604,5.913828e-07,2.910741e-02,2,0
0.472449,1393.8123,5.005124e-07,2.840403e-02,2,0
0.472449,1509.6530,4.229423e-07,2.761423e-02,2,0
0.472449,1635.1214,3.567831e-07,2.673714e-02,2,0
0.472449,1771.0175,3.004172e-07,2.577427e-02,2,0
0.472449,1918.2081,2.524587e-07,2.472983e-02,2,0
0.472449,2077.6318,2.117180e-07,2.361082e-02,2,0
0.472449,2250.3052,1.771725e-07,2.242709e-02,2,0
0.472449,2437.3297,1.479414e-07,2.119098e-02,2,0
0.472449,2639.8980,1.232643e-07,1.991694e-02,2,0
0.472449,2859.3018,1.024839e-07,1.862080e-02,2,0
0.472449,3096.9405,8.503139e-08,1.731905e-02,2,0
0.472449,3354.3295,7.041387e-08,1.602795e-02,2,0
0.472449,3633.1102,5.820468e-08,1.476281e-02,2,0
0.472449,3935.0607,4.803486e-08,1.353729e-02,2,0
0.472449,4262.1064,3.958605e-08,1.236295e-02,2,0
0.472449,4616.3332,3.258444e-08,1.124891e-02,2,0
0.472449,5000.0000,2.679541e-08,1.020181e-02,2,0
0.490816,100.0000,9.015909e-05,3.256490e-02,2,0
0.490816,108.3111,7.752321e-05,3.258150e-02,2,0
0.490816,117.3129,6.660972e-05,3.259877e-02,2,0
0.490816,127.0628,5.719551e-05,3.261664e-02,2,0
0.490816,137.6231,4.908355e-05,3.263502e-02,2,0
0.490816,149.0611,4.210052e-05,3.265378e-02,2,0
0.490816,161.4497,3.609453e-05,3.267275e-02,2,0
0.490816,174.8679,3.093282e-05,3.269171e-02,2,0
0.490816,189.4013,2.649973e-05,3.271040e-02,2,0
0.490816,205.1425,2.269468e-05,3.272847e-02,2,0
0.490816,222.1921,1.943042e-05,3.274549e-02,2,0
0.490816,240.6586,1.663138e-05,3.276095e-02,2,0
0.490816,260.6599,1.423223e-05,3.277419e-02,2,0
0.490816,282.3236,1.217656e-05,3.278446e-02,2,0
0.490816,305.7877,1.041574e-05,3.279081e-02,2,0
0.490816,331.2019,8.907855e-06,3.279213e-02,2,0
0.490816,358.7284,7.616868e-06,3.278707e-02,2,0
0.490816,388.5425,6.511779e-06,3.277405e-02,2,0
0.490816,420.8346,5.565964e-06,3.275120e-02,2,0
0.490816,455.8105,4.756564e-06,3.271631e-02,2,0
0.490816,493.6932,4.063970e-06,3.266682e-02,2,0
0.490816,534.7244,3.471367e-06,3.259977e-02,2,0
0.490816,579.1657,2.964345e-06,3.251174e-02,2,0
0.490816,627.3006,2.530559e-06,3.239883e-02,2,0
0.490816,679.4360,2.159439e-06,3.225665e-02,2,0
0.490816,735.9045,1.841938e-06,3.208029e-02,2,0
0.490816,797.0660,1.570314e-06,3.186433e-02,2,0
0.490816,863.3107,1.337944e-06,3.160291e-02,2,0
0.490816,935.0611,1.139166e-06,3.128979e-02,2,0
0.490816,1012.7747,9.691394e-07,3.091848e-02,2,0
0.490816,1096.9472,8.237256e-07,3.048244e-02,2,0
0.490816,1188.1153,6.993887e-07,2.997535e-02,2,0
0.490816,1286.8604,5.931070e-07,2.939138e-02,2,0
0.490816,1393.8123,5.022987e-07,2.872562e-02,2,0
0.490816,1509.6530,4.247568e-07,2.797451e-02,2,0
0.490816,1635.1214,3.585943e-07,2.713626e-02,2,0
0.490816,1771.0175,3.021968e-07,2.621127e-02,2,0
0.490816,1918.2081,2.541815e-07,2.520252e-02,2,0
0.490816,2077.6318,2.133624e-07,2.411577e-02,2,0
0.490816,2250.3052,1.787210e-07,2.295960e-02,2,0
0.490816,2437.3297,1.493804e-07,2.174531e-02,2,0
0.490816,2639.8980,1.245846e-07,2.048646e-02,2,0
0.490816,2859.3018,1.036805e-07,1.919835e-02,2,0
0.490816,3096.9405,8.610288e-08,1.789727e-02,2,0
0.490816,3354.3295,7.136246e-08,1.659969e-02,2,0
0.490816,3633.1102,5.903538e-08,1.532142e-02,2,0
0.490816,3935.0607,4.875486e-08,1.407691e-02,2,0
0.490816,4262.1064,4.020413e-08,1.287871e-02,2,0
0.490816,4616.3332,3.311029e-08,1.173704e-02,2,0
0.490816,5000.0000,2.723911e-08,1.065964e-02,2,0
0.509184,100.0000,8.979209e-05,3.255727e-02,2,0
0.509184,108.3111,7.723588e-05,3.257353e-02,2,0
0.509184,117.3129,6.638445e-05,3.259047e-02,2,0
0.509184,127.0628,5.701859e-05,3.260806e-02,2,0
0.509184,137.6231,4.894433e-05,3.262619e-02,2,0
0.509184,149.0611,4.199072e-05,3.264477e-02,2,0
0.509184,161.4497,3.600771e-05,3.266364e-02,2,0
0.509184,174.8679,3.086400e-05,3.268261e-02,2,0
0.509184,189.4013,2.644502e-05,3.270143e-02,2,0
0.509184,205.1425,2.265108e-05,3.271980e-02,2,0
0.509184,222.1921,1.939558e-05,3.273732e-02,2,0
0.509184,240.6586,1.660348e-05,3.275353e-02,2,0
0.509184,260.6599,1.420985e-05,3.276784e-02,2,0
0.509184,282.3236,1.215859e-05,3.277954e-02,2,0
0.509184,305.7877,1.040130e-05,3.278777e-02,2,0
0.509184,331.2019,8.896277e-06,3.279151e-02,2,0
0.509184,358.7284,7.607611e-06,3.278951e-02,2,0
0.509184,388.5425,6.504421e-06,3.278031e-02,2,0
0.509184,420.8346,5.560168e-06,3.276218e-02,2,0
0.509184,455.8105,4.752063e-06,3.273306e-02,2,0
0.509184,493.6932,4.060549e-06,3.269058e-02,2,0
0.509184,534.7244,3.468852e-06,3.263195e-02,2,0
0.509184,579.1657,2.962595e-06,3.255396e-02,2,0
0.509184,627.3006,2.529458e-06,3.245295e-02,2,0
0.509184,679.4360,2.158889e-06,3.232476e-02,2,0
0.509184,735.9045,1.841858e-06,3.216471e-02,2,0
0.509184,797.0660,1.570632e-06,3.196762e-02,2,0
0.509184,863.3107,1.338601e-06,3.172783e-02,2,0
0.509184,935.0611,1.140107e-06,3.143926e-02,2,0
0.509184,1012.7747,9.703146e-07,3.109552e-02,2,0
0.509184,1096.9472,8.250911e-07,3.069007e-02,2,0
0.509184,1188.1153,7.009032e-07,3.021645e-02,2,0
0.509184,1286.8604,5.947323e-07,2.966856e-02,2,0
0.509184,1393.8123,5.039986e-07,2.904104e-02,2,0
0.509184,1509.6530,4.264978e-07,2.832964e-02,2,0
0.509184,1635.1214,3.603452e-07,2.753170e-02,2,0
0.509184,1771.0175,3.039291e-07,2.664656e-02,2,0
0.509184,1918.2081,2.558694e-07,2.567600e-02,2,0
0.509184,2077.6318,2.149838e-07,2.462444e-02,2,0
0.509184,2250.3052,1.802570e-07,2.349920e-02,2,0
0.509184,2437.3297,1.508163e-07,2.231034e-02,2,0
0.509184,2639.8980,1.259097e-07,2.107044e-02,2,0
0.509184,2859.3018,1.048880e-07,1.979407e-02,2,0
0.509184,3096.9405,8.719009e-08,1.849716e-02,2,0
0.509184,3354.3295,7.232995e-08,1.719618e-02,2,0
0.509184,3633.1102,5.988678e-08,1.590734e-02,2,0
0.509184,3935.0607,4.949623e-08,1.464581e-02,2,0
0.509184,4262.1064,4.084329e-08,1.342504e-02,2,0
0.509184,4616.3332,3.365626e-08,1.225637e-02,2,0
0.509184,5000.0000,2.770149e-08,1.114869e-02,2,0
0.527551,100.0000,8.942221e-05,3.254952e-02,2,0
0.527551,108.3111,7.694620e-05,3.256541e-02,2,0
0.527551,117.3129,6.615727e-05,3.258201e-02,2,0
0.527551,127.0628,5.684012e-05,3.259928e-02,2,0
0.527551,137.6231,4.880384e-05,3.261714e-02,2,0
0.527551,149.0611,4.187988e-05,3.263550e-02,2,0
0.527551,161.4497,3.592004e-05,3.265422e-02,2,0
0.527551,174.8679,3.079446e-05,3.267313e-02,2,0
0.527551,189.4013,2.638972e-05,3.269203e-02,2,0
0.527551,205.1425,2.260697e-05,3.271062e-02,2,0
0.527551,222.1921,1.936030e-05,3.272856e-02,2,0
0.527551,240.6586,1.657519e-05,3.274542e-02,2,0
0.527551,260.6599,1.418712e-05,3.276067e-02,2,0
0.527551,282.3236,1.214030e-05,3.277367e-02,2,0
0.527551,305.7877,1.038658e-05,3.278363e-02,2,0
0.527551,331.2019,8.884432e-06,3.278960e-02,2,0
0.527551,358.7284,7.598104e-06,3.279045e-02,2,0
0.527551,388.5425,6.496826e-06,3.278484e-02,2,0
0.527551,420.8346,5.554147e-06,3.277114e-02,2,0
0.527551,455.8105,4.747346e-06,3.274748e-02,2,0
0.527551,493.6932,4.056921e-06,3.271164e-02,2,0
0.527551,534.7244,3.466139e-06,3.266103e-02,2,0
0.527551,579.1657,2.960653e-06,3.259264e-02,2,0
0.527551,627.3006,2.528172e-06,3.250305e-02,2,0
0.527551,679.4360,2.158162e-06,3.238833e-02,2,0
0.527551,735.9045,1.841606e-06,3.224404e-02,2,0
0.527551,797.0660,1.570788e-06,3.206526e-02,2,0
0.527551,863.3107,1.339102e-06,3.184655e-02,2,0
0.527551,935.0611,1.140900e-06,3.158202e-02,2,0
0.527551,1012.7747,9.713527e-07,3.126541e-02,2,0
0.527551,1096.9472,8.263296e-07,3.089023e-02,2,0
0.527551,1188.1153,7.023018e-07,3.044997e-02,2,0
0.527551,1286.8604,5.962532e-07,2.993830e-02,2,0
0.527551,1393.8123,5.056066e-07,2.934948e-02,2,0
0.527551,1509.6530,4.281596e-07,2.867866e-02,2,0
0.527551,1635.1214,3.620300e-07,2.792238e-02,2,0
0.527551,1771.0175,3.056082e-07,2.707897e-02,2,0
0.527551,1918.2081,2.575170e-07,2.614901e-02,2,0
0.527551,2077.6318,2.165769e-07,2.513561e-02,2,0
0.527551,2250.3052,1.817760e-07,2.404471e-02,2,0
0.527551,2437.3297,1.522451e-07,2.288507e-02,2,0
0.527551,2639.8980,1.272362e-07,2.166811e-02,2,0
0.527551,2859.3018,1.061040e-07,2.040751e-02,2,0
0.527551,3096.9405,8.829109e-08,1.911865e-02,2,0
0.527551,3354.3295,7.331505e-08,1.781782e-02,2,0
0.527551,3633.1102,6.075820e-08,1.652146e-02,2,0
0.527551,3935.0607,5.025877e-08,1.524531e-02,2,0
0.527551,4262.1064,4.150377e-08,1.400371e-02,2,0
0.527551,4616.3332,3.422287e-08,1.280905e-02,2,0
0.527551,5000.0000,2.818327e-08,1.167142e-02,2,0
0.545918,100.0000,8.904956e-05,3.254165e-02,2,0
0.545918,108.3111,7.665426e-05,3.255716e-02,2,0
0.545918,117.3129,6.592824e-05,3.257339e-02,2,0
0.545918,127.0628,5.666015e-05,3.259031e-02,2,0
0.545918,137.6231,4.866213e-05,3.260786e-02,2,0
0.545918,149.0611,4.176803e-05,3.262595e-02,2,0
0.545918,161.4497,3.583153e-05,3.264448e-02,2,0
0.545918,174.8679,3.072423e-05,3.266329e-02,2,0
0.545918,189.4013,2.633382e-05,3.268219e-02,2,0
0.545918,205.1425,2.256235e-05,3.270094e-02,2,0
0.545918,222.1921,1.932458e-05,3.271921e-02,2,0
0.545918,240.6586,1.654651e-05,3.273662e-02,2,0
0.545918,260.6599,1.416404e-05,3.275270e-02,2,0
0.545918,282.3236,1.212170e-05,3.276686e-02,2,0
0.545918,305.7877,1.037157e-05,3.277838e-02,2,0
0.545918,331.2019,8.872321e-06,3.278640e-02,2,0
0.545918,358.7284,7.588348e-06,3.278989e-02,2,0
0.545918,388.5425,6.488995e-06,3.278761e-02,2,0
0.545918,420.8346,5.547901e-06,3.277808e-02,2,0
0.545918,455.8105,4.742415e-06,3.275955e-02,2,0
