alpha,Rx,sigma_min,sigma_min_over_max,hermann_krener_rank,is_degenerate
0.215306,117.3129,6.972481e-05,3.270333e-02,2,0
0.215306,127.0628,5.963868e-05,3.272209e-02,2,0
0.215306,137.6231,5.100301e-05,3.274008e-02,2,0
0.215306,149.0611,4.361122e-05,3.275683e-02,2,0
0.215306,161.4497,3.728562e-05,3.277178e-02,2,0
0.215306,174.8679,3.187353e-05,3.278424e-02,2,0
0.215306,189.4013,2.724380e-05,3.279336e-02,2,0
0.215306,205.1425,2.328389e-05,3.279813e-02,2,0
0.215306,222.1921,1.989728e-05,3.279735e-02,2,0
0.215306,240.6586,1.700123e-05,3.278958e-02,2,0
0.215306,260.6599,1.452485e-05,3.277311e-02,2,0
0.215306,282.3236,1.240741e-05,3.274592e-02,2,0
0.215306,305.7877,1.059694e-05,3.270568e-02,2,0
0.215306,331.2019,9.048952e-06,3.264963e-02,2,0
0.215306,358.7284,7.725379e-06,3.257463e-02,2,0
0.215306,388.5425,6.593669e-06,3.247704e-02,2,0
0.215306,420.8346,5.625983e-06,3.235274e-02,2,0
0.215306,455.8105,4.798524e-06,3.219712e-02,2,0
0.215306,493.6932,4.090951e-06,3.200503e-02,2,0
0.215306,534.7244,3.485883e-06,3.177084e-02,2,0
0.215306,579.1657,2.968470e-06,3.148848e-02,2,0
0.215306,627.3006,2.526029e-06,3.115157e-02,2,0
0.215306,679.4360,2.147725e-06,3.075355e-02,2,0
0.215306,735.9045,1.824307e-06,3.028790e-02,2,0
0.215306,797.0660,1.547876e-06,2.974844e-02,2,0
0.215306,863.3107,1.311687e-06,2.912966e-02,2,0
0.215306,935.0611,1.109977e-06,2.842716e-02,2,0
0.215306,1012.7747,9.378257e-07,2.763805e-02,2,0
0.215306,1096.9472,7.910249e-07,2.676141e-02,2,0
0.215306,1188.1153,6.659753e-07,2.579873e-02,2,0
0.215306,1286.8604,5.595937e-07,2.475417e-02,2,0
0.215306,1393.8123,4.692351e-07,2.363472e-02,2,0
0.215306,1509.6530,3.926266e-07,2.245020e-02,2,0
0.215306,1635.1214,3.278109e-07,2.121299e-02,2,0
0.215306,1771.0175,2.730994e-07,1.993755e-02,2,0
0.215306,1918.2081,2.270324e-07,1.863976e-02,2,0
0.215306,2077.6318,1.883469e-07,1.733615e-02,2,0
0.215306,2250.3052,1.559490e-07,1.604306e-02,2,0
0.215306,2437.3297,1.288919e-07,1.477586e-02,2,0
0.215306,2639.8980,1.063569e-07,1.354827e-02,2,0
0.215306,2859.3018,8.763759e-08,1.237192e-02,2,0
0.215306,3096.9405,7.212665e-08,1.125597e-02,2,0
0.215306,3354.3295,5.930365e-08,1.020709e-02,2,0
0.215306,3633.1102,4.872462e-08,9.229519e-03,2,1
0.215306,3935.0607,4.001265e-08,8.325267e-03,2,1
0.215306,4262.1064,3.284920e-08,7.494425e-03,2,1
0.215306,4616.3332,2.696641e-08,6.735510e-03,2,1
0.215306,5000.0000,2.214005e-08,6.045818e-03,2,1
0.233673,100.0000,9.493554e-05,3.265912e-02,2,0
0.233673,108.3111,8.125808e-05,3.267833e-02,2,0
0.233673,117.3129,6.953435e-05,3.269753e-02,2,0
0.233673,127.0628,5.948937e-05,3.271643e-02,2,0
0.233673,137.6231,5.088580e-05,3.273468e-02,2,0
0.233673,149.0611,4.351910e-05,3.275184e-02,2,0
0.233673,161.4497,3.721317e-05,3.276738e-02,2,0
0.233673,174.8679,3.181650e-05,3.278065e-02,2,0
0.233673,189.4013,2.719890e-05,3.279084e-02,2,0
0.233673,205.1425,2.324857e-05,3.279701e-02,2,0
0.233673,222.1921,1.986954e-05,3.279801e-02,2,0
0.233673,240.6586,1.697951e-05,3.279247e-02,2,0
0.233673,260.6599,1.450793e-05,3.277876e-02,2,0
0.233673,282.3236,1.239434e-05,3.275498e-02,2,0
0.233673,305.7877,1.058696e-05,3.271887e-02,2,0
0.233673,331.2019,9.041468e-06,3.266782e-02,2,0
0.233673,358.7284,7.719925e-06,3.259879e-02,2,0
0.233673,388.5425,6.589871e-06,3.250831e-02,2,0
0.233673,420.8346,5.623541e-06,3.239241e-02,2,0
0.233673,455.8105,4.797196e-06,3.224661e-02,2,0
0.233673,493.6932,4.090539e-06,3.206593e-02,2,0
0.233673,534.7244,3.486225e-06,3.184487e-02,2,0
0.233673,579.1657,2.969430e-06,3.157749e-02,2,0
0.233673,627.3006,2.527490e-06,3.125749e-02,2,0
0.233673,679.4360,2.149589e-06,3.087835e-02,2,0
0.233673,735.9045,1.826487e-06,3.043350e-02,2,0
0.233673,797.0660,1.550295e-06,2.991663e-02,2,0
0.233673,863.3107,1.314274e-06,2.932200e-02,2,0
0.233673,935.0611,1.112671e-06,2.864483e-02,2,0
0.233673,1012.7747,9.405691e-07,2.788172e-02,2,0
0.233673,1096.9472,7.937667e-07,2.703114e-02,2,0
0.233673,1188.1153,6.686700e-07,2.609382e-02,2,0
0.233673,1286.8604,5.622016e-07,2.507309e-02,2,0
0.233673,1393.8123,4.717228e-07,2.397510e-02,2,0
0.233673,1509.6530,3.949671e-07,2.280884e-02,2,0
0.233673,1635.1214,3.299838e-07,2.158596e-02,2,0
0.233673,1771.0175,2.750909e-07,2.032037e-02,2,0
0.233673,1918.2081,2.288352e-07,1.902760e-02,2,0
0.233673,2077.6318,1.899595e-07,1.772407e-02,2,0
0.233673,2250.3052,1.573751e-07,1.642625e-02,2,0
0.233673,2437.3297,1.301394e-07,1.514989e-02,2,0
0.233673,2639.8980,1.074370e-07,1.390925e-02,2,0
0.233673,2859.3018,8.856389e-08,1.271662e-02,2,0
0.233673,3096.9405,7.291400e-08,1.158191e-02,2,0
0.233673,3354.3295,5.996741e-08,1.051254e-02,2,0
0.233673,3633.1102,4.928002e-08,9.513455e-03,2,1
0.233673,3935.0607,4.047422e-08,8.587295e-03,2,1
0.233673,4262.1064,3.323045e-08,7.734690e-03,2,1
0.233673,4616.3332,2.727959e-08,6.954591e-03,2,1
0.233673,5000.0000,2.239606e-08,6.244622e-03,2,1
0.252041,100.0000,9.462000e-05,3.265317e-02,2,0
0.252041,108.3111,8.101138e-05,3.267234e-02,2,0
0.252041,117.3129,6.934122e-05,3.269156e-02,2,0
0.252041,127.0628,5.933796e-05,3.271057e-02,2,0
0.252041,137.6231,5.076695e-05,3.272905e-02,2,0
0.252041,149.0611,4.342569e-05,3.274658e-02,2,0
0.252041,161.4497,3.713966e-05,3.276266e-02,2,0
0.252041,174.8679,3.175861e-05,3.277669e-02,2,0
0.252041,189.4013,2.715330e-05,3.278790e-02,2,0
0.252041,205.1425,2.321266e-05,3.279539e-02,2,0
0.252041,222.1921,1.984130e-05,3.279808e-02,2,0
0.252041,240.6586,1.695736e-05,3.279468e-02,2,0
0.252041,260.6599,1.449063e-05,3.278363e-02,2,0
0.252041,282.3236,1.238092e-05,3.276312e-02,2,0
0.252041,305.7877,1.057667e-05,3.273100e-02,2,0
0.252041,331.2019,9.033708e-06,3.268479e-02,2,0
0.252041,358.7284,7.714216e-06,3.262157e-02,2,0
0.252041,388.5425,6.585836e-06,3.253800e-02,2,0
0.252041,420.8346,5.620878e-06,3.243028e-02,2,0
0.252041,455.8105,4.795661e-06,3.229408e-02,2,0
0.252041,493.6932,4.089934e-06,3.212457e-02,2,0
0.252041,534.7244,3.486386e-06,3.191641e-02,2,0
0.252041,579.1657,2.970221e-06,3.166379e-02,2,0
0.252041,627.3006,2.528796e-06,3.136050e-02,2,0
0.252041,679.4360,2.151310e-06,3.100008e-02,2,0
0.252041,735.9045,1.828536e-06,3.057595e-02,2,0
0.252041,797.0660,1.552595e-06,3.008168e-02,2,0
0.252041,863.3107,1.316757e-06,2.951133e-02,2,0
0.252041,935.0611,1.115274e-06,2.885977e-02,2,0
0.252041,1012.7747,9.432360e-07,2.812315e-02,2,0
0.252041,1096.9472,7.964460e-07,2.729931e-02,2,0
0.252041,1188.1153,6.713159e-07,2.638826e-02,2,0
0.252041,1286.8604,5.647739e-07,2.539250e-02,2,0
0.252041,1393.8123,4.741871e-07,2.431731e-02,2,0
0.252041,1509.6530,3.972951e-07,2.317082e-02,2,0
0.252041,1635.1214,3.321537e-07,2.196391e-02,2,0
0.252041,1771.0175,2.770874e-07,2.070984e-02,2,0
0.252041,1918.2081,2.306492e-07,1.942373e-02,2,0
0.252041,2077.6318,1.915879e-07,1.812180e-02,2,0
0.252041,2250.3052,1.588201e-07,1.682060e-02,2,0
0.252041,2437.3297,1.314075e-07,1.553618e-02,2,0
0.252041,2639.8980,1.085384e-07,1.428331e-02,2,0
0.252041,2859.3018,8.951111e-08,1.307493e-02,2,0
0.252041,3096.9405,7.372125e-08,1.192171e-02,2,0
0.252041,3354.3295,6.064960e-08,1.083182e-02,2,0
0.252041,3633.1102,4.985211e-08,9.810943e-03,2,1
0.252041,3935.0607,4.095061e-08,8.862409e-03,2,1
0.252041,4262.1064,3.362465e-08,7.987425e-03,2,1
0.252041,4616.3332,2.760393e-08,7.185417e-03,2,1
0.252041,5000.0000,2.266156e-08,6.454375e-03,2,1
0.270408,100.0000,9.430009e-05,3.264711e-02,2,0
0.270408,108.3111,8.076129e-05,3.266620e-02,2,0
0.270408,117.3129,6.914545e-05,3.268542e-02,2,0
0.270408,127.0628,5.918449e-05,3.270452e-02,2,0
0.270408,137.6231,5.064647e-05,3.272319e-02,2,0
0.270408,149.0611,4.333098e-05,3.274105e-02,2,0
0.270408,161.4497,3.706512e-05,3.275763e-02,2,0
0.270408,174.8679,3.169988e-05,3.277236e-02,2,0
0.270408,189.4013,2.710701e-05,3.278452e-02,2,0
0.270408,205.1425,2.317617e-05,3.279326e-02,2,0
0.270408,222.1921,1.981256e-05,3.279757e-02,2,0
0.270408,240.6586,1.693478e-05,3.279620e-02,2,0
0.270408,260.6599,1.447295e-05,3.278770e-02,2,0
0.270408,282.3236,1.236718e-05,3.277034e-02,2,0
0.270408,305.7877,1.056608e-05,3.274208e-02,2,0
0.270408,331.2019,9.025671e-06,3.270053e-02,2,0
0.270408,358.7284,7.708252e-06,3.264294e-02,2,0
0.270408,388.5425,6.581564e-06,3.256609e-02,2,0
0.270408,420.8346,5.617994e-06,3.246633e-02,2,0
0.270408,455.8105,4.793919e-06,3.233950e-02,2,0
0.270408,493.6932,4.089134e-06,3.218092e-02,2,0
0.270408,534.7244,3.486365e-06,3.198541e-02,2,0
0.270408,579.1657,2.970841e-06,3.174731e-02,2,0
0.270408,627.3006,2.529943e-06,3.146052e-02,2,0
0.270408,679.4360,2.152884e-06,3.111865e-02,2,0
0.270408,735.9045,1.830451e-06,3.071511e-02,2,0
0.270408,797.0660,1.554775e-06,3.024342e-02,2,0
0.270408,863.3107,1.319133e-06,2.969744e-02,2,0
0.270408,935.0611,1.117783e-06,2.907175e-02,2,0
0.270408,1012.7747,9.458226e-07,2.836205e-02,2,0
0.270408,1096.9472,7.990590e-07,2.756561e-02,2,0
0.270408,1188.1153,6.739093e-07,2.668171e-02,2,0
0.270408,1286.8604,5.673069e-07,2.571203e-02,2,0
0.270408,1393.8123,4.766244e-07,2.466098e-02,2,0
0.270408,1509.6530,3.996075e-07,2.353580e-02,2,0
0.270408,1635.1214,3.343179e-07,2.234653e-02,2,0
0.270408,1771.0175,2.790866e-07,2.110574e-02,2,0
0.270408,1918.2081,2.324727e-07,1.982802e-02,2,0
0.270408,2077.6318,1.932310e-07,1.852935e-02,2,0
0.270408,2250.3052,1.602832e-07,1.722625e-02,2,0
0.270408,2437.3297,1.326960e-07,1.593501e-02,2,0
0.270408,2639.8980,1.096609e-07,1.467087e-02,2,0
0.270408,2859.3018,9.047945e-08,1.344740e-02,2,0
0.270408,3096.9405,7.454878e-08,1.227599e-02,2,0
0.270408,3354.3295,6.135073e-08,1.116563e-02,2,0
0.270408,3633.1102,5.044143e-08,1.012276e-02,2,0
0.270408,3935.0607,4.144240e-08,9.151426e-03,2,1
0.270408,4262.1064,3.403236e-08,8.253460e-03,2,1
0.270408,4616.3332,2.793996e-08,7.428811e-03,2,1
0.270408,5000.0000,2.293706e-08,6.675881e-03,2,1
0.288776,100.0000,9.397591e-05,3.264092e-02,2,0
0.288776,108.3111,8.050789e-05,3.265992e-02,2,0
0.288776,117.3129,6.894710e-05,3.267911e-02,2,0
0.288776,127.0628,5.902901e-05,3.269826e-02,2,0
0.288776,137.6231,5.052440e-05,3.271710e-02,2,0
0.288776,149.0611,4.323500e-05,3.273525e-02,2,0
0.288776,161.4497,3.698955e-05,3.275229e-02,2,0
0.288776,174.8679,3.164032e-05,3.276766e-02,2,0
0.288776,189.4013,2.706003e-05,3.278071e-02,2,0
0.288776,205.1425,2.313910e-05,3.279064e-02,2,0
0.288776,222.1921,1.978333e-05,3.279646e-02,2,0
0.288776,240.6586,1.691177e-05,3.279704e-02,2,0
0.288776,260.6599,1.445491e-05,3.279098e-02,2,0
0.288776,282.3236,1.235309e-05,3.277663e-02,2,0
0.288776,305.7877,1.055519e-05,3.275208e-02,2,0
0.288776,331.2019,9.017358e-06,3.271505e-02,2,0
0.288776,358.7284,7.702034e-06,3.266290e-02,2,0
0.288776,388.5425,6.577055e-06,3.259257e-02,2,0
0.288776,420.8346,5.614888e-06,3.250055e-02,2,0
0.288776,455.8105,4.791969e-06,3.238284e-02,2,0
0.288776,493.6932,4.088139e-06,3.223494e-02,2,0
0.288776,534.7244,3.486159e-06,3.205184e-02,2,0
0.288776,579.1657,2.971289e-06,3.182800e-02,2,0
0.288776,627.3006,2.530928e-06,3.155747e-02,2,0
0.288776,679.4360,2.154309e-06,3.123394e-02,2,0
0.288776,735.9045,1.832229e-06,3.085085e-02,2,0
0.288776,797.0660,1.556830e-06,3.040168e-02,2,0
0.288776,863.3107,1.321396e-06,2.988014e-02,2,0
0.288776,935.0611,1.120195e-06,2.928052e-02,2,0
0.288776,1012.7747,9.483251e-07,2.859814e-02,2,0
0.288776,1096.9472,8.016018e-07,2.782970e-02,2,0
0.288776,1188.1153,6.764462e-07,2.697379e-02,2,0
0.288776,1286.8604,5.697968e-07,2.603131e-02,2,0
0.288776,1393.8123,4.790313e-07,2.500574e-02,2,0
0.288776,1509.6530,4.019010e-07,2.390343e-02,2,0
0.288776,1635.1214,3.364737e-07,2.273352e-02,2,0
0.288776,1771.0175,2.810862e-07,2.150782e-02,2,0
0.288776,1918.2081,2.343039e-07,2.024034e-02,2,0
0.288776,2077.6318,1.948872e-07,1.894669e-02,2,0
0.288776,2250.3052,1.617636e-07,1.764330e-02,2,0
0.288776,2437.3297,1.340042e-07,1.634663e-02,2,0
0.288776,2639.8980,1.108046e-07,1.507232e-02,2,0
0.288776,2859.3018,9.146903e-08,1.383454e-02,2,0
0.288776,3096.9405,7.539693e-08,1.264543e-02,2,0
0.288776,3354.3295,6.207124e-08,1.151474e-02,2,0
0.288776,3633.1102,5.104855e-08,1.044974e-02,2,0
0.288776,3935.0607,4.195017e-08,9.455215e-03,2,1
0.288776,4262.1064,3.445418e-08,8.533684e-03,2,1
0.288776,4616.3332,2.828825e-08,7.685664e-03,2,1
0.288776,5000.0000,2.322307e-08,6.910013e-03,2,1
0.307143,100.0000,9.364757e-05,3.263461e-02,2,0
0.307143,108.3111,8.025126e-05,3.265350e-02,2,0
0.307143,117.3129,6.874622e-05,3.267264e-02,2,0
0.307143,127.0628,5.887153e-05,3.269182e-02,2,0
0.307143,137.6231,5.040075e-05,3.271078e-02,2,0
0.307143,149.0611,4.313777e-05,3.272919e-02,2,0
0.307143,161.4497,3.691298e-05,3.274663e-02,2,0
0.307143,174.8679,3.157994e-05,3.276260e-02,2,0
0.307143,189.4013,2.701236e-05,3.277647e-02,2,0
0.307143,205.1425,2.310146e-05,3.278750e-02,2,0
0.307143,222.1921,1.975362e-05,3.279477e-02,2,0
0.307143,240.6586,1.688834e-05,3.279719e-02,2,0
0.307143,260.6599,1.443648e-05,3.279346e-02,2,0
0.307143,282.3236,1.233868e-05,3.278201e-02,2,0
0.307143,305.7877,1.054400e-05,3.276102e-02,2,0
0.307143,331.2019,9.008769e-06,3.272833e-02,2,0
0.307143,358.7284,7.695560e-06,3.268144e-02,2,0
0.307143,388.5425,6.572309e-06,3.261742e-02,2,0
0.307143,420.8346,5.611560e-06,3.253291e-02,2,0
0.307143,455.8105,4.789809e-06,3.242409e-02,2,0
0.307143,493.6932,4.086947e-06,3.228661e-02,2,0
0.307143,534.7244,3.485769e-06,3.211563e-02,2,0
0.307143,579.1657,2.971563e-06,3.190579e-02,2,0
0.307143,627.3006,2.531751e-06,3.165127e-02,2,0
0.307143,679.4360,2.155582e-06,3.134585e-02,2,0
0.307143,735.9045,1.833867e-06,3.098305e-02,2,0
0.307143,797.0660,1.558757e-06,3.055630e-02,2,0
0.307143,863.3107,1.323545e-06,3.005920e-02,2,0
0.307143,935.0611,1.122504e-06,2.948583e-02,2,0
0.307143,1012.7747,9.507395e-07,2.883111e-02,2,0
0.307143,1096.9472,8.040703e-07,2.809124e-02,2,0
0.307143,1188.1153,6.789226e-07,2.726414e-02,2,0
0.307143,1286.8604,5.722395e-07,2.634992e-02,2,0
0.307143,1393.8123,4.814040e-07,2.535117e-02,2,0
0.307143,1509.6530,4.041723e-07,2.427328e-02,2,0
0.307143,1635.1214,3.386179e-07,2.312450e-02,2,0
0.307143,1771.0175,2.830836e-07,2.191579e-02,2,0
0.307143,1918.2081,2.361406e-07,2.066049e-02,2,0
0.307143,2077.6318,1.965552e-07,1.937375e-02,2,0
0.307143,2250.3052,1.632602e-07,1.807184e-02,2,0
0.307143,2437.3297,1.353316e-07,1.677128e-02,2,0
0.307143,2639.8980,1.119690e-07,1.548806e-02,2,0
0.307143,2859.3018,9.247991e-08,1.423692e-02,2,0
0.307143,3096.9405,7.626598e-08,1.303068e-02,2,0
0.307143,3354.3295,6.281161e-08,1.187993e-02,2,0
0.307143,3633.1102,5.167402e-08,1.079274e-02,2,0
0.307143,3935.0607,4.247452e-08,9.774700e-03,2,1
0.307143,4262.1064,3.489071e-08,8.829054e-03,2,1
0.307143,4616.3332,2.864938e-08,7.956938e-03,2,1
0.307143,5000.0000,2.352013e-08,7.157718e-03,2,1
0.325510,100.0000,9.331518e-05,3.262818e-02,2,0
0.325510,108.3111,7.999146e-05,3.264694e-02,2,0
0.325510,117.3129,6.854287e-05,3.266600e-02,2,0
0.325510,127.0628,5.871210e-05,3.268518e-02,2,0
0.325510,137.6231,5.027556e-05,3.270423e-02,2,0
0.325510,149.0611,4.303930e-05,3.272285e-02,2,0
0.325510,161.4497,3.683540e-05,3.274065e-02,2,0
0.325510,174.8679,3.151874e-05,3.275716e-02,2,0
0.325510,189.4013,2.696402e-05,3.277180e-02,2,0
0.325510,205.1425,2.306326e-05,3.278387e-02,2,0
0.325510,222.1921,1.972342e-05,3.279250e-02,2,0
0.325510,240.6586,1.686449e-05,3.279667e-02,2,0
0.325510,260.6599,1.441769e-05,3.279514e-02,2,0
0.325510,282.3236,1.232393e-05,3.278646e-02,2,0
0.325510,305.7877,1.053251e-05,3.276888e-02,2,0
0.325510,331.2019,8.999905e-06,3.274038e-02,2,0
0.325510,358.7284,7.688832e-06,3.269855e-02,2,0
0.325510,388.5425,6.567326e-06,3.264063e-02,2,0
0.325510,420.8346,5.608009e-06,3.256341e-02,2,0
0.325510,455.8105,4.787440e-06,3.246322e-02,2,0
0.325510,493.6932,4.085556e-06,3.233589e-02,2,0
0.325510,534.7244,3.485191e-06,3.217676e-02,2,0
0.325510,579.1657,2.971661e-06,3.198063e-02,2,0
0.325510,627.3006,2.532409e-06,3.174183e-02,2,0
0.325510,679.4360,2.156700e-06,3.145427e-02,2,0
0.325510,735.9045,1.835362e-06,3.111155e-02,2,0
0.325510,797.0660,1.560553e-06,3.070710e-02,2,0
0.325510,863.3107,1.325576e-06,3.023443e-02,2,0
0.325510,935.0611,1.124708e-06,2.968741e-02,2,0
0.325510,1012.7747,9.530617e-07,2.906065e-02,2,0
0.325510,1096.9472,8.064603e-07,2.834987e-02,2,0
0.325510,1188.1153,6.813342e-07,2.755235e-02,2,0
0.325510,1286.8604,5.746311e-07,2.666742e-02,2,0
0.325510,1393.8123,4.837384e-07,2.569680e-02,2,0
0.325510,1509.6530,4.064176e-07,2.464492e-02,2,0
0.325510,1635.1214,3.407474e-07,2.351906e-02,2,0
0.325510,1771.0175,2.850760e-07,2.232929e-02,2,0
0.325510,1918.2081,2.379806e-07,2.108820e-02,2,0
0.325510,2077.6318,1.982331e-07,1.981041e-02,2,0
0.325510,2250.3052,1.647718e-07,1.851188e-02,2,0
0.325510,2437.3297,1.366773e-07,1.720914e-02,2,0
0.325510,2639.8980,1.131538e-07,1.591846e-02,2,0
0.325510,2859.3018,9.351204e-08,1.465504e-02,2,0
0.325510,3096.9405,7.715615e-08,1.343243e-02,2,0
0.325510,3354.3295,6.357223e-08,1.226200e-02,2,0
0.325510,3633.1102,5.231836e-08,1.115266e-02,2,0
0.325510,3935.0607,4.301606e-08,1.011086e-02,2,0
0.325510,4262.1064,3.534257e-08,9.140593e-03,2,1
0.325510,4616.3332,2.902395e-08,8.243673e-03,2,1
0.325510,5000.0000,2.382882e-08,7.420029e-03,2,1
0.343878,100.0000,9.297885e-05,3.262163e-02,2,0
0.343878,108.3111,7.972857e-05,3.264023e-02,2,0
0.343878,117.3129,6.833708e-05,3.265919e-02,2,0
0.343878,127.0628,5.855076e-05,3.267834e-02,2,0
0.343878,137.6231,5.014885e-05,3.269745e-02,2,0
0.343878,149.0611,4.293961e-05,3.271625e-02,2,0
0.343878,161.4497,3.675684e-05,3.273436e-02,2,0
0.343878,174.8679,3.145673e-05,3.275136e-02,2,0
0.343878,189.4013,2.691502e-05,3.276670e-02,2,0
0.343878,205.1425,2.302448e-05,3.277973e-02,2,0
0.343878,222.1921,1.969274e-05,3.278963e-02,2,0
0.343878,240.6586,1.684023e-05,3.279545e-02,2,0
0.343878,260.6599,1.439853e-05,3.279602e-02,2,0
0.343878,282.3236,1.230886e-05,3.278998e-02,2,0
0.343878,305.7877,1.052072e-05,3.277567e-02,2,0
0.343878,331.2019,8.990767e-06,3.275117e-02,2,0
0.343878,358.7284,7.681850e-06,3.271423e-02,2,0
0.343878,388.5425,6.562104e-06,3.266219e-02,2,0
0.343878,420.8346,5.604234e-06,3.259202e-02,2,0
0.343878,455.8105,4.784860e-06,3.250020e-02,2,0
0.343878,493.6932,4.083967e-06,3.238275e-02,2,0
0.343878,534.7244,3.484425e-06,3.223517e-02,2,0
0.343878,579.1657,2.971580e-06,3.205245e-02,2,0
0.343878,627.3006,2.532899e-06,3.182908e-02,2,0
0.343878,679.4360,2.157663e-06,3.155911e-02,2,0
0.343878,735.9045,1.836711e-06,3.123623e-02,2,0
0.343878,797.0660,1.562215e-06,3.085390e-02,2,0
0.343878,863.3107,1.327484e-06,3.040559e-02,2,0
0.343878,935.0611,1.126803e-06,2.988501e-02,2,0
0.343878,1012.7747,9.552877e-07,2.928646e-02,2,0
0.343878,1096.9472,8.087676e-07,2.860522e-02,2,0
0.343878,1188.1153,6.836768e-07,2.783800e-02,2,0
0.343878,1286.8604,5.769672e-07,2.698336e-02,2,0
0.343878,1393.8123,4.860307e-07,2.604216e-02,2,0
0.343878,1509.6530,4.086332e-07,2.501785e-02,2,0
0.343878,1635.1214,3.428585e-07,2.391673e-02,2,0
0.343878,1771.0175,2.870604e-07,2.274792e-02,2,0
0.343878,1918.2081,2.398213e-07,2.152318e-02,2,0
0.343878,2077.6318,1.999189e-07,2.025648e-02,2,0
0.343878,2250.3052,1.662967e-07,1.896340e-02,2,0
0.343878,2437.3297,1.380405e-07,1.766037e-02,2,0
0.343878,2639.8980,1.143585e-07,1.636382e-02,2,0
0.343878,2859.3018,9.456527e-08,1.508943e-02,2,0
0.343878,3096.9405,7.806760e-08,1.385136e-02,2,0
0.343878,3354.3295,6.435347e-08,1.266178e-02,2,0
0.343878,3633.1102,5.298210e-08,1.153048e-02,2,0
0.343878,3935.0607,4.357537e-08,1.046474e-02,2,0
0.343878,4262.1064,3.581039e-08,9.469398e-03,2,1
0.343878,4616.3332,2.941261e-08,8.546993e-03,2,1
0.343878,5000.0000,2.414975e-08,7.698069e-03,2,1
0.362245,100.0000,9.263868e-05,3.261496e-02,2,0
0.362245,108.3111,7.946267e-05,3.263338e-02,2,0
0.362245,117.3129,6.812892e-05,3.265222e-02,2,0
0.362245,127.0628,5.838754e-05,3.267131e-02,2,0
0.362245,137.6231,5.002065e-05,3.269045e-02,2,0
0.362245,149.0611,4.283873e-05,3.270937e-02,2,0
0.362245,161.4497,3.667732e-05,3.272776e-02,2,0
0.362245,174.8679,3.139393e-05,3.274519e-02,2,0
0.362245,189.4013,2.686535e-05,3.276117e-02,2,0
0.362245,205.1425,2.298516e-05,3.277508e-02,2,0
0.362245,222.1921,1.966158e-05,3.278618e-02,2,0
0.362245,240.6586,1.681554e-05,3.279355e-02,2,0
0.362245,260.6599,1.437901e-05,3.279611e-02,2,0
0.362245,282.3236,1.229346e-05,3.279257e-02,2,0
0.362245,305.7877,1.050863e-05,3.278138e-02,2,0
0.362245,331.2019,8.981355e-06,3.276072e-02,2,0
0.362245,358.7284,7.674613e-06,3.272846e-02,2,0
0.362245,388.5425,6.556645e-06,3.268209e-02,2,0
0.362245,420.8346,5.600236e-06,3.261872e-02,2,0
0.362245,455.8105,4.782069e-06,3.253501e-02,2,0
0.362245,493.6932,4.082177e-06,3.242715e-02,2,0
0.362245,534.7244,3.483469e-06,3.229082e-02,2,0
0.362245,579.1657,2.971321e-06,3.212120e-02,2,0
0.362245,627.3006,2.533219e-06,3.191295e-02,2,0
0.362245,679.4360,2.158465e-06,3.166026e-02,2,0
0.362245,735.9045,1.837912e-06,3.135696e-02,2,0
0.362245,797.0660,1.563740e-06,3.099655e-02,2,0
0.362245,863.3107,1.329267e-06,3.057249e-02,2,0
0.362245,935.0611,1.128784e-06,3.007835e-02,2,0
0.362245,1012.7747,9.574135e-07,2.950820e-02,2,0
0.362245,1096.9472,8.109879e-07,2.885692e-02,2,0
0.362245,1188.1153,6.859460e-07,2.812066e-02,2,0
0.362245,1286.8604,5.792435e-07,2.729726e-02,2,0
0.362245,1393.8123,4.882763e-07,2.638672e-02,2,0
0.362245,1509.6530,4.108149e-07,2.539155e-02,2,0
0.362245,1635.1214,3.449477e-07,2.431701e-02,2,0
0.362245,1771.0175,2.890334e-07,2.317122e-02,2,0
0.362245,1918.2081,2.416600e-07,2.196504e-02,2,0
0.362245,2077.6318,2.016104e-07,2.071170e-02,2,0
0.362245,2250.3052,1.678334e-07,1.942630e-02,2,0
0.362245,2437.3297,1.394199e-07,1.812504e-02,2,0
0.362245,2639.8980,1.155824e-07,1.682446e-02,2,0
0.362245,2859.3018,9.563932e-08,1.554057e-02,2,0
0.362245,3096.9405,7.900037e-08,1.428815e-02,2,0
0.362245,3354.3295,6.515565e-08,1.308013e-02,2,0
0.362245,3633.1102,5.366571e-08,1.192716e-02,2,0
0.362245,3935.0607,4.415307e-08,1.083744e-02,2,0
0.362245,4262.1064,3.629483e-08,9.816641e-03,2,1
0.362245,4616.3332,2.981601e-08,8.868108e-03,2,1
0.362245,5000.0000,2.448355e-08,7.993058e-03,2,1
0.380612,100.0000,9.229478e-05,3.260817e-02,2,0
0.380612,108.3111,7.919382e-05,3.262639e-02,2,0
0.380612,117.3129,6.791844e-05,3.264508e-02,2,0
0.380612,127.0628,5.822248e-05,3.266408e-02,2,0
0.380612,137.6231,4.989097e-05,3.268321e-02,2,0
0.380612,149.0611,4.273666e-05,3.270223e-02,2,0
0.380612,161.4497,3.659683e-05,3.272084e-02,2,0
0.380612,174.8679,3.133034e-05,3.273866e-02,2,0
0.380612,189.4013,2.681502e-05,3.275521e-02,2,0
0.380612,205.1425,2.294528e-05,3.276994e-02,2,0
0.380612,222.1921,1.962994e-05,3.278213e-02,2,0
