dataset,alpha,Rx,snrV,snrI,n_trials,loc_mean_pct,loc_std_pct,loc_p5,loc_p50,loc_p95,Rx_mean_pct,Rx_std_pct,Rx_p5,Rx_p50,Rx_p95,ci_halfwidth_pct,ci_excludes_zero,p_one_sided_zero_bias
pscad,0.1,100.0,20.0,20.0,100,24.94768840718112,16.196592962415707,2.2967261665170686,24.754762430667462,50.0,0.3821899365444314,0.5117958702527006,0.0,0.03164778633428256,1.3771162188337058,3.2137554313970518,1,0.0
pscad,0.1,100.0,20.0,30.0,100,19.208275366299272,13.011600365113166,2.1305575101922396,18.493704368122792,43.143789250655864,0.27460422645777927,0.3713089801869656,0.0,0.06423704828227272,0.9722142244034874,2.5817838011725565,1,0.0
pscad,0.1,100.0,20.0,40.0,100,18.31566333539548,12.831027543027645,2.0096368856014566,16.65188367140651,43.213911433362206,0.2640469293818882,0.3900405730665187,0.0,0.0,1.0153383680706694,2.5459542357147673,1,0.0
pscad,0.1,100.0,20.0,inf,100,18.151329004591183,12.837070055966768,1.9793150727929532,16.135291926943765,44.151296460234356,0.26693050677467894,0.40454837254712506,0.0,0.002787147683122271,1.1078184217810616,2.547153201375166,1,0.0
pscad,0.1,100.0,30.0,20.0,100,16.995805884669934,13.079564379725198,1.4344256336190477,14.149985092240858,42.29195894651639,0.32273168969839644,0.49050986198271407,0.0,0.002481366556601472,1.1749380521397539,2.5952693361616626,1,0.0
pscad,0.1,100.0,30.0,30.0,100,7.998987695888179,5.434551108353718,0.7059039996567706,8.00796781925754,16.61136671083022,0.1254608073159204,0.16393134049654862,0.0,0.022590818290559866,0.44584501789801934,1.07833284334582,1,0.0
pscad,0.1,100.0,30.0,40.0,100,6.072393820975666,4.262426922522748,0.3965759788803827,5.971419987435048,14.001207190501672,0.09174970804537608,0.12059228222119879,0.0,0.029128739918554913,0.31565549227399203,0.8457579754567961,1,0.0
pscad,0.1,100.0,30.0,inf,100,5.733976672950199,4.09612405761401,0.46516901060751836,5.283933448832906,13.653894308962023,0.08885841286821047,0.13087079982796404,0.0,0.008103245877727261,0.35905368271673904,0.8127598790918658,1,0.0
pscad,0.1,100.0,40.0,20.0,100,15.822692937054228,12.524177638130077,0.842934247001799,12.353575499416984,39.78463044844693,0.32844085942474577,0.5107347975627522,0.0,0.006479721446879694,1.3321444227061843,2.485068557425724,1,0.0
pscad,0.1,100.0,40.0,30.0,100,5.36663600835407,4.104011610819151,0.49405020452476456,4.066632382863581,13.21149082984866,0.10613307449174755,0.15659052054000672,0.0,0.0095073048924732,0.37831033251410695,0.8143249407694837,1,0.0
pscad,0.1,100.0,40.0,40.0,100,2.521124956520163,1.7343463990897237,0.2886951829914511,2.344278017450941,5.425721387300836,0.04446283653858387,0.05486204546721268,0.0,0.016296310693718397,0.14987085856477975,0.34413195249966916,1,0.0
pscad,0.1,100.0,40.0,inf,100,1.849342351657597,1.342385814565821,0.10881573228916433,1.559715058148954,4.223205972978045,0.03284887869985724,0.04424611027324192,0.0,0.011341281438255635,0.12227987438723743,0.2663584688830643,1,0.0
pscad,0.1,100.0,inf,20.0,100,18.25404241056734,13.40913562516367,1.3847367313913872,16.139816485641127,44.23923353298051,0.31918208116787383,0.4867721043914841,0.0,0.023182875681158066,1.1898106108263742,2.6606634213571083,1,0.0
pscad,0.1,100.0,inf,30.0,100,5.778303001892737,4.233634300213512,0.4139028302190484,5.193379208632304,13.51475506941962,0.1055596354086174,0.1556736344375006,0.0,0.016788382624966403,0.385842361202097,0.8400448945301351,1,0.0
pscad,0.1,100.0,inf,40.0,100,1.8706531809417235,1.33469123227273,0.18659172942813787,1.598935620930976,4.277362393271348,0.03834099371415092,0.05182666495903411,0.0,0.014136695075883665,0.13079595117272472,0.26483169682093155,1,0.0
pscad,0.1,100.0,inf,inf,100,0.5646986479328764,0.0,0.5646986479328764,0.5646986479328764,0.5646986479328764,0.012820639649746113,0.0,0.012820639649746113,0.012820639649746113,0.012820639649746113,0.0,1,0.0
pscad,0.1,500.0,20.0,20.0,100,92.17653427769348,81.19128654590082,7.862924793670256,50.0,230.3741182972713,0.7988127869726707,0.5433712544063757,0.07772678156044266,0.7222071078651027,1.8022853071291625,16.110112708548662,1,0.0
pscad,0.1,500.0,20.0,30.0,100,69.36521656335455,56.63931218851695,9.889258334223264,50.0,181.0526495141309,0.5446451345126664,0.40223971112083595,0.05581448009751625,0.4514977467571953,1.2638742080035115,11.238468337065052,1,0.0
pscad,0.1,500.0,20.0,40.0,100,65.62093924553646,55.2292416109596,11.065601764628799,50.0,197.6145404978984,0.48878963436552525,0.3932573150260356,0.03387398163288822,0.39177018835187594,1.1400352189922465,10.958679742772798,1,0.0
pscad,0.1,500.0,20.0,inf,100,64.7478165750343,56.03585291348615,5.544742200718157,50.0,203.28324109599524,0.47648161646217496,0.3875644187693472,0.03385364783749139,0.3912147768435375,1.1408535407148281,11.118728924754237,1,0.0
pscad,0.1,500.0,30.0,20.0,100,78.01587965753711,63.87982925958847,7.871295094748579,50.0,216.34912407752236,0.58185290821193,0.41813976800289443,0.07546151856601228,0.5252686087935614,1.342154154048456,12.675144008132147,1,0.0
pscad,0.1,500.0,30.0,30.0,100,42.579739465099145,25.603759947764168,6.441050634703852,40.1457593075209,81.07227943583926,0.2519191121833148,0.1715926294726652,0.02748080355754382,0.22712928156197448,0.5744927844192335,5.080341451270303,1,0.0
pscad,0.1,500.0,30.0,40.0,100,30.8097162149831,21.355887756082478,3.078843620147382,28.357705542772393,66.50446767432048,0.17468909494521964,0.12652474560672472,0.02105008287652936,0.14977295030546997,0.40638515467203346,4.237471450179568,1,0.0
pscad,0.1,500.0,30.0,inf,100,28.511210862545504,20.903816549255545,2.9590341483983322,25.001840288727927,73.41481933829446,0.15362855589695665,0.1239481612933154,0.012202865319554805,0.12498561760240819,0.36462106419624696,4.147770714988554,1,0.0
pscad,0.1,500.0,40.0,20.0,100,76.88649606497762,61.17421813449586,9.261920340023442,50.0,193.91642231984338,0.5472132721578301,0.39588431696787385,0.06315069981590511,0.4550723308012209,1.2879340022004886,12.13829206225119,1,0.0
pscad,0.1,500.0,40.0,30.0,100,34.92262578782929,22.411884212888257,5.807557462476979,32.79628665959953,76.71863914827355,0.18318512587151745,0.13496128639000843,0.009646869508509326,0.15859017624919147,0.4325452289636603,4.447004057220489,1,0.0
pscad,0.1,500.0,40.0,40.0,100,17.863702828774002,11.870375554154087,0.7695724374271032,17.6943851981707,35.138402649065625,0.08401220855947464,0.058781203412660646,0.009701888527007442,0.07580503270381769,0.1950639973517889,2.3553400396249553,1,0.0
pscad,0.1,500.0,40.0,inf,100,14.740083831102249,9.073119538786656,2.465970103659758,14.938307271784863,32.85355827089075,0.05926554720985222,0.04349132291670972,0.006902773032783785,0.05500148499719444,0.14535798424654894,1.800303759263042,1,0.0
pscad,0.1,500.0,inf,20.0,100,69.31395202703,65.68703401276423,4.861051855174951,50.0,207.49389409145698,0.4813206921719172,0.4051872937493079,0.03751291319838174,0.3769323410646052,1.2924309715911488,13.033732638756035,1,0.0
pscad,0.1,500.0,inf,30.0,100,28.87671275936814,23.908020648093324,1.758111458877254,23.646146199069108,73.8151513451345,0.15910815088147817,0.13021147431313942,0.018292807969124282,0.1251816837038632,0.4102949405142738,4.743869984882486,1,0.0
pscad,0.1,500.0,inf,40.0,100,15.841419317744462,9.460560959076348,3.092508021073635,13.614815767601595,32.89074523445797,0.06341312924546638,0.04753595439060076,0.007027846526823965,0.054352651723598905,0.14557705266517926,1.8771805426515946,1,0.0
pscad,0.1,500.0,inf,inf,100,14.179973967836741,0.0,14.179973967836741,14.179973967836741,14.179973967836741,0.04415212785204403,0.0,0.04415212785204403,0.04415212785204403,0.04415212785204403,0.0,1,0.0
pscad,0.1,1000.0,20.0,20.0,100,166.2079970695017,172.0450732284322,18.753925590159653,73.37038427780018,510.68179995125513,0.844744666625282,0.7110294080477259,0.06498381790682516,0.7578952721489032,2.185708363933838,34.13747507367817,1,3.3306690738754696e-16
pscad,0.1,1000.0,20.0,30.0,100,139.18711231552166,128.5867454464333,9.734136966186758,87.79550887967292,410.6631269564443,0.6502523967785369,0.5247861723239716,0.029730629238155757,0.5494551812414727,1.5463390963881363,25.514400006414053,1,0.0
pscad,0.1,1000.0,20.0,40.0,100,135.1644224423519,126.79505081965966,4.985156290837847,81.98737600081779,404.2742310030814,0.631456151123647,0.5017092351582655,0.04900553553518762,0.48604198318278125,1.610565475812459,25.158888921362998,1,0.0
pscad,0.1,1000.0,20.0,inf,100,133.82096197856333,128.67314369350598,4.981137223985551,82.56543462543947,421.0807661174666,0.6300888891253256,0.49829431607697916,0.042959793996928966,0.537168728506805,1.5284293404864673,25.53154329305695,1,0.0
pscad,0.1,1000.0,30.0,20.0,100,123.07729538855232,126.94025880648522,8.46366133090159,50.0,374.3501633290268,0.6360532441901003,0.5026244074316253,0.033873032287606866,0.5584202479351574,1.6197444696999723,25.187701336259497,1,2.220446049250313e-16
pscad,0.1,1000.0,30.0,30.0,100,75.54378569911438,58.33393374601831,4.749589924086635,56.07375597544106,184.95820162731516,0.2844849128498899,0.23162748988775647,0.017999092911312006,0.22677497775319466,0.7233794426456062,11.57471801915685,1,0.0
pscad,0.1,1000.0,30.0,40.0,100,66.93457189297807,47.35142973630186,3.535371778717014,60.6115826092625,156.8193880343816,0.230420562715011,0.17342732849656295,0.018175568689890155,0.1867902941041052,0.5178649903806654,9.395550956462332,1,0.0
pscad,0.1,1000.0,30.0,inf,100,66.1918388982016,46.18761063512383,4.961140869168471,58.93372208195741,159.51984005143666,0.23060004735657386,0.15777291078160627,0.025350702371742386,0.2002098177879418,0.5617347691324431,9.16462399754858,1,0.0
pscad,0.1,1000.0,40.0,20.0,100,116.39639793028105,118.98709562586069,6.120101731668412,50.0,346.3860238666153,0.6221343409334343,0.46749105847916506,0.030166160395306747,0.4824210586582126,1.5255668123725286,23.609621216086683,1,1.1102230246251565e-16
pscad,0.1,1000.0,40.0,30.0,100,61.65002031457934,46.04715039821889,5.845045621108978,50.0,147.07320506318058,0.21978300279182417,0.168783140153295,0.012277272670780236,0.17888513981527582,0.5367967717254856,9.136753639239517,1,0.0
pscad,0.1,1000.0,40.0,40.0,100,52.11431706773974,23.46903239786558,13.190283701988198,50.6650522628248,90.45953723019561,0.132166699975165,0.08891113064983903,0.014269988325701206,0.11923880650633123,0.3049737066913286,4.656765192117571,1,0.0
pscad,0.1,1000.0,40.0,inf,100,51.77941580490375,17.19266001058097,24.107057395084095,51.564875814234185,82.72626215807703,0.12794358860012278,0.06799274656717044,0.018437446784944883,0.13269551197236637,0.23341041219266287,3.411396743585667,1,0.0
pscad,0.1,1000.0,inf,20.0,100,101.05007389924538,106.50730004255641,13.229666654540292,50.0,302.9057480801124,0.5975205446180921,0.5365077794573592,0.05755113572872859,0.4173883892184904,1.6745206192422342,21.13335902121412,1,6.661338147750939e-16
pscad,0.1,1000.0,inf,30.0,100,55.15939054066448,39.00366374371306,6.922256983887084,49.987185103930415,125.10280749671487,0.20333880328909934,0.1818568640475159,0.018833810867920988,0.13889062867019675,0.6066345208548393,7.739173077425201,1,0.0
pscad,0.1,1000.0,inf,40.0,100,44.68867012923793,18.216076056390566,14.345026158533802,45.975292911058105,72.13824794675382,0.1215889111257777,0.07372510054483505,0.02763530784593229,0.11383506188957995,0.2745343448646071,3.614464690247762,1,0.0
pscad,0.1,1000.0,inf,inf,100,48.17258239505115,0.0,48.17258239505115,48.17258239505115,48.17258239505115,0.12181110306084975,0.0,0.12181110306084975,0.12181110306084975,0.12181110306084975,0.0,1,0.0
pscad,0.1,2000.0,20.0,20.0,100,326.09170408201936,316.329715098326,34.62598040254358,207.62745124065623,850.0,1.121079410627475,0.8728255459129228,0.11428947081943022,0.9601726184665096,3.0710323375287825,62.76667829886004,1,0.0
pscad,0.1,2000.0,20.0,30.0,100,296.7866351877856,280.1672746237603,20.345054365422072,200.0370467705452,850.0,0.9185996957025268,0.7246161202796698,0.05464835189414828,0.7925201337339729,2.5191350820876672,55.591265558823224,1,0.0
pscad,0.1,2000.0,20.0,40.0,100,289.94656899865083,273.72843998784504,13.87383205540653,207.1560644907454,850.0,0.9110064511122339,0.6842337013965057,0.11606424152989576,0.8117856442590152,2.3563235383421706,54.313661075518745,1,0.0
pscad,0.1,2000.0,20.0,inf,100,290.48342839771897,273.6107139519612,27.500237871544627,201.5279026170499,850.0,0.9249263405599192,0.6672749236748453,0.17447288577971848,0.788481880348536,2.281712718735062,54.29030167591437,1,0.0
pscad,0.1,2000.0,30.0,20.0,100,261.2789987393091,275.64793763236844,23.04252514119065,145.87063073364666,850.0,0.8924840876791642,0.6141846113816289,0.07659284283491274,0.8048183273085328,1.9847558764645923,54.694531051998105,1,7.771561172376096e-16
pscad,0.1,2000.0,30.0,30.0,100,176.37153730815146,126.52995430339334,22.54865822637162,156.82938992054534,424.733685325111,0.4536643795777062,0.3092379898354855,0.055271754993083844,0.3872488274092575,1.0914166803368104,25.10628802122478,1,0.0
pscad,0.1,2000.0,30.0,40.0,100,163.63898430243947,95.92420921029023,24.696439752488335,155.04077400665597,334.4961777483742,0.39512624310305783,0.25848813982739666,0.03182996376507447,0.3898342603504489,0.8753030652722741,19.033444198257982,1,0.0
