alpha,Rx,orc_satisfied
0.454082,579.1657,1
0.454082,627.3006,1
0.454082,679.4360,1
0.454082,735.9045,1
0.454082,797.0660,1
0.454082,863.3107,1
0.454082,935.0611,1
0.454082,1012.7747,1
0.454082,1096.9472,1
0.454082,1188.1153,1
0.454082,1286.8604,1
0.454082,1393.8123,1
0.454082,1509.6530,1
0.454082,1635.1214,1
0.454082,1771.0175,1
0.454082,1918.2081,1
0.454082,2077.6318,1
0.454082,2250.3052,1
0.454082,2437.3297,1
0.454082,2639.8980,1
0.454082,2859.3018,1
0.454082,3096.9405,1
0.454082,3354.3295,1
0.454082,3633.1102,1
0.454082,3935.0607,1
0.454082,4262.1064,1
0.454082,4616.3332,1
0.454082,5000.0000,1
0.472449,100.0000,1
0.472449,108.3111,1
0.472449,117.3129,1
0.472449,127.0628,1
0.472449,137.6231,1
0.472449,149.0611,1
0.472449,161.4497,1
0.472449,174.8679,1
0.472449,189.4013,1
0.472449,205.1425,1
0.472449,222.1921,1
0.472449,240.6586,1
0.472449,260.6599,1
0.472449,282.3236,1
0.472449,305.7877,1
0.472449,331.2019,1
0.472449,358.7284,1
0.472449,388.5425,1
0.472449,420.8346,1
0.472449,455.8105,1
0.472449,493.6932,1
0.472449,534.7244,1
0.472449,579.1657,1
0.472449,627.3006,1
0.472449,679.4360,1
0.472449,735.9045,1
0.472449,797.0660,1
0.472449,863.3107,1
0.472449,935.0611,1
0.472449,1012.7747,1
0.472449,1096.9472,1
0.472449,1188.1153,1
0.472449,1286.8604,1
0.472449,1393.8123,1
0.472449,1509.6530,1
0.472449,1635.1214,1
0.472449,1771.0175,1
0.472449,1918.2081,1
0.472449,2077.6318,1
0.472449,2250.3052,1
0.472449,2437.3297,1
0.472449,2639.8980,1
0.472449,2859.3018,1
0.472449,3096.9405,1
0.472449,3354.3295,1
0.472449,3633.1102,1
0.472449,3935.0607,1
0.472449,4262.1064,1
0.472449,4616.3332,1
0.472449,5000.0000,1
0.490816,100.0000,1
0.490816,108.3111,1
0.490816,117.3129,1
0.490816,127.0628,1
0.490816,137.6231,1
0.490816,149.0611,1
0.490816,161.4497,1
0.490816,174.8679,1
0.490816,189.4013,1
0.490816,205.1425,1
0.490816,222.1921,1
0.490816,240.6586,1
0.490816,260.6599,1
0.490816,282.3236,1
0.490816,305.7877,1
0.490816,331.2019,1
0.490816,358.7284,1
0.490816,388.5425,1
0.490816,420.8346,1
0.490816,455.8105,1
0.490816,493.6932,1
0.490816,534.7244,1
0.490816,579.1657,1
0.490816,627.3006,1
0.490816,679.4360,1
0.490816,735.9045,1
0.490816,797.0660,1
0.490816,863.3107,1
0.490816,935.0611,1
0.490816,1012.7747,1
0.490816,1096.9472,1
0.490816,1188.1153,1
0.490816,1286.8604,1
0.490816,1393.8123,1
0.490816,1509.6530,1
0.490816,1635.1214,1
0.490816,1771.0175,1
0.490816,1918.2081,1
0.490816,2077.6318,1
0.490816,2250.3052,1
0.490816,2437.3297,1
0.490816,2639.8980,1
0.490816,2859.3018,1
0.490816,3096.9405,1
0.490816,3354.3295,1
0.490816,3633.1102,1
0.490816,3935.0607,1
0.490816,4262.1064,1
0.490816,4616.3332,1
0.490816,5000.0000,1
0.509184,100.0000,1
0.509184,108.3111,1
0.509184,117.3129,1
0.509184,127.0628,1
0.509184,137.6231,1
0.509184,149.0611,1
0.509184,161.4497,1
0.509184,174.8679,1
0.509184,189.4013,1
0.509184,205.1425,1
0.509184,222.1921,1
0.509184,240.6586,1
0.509184,260.6599,1
0.509184,282.3236,1
0.509184,305.7877,1
0.509184,331.2019,1
0.509184,358.7284,1
0.509184,388.5425,1
0.509184,420.8346,1
0.509184,455.8105,1
0.509184,493.6932,1
0.509184,534.7244,1
0.509184,579.1657,1
0.509184,627.3006,1
0.509184,679.4360,1
0.509184,735.9045,1
0.509184,797.0660,1
0.509184,863.3107,1
0.509184,935.0611,1
0.509184,1012.7747,1
0.509184,1096.9472,1
0.509184,1188.1153,1
0.509184,1286.8604,1
0.509184,1393.8123,1
0.509184,1509.6530,1
0.509184,1635.1214,1
0.509184,1771.0175,1
0.509184,1918.2081,1
0.509184,2077.6318,1
0.509184,2250.3052,1
0.509184,2437.3297,1
0.509184,2639.8980,1
0.509184,2859.3018,1
0.509184,3096.9405,1
0.509184,3354.3295,1
0.509184,3633.1102,1
0.509184,3935.0607,1
0.509184,4262.1064,1
0.509184,4616.3332,1
0.509184,5000.0000,1
0.527551,100.0000,1
0.527551,108.3111,1
0.527551,117.3129,1
0.527551,127.0628,1
0.527551,137.6231,1
0.527551,149.0611,1
0.527551,161.4497,1
0.527551,174.8679,1
0.527551,189.4013,1
0.527551,205.1425,1
0.527551,222.1921,1
0.527551,240.6586,1
0.527551,260.6599,1
0.527551,282.3236,1
0.527551,305.7877,1
0.527551,331.2019,1
0.527551,358.7284,1
0.527551,388.5425,1
0.527551,420.8346,1
0.527551,455.8105,1
0.527551,493.6932,1
0.527551,534.7244,1
0.527551,579.1657,1
0.527551,627.3006,1
0.527551,679.4360,1
0.527551,735.9045,1
0.527551,797.0660,1
0.527551,863.3107,1
0.527551,935.0611,1
0.527551,1012.7747,1
0.527551,1096.9472,1
0.527551,1188.1153,1
0.527551,1286.8604,1
0.527551,1393.8123,1
0.527551,1509.6530,1
0.527551,1635.1214,1
0.527551,1771.0175,1
0.527551,1918.2081,1
0.527551,2077.6318,1
0.527551,2250.3052,1
0.527551,2437.3297,1
0.527551,2639.8980,1
0.527551,2859.3018,1
0.527551,3096.9405,1
0.527551,3354.3295,1
0.527551,3633.1102,1
0.527551,3935.0607,1
0.527551,4262.1064,1
0.527551,4616.3332,1
0.527551,5000.0000,1
0.545918,100.0000,1
0.545918,108.3111,1
0.545918,117.3129,1
0.545918,127.0628,1
0.545918,137.6231,1
0.545918,149.0611,1
0.545918,161.4497,1
0.545918,174.8679,1
0.545918,189.4013,1
0.545918,205.1425,1
0.545918,222.1921,1
0.545918,240.6586,1
0.545918,260.6599,1
0.545918,282.3236,1
0.545918,305.7877,1
0.545918,331.2019,1
0.545918,358.7284,1
0.545918,388.5425,1
0.545918,420.8346,1
0.545918,455.8105,1
0.545918,493.6932,1
0.545918,534.7244,1
0.545918,579.1657,1
0.545918,627.3006,1
0.545918,679.4360,1
0.545918,735.9045,1
0.545918,797.0660,1
0.545918,863.3107,1
0.545918,935.0611,1
0.545918,1012.7747,1
0.545918,1096.9472,1
0.545918,1188.1153,1
0.545918,1286.8604,1
0.545918,1393.8123,1
0.545918,1509.6530,1
0.545918,1635.1214,1
0.545918,1771.0175,1
0.545918,1918.2081,1
0.545918,2077.6318,1
0.545918,2250.3052,1
0.545918,2437.3297,1
0.545918,2639.8980,1
0.545918,2859.3018,1
0.545918,3096.9405,1
0.545918,3354.3295,1
0.545918,3633.1102,1
0.545918,3935.0607,1
0.545918,4262.1064,1
0.545918,4616.3332,1
0.545918,5000.0000,1
0.564286,100.0000,1
0.564286,108.3111,1
0.564286,117.3129,1
0.564286,127.0628,1
0.564286,137.6231,1
0.564286,149.0611,1
0.564286,161.4497,1
0.564286,174.8679,1
0.564286,189.4013,1
0.564286,205.1425,1
0.564286,222.1921,1
0.564286,240.6586,1
0.564286,260.6599,1
0.564286,282.3236,1
0.564286,305.7877,1
0.564286,331.2019,1
0.564286,358.7284,1
0.564286,388.5425,1
0.564286,420.8346,1
0.564286,455.8105,1
0.564286,493.6932,1
0.564286,534.7244,1
0.564286,579.1657,1
0.564286,627.3006,1
0.564286,679.4360,1
0.564286,735.9045,1
0.564286,797.0660,1
0.564286,863.3107,1
0.564286,935.0611,1
0.564286,1012.7747,1
0.564286,1096.9472,1
0.564286,1188.1153,1
0.564286,1286.8604,1
0.564286,1393.8123,1
0.564286,1509.6530,1
0.564286,1635.1214,1
0.564286,1771.0175,1
0.564286,1918.2081,1
0.564286,2077.6318,1
0.564286,2250.3052,1
0.564286,2437.3297,1
0.564286,2639.8980,1
0.564286,2859.3018,1
0.564286,3096.9405,1
0.564286,3354.3295,1
0.564286,3633.1102,1
0.564286,3935.0607,1
0.564286,4262.1064,1
0.564286,4616.3332,1
0.564286,5000.0000,1
0.582653,100.0000,1
0.582653,108.3111,1
0.582653,117.3129,1
0.582653,127.0628,1
0.582653,137.6231,1
0.582653,149.0611,1
0.582653,161.4497,1
0.582653,174.8679,1
0.582653,189.4013,1
0.582653,205.1425,1
0.582653,222.1921,1
0.582653,240.6586,1
0.582653,260.6599,1
0.582653,282.3236,1
0.582653,305.7877,1
0.582653,331.2019,1
0.582653,358.7284,1
0.582653,388.5425,1
0.582653,420.8346,1
0.582653,455.8105,1
0.582653,493.6932,1
0.582653,534.7244,1
0.582653,579.1657,1
0.582653,627.3006,1
0.582653,679.4360,1
0.582653,735.9045,1
0.582653,797.0660,1
0.582653,863.3107,1
0.582653,935.0611,1
0.582653,1012.7747,1
0.582653,1096.9472,1
0.582653,1188.1153,1
0.582653,1286.8604,1
0.582653,1393.8123,1
0.582653,1509.6530,1
0.582653,1635.1214,1
0.582653,1771.0175,1
0.582653,1918.2081,1
0.582653,2077.6318,1
0.582653,2250.3052,1
0.582653,2437.3297,1
0.582653,2639.8980,1
0.582653,2859.3018,1
0.582653,3096.9405,1
0.582653,3354.3295,1
0.582653,3633.1102,1
0.582653,3935.0607,1
0.582653,4262.1064,1
0.582653,4616.3332,1
0.582653,5000.0000,1
0.601020,100.0000,1
0.601020,108.3111,1
0.601020,117.3129,1
0.601020,127.0628,1
0.601020,137.6231,1
0.601020,149.0611,1
0.601020,161.4497,1
0.601020,174.8679,1
0.601020,189.4013,1
0.601020,205.1425,1
0.601020,222.1921,1
0.601020,240.6586,1
0.601020,260.6599,1
0.601020,282.3236,1
0.601020,305.7877,1
0.601020,331.2019,1
0.601020,358.7284,1
0.601020,388.5425,1
0.601020,420.8346,1
0.601020,455.8105,1
0.601020,493.6932,1
0.601020,534.7244,1
0.601020,579.1657,1
0.601020,627.3006,1
0.601020,679.4360,1
0.601020,735.9045,1
0.601020,797.0660,1
0.601020,863.3107,1
0.601020,935.0611,1
0.601020,1012.7747,1
0.601020,1096.9472,1
0.601020,1188.1153,1
0.601020,1286.8604,1
0.601020,1393.8123,1
0.601020,1509.6530,1
0.601020,1635.1214,1
0.601020,1771.0175,1
0.601020,1918.2081,1
0.601020,2077.6318,1
0.601020,2250.3052,1
0.601020,2437.3297,1
0.601020,2639.8980,1
0.601020,2859.3018,1
0.601020,3096.9405,1
0.601020,3354.3295,1
0.601020,3633.1102,1
0.601020,3935.0607,1
0.601020,4262.1064,1
0.601020,4616.3332,1
0.601020,5000.0000,1
0.619388,100.0000,1
0.619388,108.3111,1
0.619388,117.3129,1
0.619388,127.0628,1
0.619388,137.6231,1
0.619388,149.0611,1
0.619388,161.4497,1
0.619388,174.8679,1
0.619388,189.4013,1
0.619388,205.1425,1
0.619388,222.1921,1
0.619388,240.6586,1
0.619388,260.6599,1
0.619388,282.3236,1
0.619388,305.7877,1
0.619388,331.2019,1
0.619388,358.7284,1
0.619388,388.5425,1
0.619388,420.8346,1
0.619388,455.8105,1
0.619388,493.6932,1
0.619388,534.7244,1
0.619388,579.1657,1
0.619388,627.3006,1
0.619388,679.4360,1
0.619388,735.9045,1
0.619388,797.0660,1
0.619388,863.3107,1
0.619388,935.0611,1
0.619388,1012.7747,1
0.619388,1096.9472,1
0.619388,1188.1153,1
0.619388,1286.8604,1
0.619388,1393.8123,1
0.619388,1509.6530,1
0.619388,1635.1214,1
0.619388,1771.0175,1
0.619388,1918.2081,1
0.619388,2077.6318,1
0.619388,2250.3052,1
0.619388,2437.3297,1
0.619388,2639.8980,1
0.619388,2859.3018,1
0.619388,3096.9405,1
0.619388,3354.3295,1
0.619388,3633.1102,1
0.619388,3935.0607,1
0.619388,4262.1064,1
0.619388,4616.3332,1
0.619388,5000.0000,1
0.637755,100.0000,1
0.637755,108.3111,1
0.637755,117.3129,1
0.637755,127.0628,1
0.637755,137.6231,1
0.637755,149.0611,1
0.637755,161.4497,1
0.637755,174.8679,1
0.637755,189.4013,1
0.637755,205.1425,1
0.637755,222.1921,1
0.637755,240.6586,1
0.637755,260.6599,1
0.637755,282.3236,1
0.637755,305.7877,1
0.637755,331.2019,1
0.637755,358.7284,1
0.637755,388.5425,1
0.637755,420.8346,1
0.637755,455.8105,1
0.637755,493.6932,1
0.637755,534.7244,1
0.637755,579.1657,1
0.637755,627.3006,1
0.637755,679.4360,1
0.637755,735.9045,1
0.637755,797.0660,1
0.637755,863.3107,1
0.637755,935.0611,1
0.637755,1012.7747,1
0.637755,1096.9472,1
0.637755,1188.1153,1
0.637755,1286.8604,1
0.637755,1393.8123,1
0.637755,1509.6530,1
0.637755,1635.1214,1
0.637755,1771.0175,1
0.637755,1918.2081,1
0.637755,2077.6318,1
0.637755,2250.3052,1
0.637755,2437.3297,1
0.637755,2639.8980,1
0.637755,2859.3018,1
0.637755,3096.9405,1
0.637755,3354.3295,1
0.637755,3633.1102,1
0.637755,3935.0607,1
0.637755,4262.1064,1
0.637755,4616.3332,1
0.637755,5000.0000,1
0.656122,100.0000,1
0.656122,108.3111,1
0.656122,117.3129,1
0.656122,127.0628,1
0.656122,137.6231,1
0.656122,149.0611,1
0.656122,161.4497,1
0.656122,174.8679,1
0.656122,189.4013,1
0.656122,205.1425,1
0.656122,222.1921,1
0.656122,240.6586,1
0.656122,260.6599,1
0.656122,282.3236,1
0.656122,305.7877,1
0.656122,331.2019,1
0.656122,358.7284,1
0.656122,388.5425,1
0.656122,420.8346,1
0.656122,455.8105,1
0.656122,493.6932,1
0.656122,534.7244,1
0.656122,579.1657,1
0.656122,627.3006,1
0.656122,679.4360,1
0.656122,735.9045,1
0.656122,797.0660,1
0.656122,863.3107,1
0.656122,935.0611,1
0.656122,1012.7747,1
0.656122,1096.9472,1
0.656122,1188.1153,1
0.656122,1286.8604,1
0.656122,1393.8123,1
0.656122,1509.6530,1
0.656122,1635.1214,1
0.656122,1771.0175,1
0.656122,1918.2081,1
0.656122,2077.6318,1
0.656122,2250.3052,1
0.656122,2437.3297,1
0.656122,2639.8980,1
0.656122,2859.3018,1
0.656122,3096.9405,1
0.656122,3354.3295,1
0.656122,3633.1102,1
0.656122,3935.0607,1
0.656122,4262.1064,1
0.656122,4616.3332,1
0.656122,5000.0000,1
0.674490,100.0000,1
0.674490,108.3111,1
0.674490,117.3129,1
0.674490,127.0628,1
0.674490,137.6231,1
0.674490,149.0611,1
0.674490,161.4497,1
0.674490,174.8679,1
0.674490,189.4013,1
0.674490,205.1425,1
0.674490,222.1921,1
0.674490,240.6586,1
0.674490,260.6599,1
0.674490,282.3236,1
0.674490,305.7877,1
0.674490,331.2019,1
0.674490,358.7284,1
0.674490,388.5425,1
0.674490,420.8346,1
0.674490,455.8105,1
0.674490,493.6932,1
0.674490,534.7244,1
0.674490,579.1657,1
0.674490,627.3006,1
0.674490,679.4360,1
0.674490,735.9045,1
0.674490,797.0660,1
0.674490,863.3107,1
0.674490,935.0611,1
0.674490,1012.7747,1
0.674490,1096.9472,1
0.674490,1188.1153,1
0.674490,1286.8604,1
0.674490,1393.8123,1
0.674490,1509.6530,1
0.674490,1635.1214,1
0.674490,1771.0175,1
0.674490,1918.2081,1
0.674490,2077.6318,1
0.674490,2250.3052,1
0.674490,2437.3297,1
0.674490,2639.8980,1
0.674490,2859.3018,1
0.674490,3096.9405,1
0.674490,3354.3295,1
0.674490,3633.1102,1
0.674490,3935.0607,1
0.674490,4262.1064,1
0.674490,4616.3332,1
0.674490,5000.0000,1
0.692857,100.0000,1
0.692857,108.3111,1
0.692857,117.3129,1
0.692857,127.0628,1
0.692857,137.6231,1
0.692857,149.0611,1
0.692857,161.4497,1
0.692857,174.8679,1
0.692857,189.4013,1
0.692857,205.1425,1
0.692857,222.1921,1
0.692857,240.6586,1
0.692857,260.6599,1
0.692857,282.3236,1
0.692857,305.7877,1
0.692857,331.2019,1
0.692857,358.7284,1
0.692857,388.5425,1
0.692857,420.8346,1
0.692857,455.8105,1
0.692857,493.6932,1
0.692857,534.7244,1
0.692857,579.1657,1
0.692857,627.3006,1
0.692857,679.4360,1
0.692857,735.9045,1
0.692857,797.0660,1
0.692857,863.3107,1
0.692857,935.0611,1
0.692857,1012.7747,1
0.692857,1096.9472,1
0.692857,1188.1153,1
0.692857,1286.8604,1
0.692857,1393.8123,1
0.692857,1509.6530,1
0.692857,1635.1214,1
0.692857,1771.0175,1
0.692857,1918.2081,1
0.692857,2077.6318,1
0.692857,2250.3052,1
0.692857,2437.3297,1
0.692857,2639.8980,1
0.692857,2859.3018,1
0.692857,3096.9405,1
0.692857,3354.3295,1
0.692857,3633.1102,1
0.692857,3935.0607,1
0.692857,4262.1064,1
0.692857,4616.3332,1
0.692857,5000.0000,1
0.711224,100.0000,1
0.711224,108.3111,1
0.711224,117.3129,1
0.711224,127.0628,1
0.711224,137.6231,1
0.711224,149.0611,1
0.711224,161.4497,1
0.711224,174.8679,1
0.711224,189.4013,1
0.711224,205.1425,1
0.711224,222.1921,1
0.711224,240.6586,1
0.711224,260.6599,1
0.711224,282.3236,1
0.711224,305.7877,1
0.711224,331.2019,1
0.711224,358.7284,1
0.711224,388.5425,1
0.711224,420.8346,1
0.711224,455.8105,1
0.711224,493.6932,1
0.711224,534.7244,1
0.711224,579.1657,1
0.711224,627.3006,1
0.711224,679.4360,1
0.711224,735.9045,1
0.711224,797.0660,1
0.711224,863.3107,1
0.711224,935.0611,1
0.711224,1012.7747,1
0.711224,1096.9472,1
0.711224,1188.1153,1
0.711224,1286.8604,1
0.711224,1393.8123,1
0.711224,1509.6530,1
0.711224,1635.1214,1
0.711224,1771.0175,1
0.711224,1918.2081,1
0.711224,2077.6318,1
0.711224,2250.3052,1
0.711224,2437.3297,1
0.711224,2639.8980,1
0.711224,2859.3018,1
0.711224,3096.9405,1
0.711224,3354.3295,1
0.711224,3633.1102,1
0.711224,3935.0607,1
0.711224,4262.1064,1
0.711224,4616.3332,1
0.711224,5000.0000,1
0.729592,100.0000,1
0.729592,108.3111,1
0.729592,117.3129,1
0.729592,127.0628,1
0.729592,137.6231,1
0.729592,149.0611,1
0.729592,161.4497,1
0.729592,174.8679,1
0.729592,189.4013,1
0.729592,205.1425,1
0.729592,222.1921,1
0.729592,240.6586,1
0.729592,260.6599,1
0.729592,282.3236,1
0.729592,305.7877,1
0.729592,331.2019,1
0.729592,358.7284,1
0.729592,388.5425,1
0.729592,420.8346,1
0.729592,455.8105,1
0.729592,493.6932,1
0.729592,534.7244,1
0.729592,579.1657,1
0.729592,627.3006,1
0.729592,679.4360,1
0.729592,735.9045,1
0.729592,797.0660,1
0.729592,863.3107,1
0.729592,935.0611,1
0.729592,1012.7747,1
0.729592,1096.9472,1
0.729592,1188.1153,1
0.729592,1286.8604,1
0.729592,1393.8123,1
0.729592,1509.6530,1
0.729592,1635.1214,1
0.729592,1771.0175,1
0.729592,1918.2081,1
0.729592,2077.6318,1
0.729592,2250.3052,1
0.729592,2437.3297,1
0.729592,2639.8980,1
0.729592,2859.3018,1
0.729592,3096.9405,1
0.729592,3354.3295,1
0.729592,3633.1102,1
0.729592,3935.0607,1
0.729592,4262.1064,1
0.729592,4616.3332,1
0.729592,5000.0000,1
0.747959,100.0000,1
0.747959,108.3111,1
0.747959,117.3129,1
0.747959,127.0628,1
0.747959,137.6231,1
0.747959,149.0611,1
0.747959,161.4497,1
0.747959,174.8679,1
0.747959,189.4013,1
0.747959,205.1425,1
0.747959,222.1921,1
0.747959,240.6586,1
0.747959,260.6599,1
0.747959,282.3236,1
0.747959,305.7877,1
0.747959,331.2019,1
0.747959,358.7284,1
0.747959,388.5425,1
0.747959,420.8346,1
0.747959,455.8105,1
0.747959,493.6932,1
0.747959,534.7244,1
0.747959,579.1657,1
0.747959,627.3006,1
0.747959,679.4360,1
0.747959,735.9045,1
0.747959,797.0660,1
0.747959,863.3107,1
0.747959,935.0611,1
0.747959,1012.7747,1
0.747959,1096.9472,1
0.747959,1188.1153,1
0.747959,1286.8604,1
0.747959,1393.8123,1
0.747959,1509.6530,1
0.747959,1635.1214,1
0.747959,1771.0175,1
0.747959,1918.2081,1
0.747959,2077.6318,1
0.747959,2250.3052,1
0.747959,2437.3297,1
0.747959,2639.8980,1
0.747959,2859.3018,1
0.747959,3096.9405,1
0.747959,3354.3295,1
0.747959,3633.1102,1
0.747959,3935.0607,1
0.747959,4262.1064,1
0.747959,4616.3332,1
0.747959,5000.0000,1
0.766327,100.0000,1
0.766327,108.3111,1
0.766327,117.3129,1
0.766327,127.0628,1
0.766327,137.6231,1
0.766327,149.0611,1
0.766327,161.4497,1
0.766327,174.8679,1
0.766327,189.4013,1
0.766327,205.1425,1
0.766327,222.1921,1
0.766327,240.6586,1
0.766327,260.6599,1
0.766327,282.3236,1
0.766327,305.7877,1
0.766327,331.2019,1
0.766327,358.7284,1
0.766327,388.5425,1
0.766327,420.8346,1
0.766327,455.8105,1
0.766327,493.6932,1
0.766327,534.7244,1
0.766327,579.1657,1
0.766327,627.3006,1
0.766327,679.4360,1
0.766327,735.9045,1
0.766327,797.0660,1
0.766327,863.3107,1
0.766327,935.0611,1
0.766327,1012.7747,1
0.766327,1096.9472,1
0.766327,1188.1153,1
0.766327,1286.8604,1
0.766327,1393.8123,1
0.766327,1509.6530,1
0.766327,1635.1214,1
0.766327,1771.0175,1
0.766327,1918.2081,1
0.766327,2077.6318,1
0.766327,2250.3052,1
0.766327,2437.3297,1
0.766327,2639.8980,1
0.766327,2859.3018,1
0.766327,3096.9405,1
0.766327,3354.3295,1
0.766327,3633.1102,1
0.766327,3935.0607,1
0.766327,4262.1064,1
0.766327,4616.3332,1
0.766327,5000.0000,1
0.784694,100.0000,1
0.784694,108.3111,1
0.784694,117.3129,1
0.784694,127.0628,1
0.784694,137.6231,1
0.784694,149.0611,1
0.784694,161.4497,1
0.784694,174.8679,1
0.784694,189.4013,1
0.784694,205.1425,1
0.784694,222.1921,1
0.784694,240.6586,1
0.784694,260.6599,1
0.784694,282.3236,1
0.784694,305.7877,1
0.784694,331.2019,1
0.784694,358.7284,1
0.784694,388.5425,1
0.784694,420.8346,1
0.784694,455.8105,1
0.784694,493.6932,1
0.784694,534.7244,1
0.784694,579.1657,1
0.784694,627.3006,1
0.784694,679.4360,1
0.784694,735.9045,1
0.784694,797.0660,1
0.784694,863.3107,1
0.784694,935.0611,1
0.784694,1012.7747,1
0.784694,1096.9472,1
0.784694,1188.1153,1
0.784694,1286.8604,1
0.784694,1393.8123,1
0.784694,1509.6530,1
0.784694,1635.1214,1
0.784694,1771.0175,1
0.784694,1918.2081,1
0.784694,2077.6318,1
0.784694,2250.3052,1
0.784694,2437.3297,1
0.784694,2639.8980,1
0.784694,2859.3018,1
0.784694,3096.9405,1
0.784694,3354.3295,1
0.784694,3633.1102,1
0.784694,3935.0607,1
0.784694,4262.1064,1
0.784694,4616.3332,1
0.784694,5000.0000,1
0.803061,100.0000,1
0.803061,108.3111,1
0.803061,117.3129,1
0.803061,127.0628,1
0.803061,137.6231,1
0.803061,149.0611,1
0.803061,161.4497,1
0.803061,174.8679,1
0.803061,189.4013,1
0.803061,205.1425,1
0.803061,222.1921,1
0.803061,240.6586,1
0.803061,260.6599,1
0.803061,282.3236,1
0.803061,305.7877,1
0.803061,331.2019,1
0.803061,358.7284,1
0.803061,388.5425,1
0.803061,420.8346,1
0.803061,455.8105,1
0.803061,493.6932,1
0.803061,534.7244,1
0.803061,579.1657,1
0.803061,627.3006,1
0.803061,679.4360,1
0.803061,735.9045,1
0.803061,797.0660,1
0.803061,863.3107,1
0.803061,935.0611,1
0.803061,1012.7747,1
0.803061,1096.9472,1
0.803061,1188.1153,1
0.803061,1286.8604,1
0.803061,1393.8123,1
0.803061,1509.6530,1
0.803061,1635.1214,1
0.803061,1771.0175,1
0.803061,1918.2081,1
0.803061,2077.6318,1
0.803061,2250.3052,1
0.803061,2437.3297,1
0.803061,2639.8980,1
0.803061,2859.3018,1
0.803061,3096.9405,1
0.803061,3354.3295,1
0.803061,3633.1102,1
0.803061,3935.0607,1
0.803061,4262.1064,1
0.803061,4616.3332,1
0.803061,5000.0000,1
0.821429,100.0000,1
0.821429,108.3111,1
0.821429,117.3129,1
0.821429,127.0628,1
0.821429,137.6231,1
0.821429,149.0611,1
0.821429,161.4497,1
0.821429,174.8679,1
0.821429,189.4013,1
0.821429,205.1425,1
0.821429,222.1921,1
0.821429,240.6586,1
0.821429,260.6599,1
0.821429,282.3236,1
0.821429,305.7877,1
0.821429,331.2019,1
0.821429,358.7284,1
0.821429,388.5425,1
0.821429,420.8346,1
0.821429,455.8105,1
0.821429,493.6932,1
0.821429,534.7244,1
0.821429,579.1657,1
0.821429,627.3006,1
0.821429,679.4360,1
0.821429,735.9045,1
0.821429,797.0660,1
0.821429,863.3107,1
0.821429,935.0611,1
0.821429,1012.7747,1
0.821429,1096.9472,1
0.821429,1188.1153,1
0.821429,1286.8604,1
0.821429,1393.8123,1
0.821429,1509.6530,1
0.821429,1635.1214,1
0.821429,1771.0175,1
0.821429,1918.2081,1
0.821429,2077.6318,1
0.821429,2250.3052,1
0.821429,2437.3297,1
0.821429,2639.8980,1
0.821429,2859.3018,1
0.821429,3096.9405,1
0.821429,3354.3295,1
0.821429,3633.1102,1
0.821429,3935.0607,1
0.821429,4262.1064,1
0.821429,4616.3332,1
0.821429,5000.0000,1
0.839796,100.0000,1
0.839796,108.3111,1
0.839796,117.3129,1
0.839796,127.0628,1
0.839796,137.6231,1
0.839796,149.0611,1
0.839796,161.4497,1
0.839796,174.8679,1
0.839796,189.4013,1
0.839796,205.1425,1
0.839796,222.1921,1
0.839796,240.6586,1
0.839796,260.6599,1
0.839796,282.3236,1
0.839796,305.7877,1
0.839796,331.2019,1
0.839796,358.7284,1
0.839796,388.5425,1
0.839796,420.8346,1
0.839796,455.8105,1
0.839796,493.6932,1
0.839796,534.7244,1
0.839796,579.1657,1
0.839796,627.3006,1
0.839796,679.4360,1
0.839796,735.9045,1
0.839796,797.0660,1
0.839796,863.3107,1
0.839796,935.0611,1
0.839796,1012.7747,1
0.839796,1096.9472,1
0.839796,1188.1153,1
0.839796,1286.8604,1
0.839796,1393.8123,1
0.839796,1509.6530,1
0.839796,1635.1214,1
0.839796,1771.0175,1
0.839796,1918.2081,1
0.839796,2077.6318,1
0.839796,2250.3052,1
0.839796,2437.3297,1
0.839796,2639.8980,1
0.839796,2859.3018,1
0.839796,3096.9405,1
0.839796,3354.3295,1
0.839796,3633.1102,1
0.839796,3935.0607,1
0.839796,4262.1064,1
0.839796,4616.3332,1
0.839796,5000.0000,1
0.858163,100.0000,1
0.858163,108.3111,1
0.858163,117.3129,1
0.858163,127.0628,1
0.858163,137.6231,1
0.858163,149.0611,1
0.858163,161.4497,1
0.858163,174.8679,1
0.858163,189.4013,1
0.858163,205.1425,1
0.858163,222.1921,1
0.858163,240.6586,1
0.858163,260.6599,1
0.858163,282.3236,1
0.858163,305.7877,1
0.858163,331.2019,1
0.858163,358.7284,1
0.858163,388.5425,1
0.858163,420.8346,1
0.858163,455.8105,1
0.858163,493.6932,1
0.858163,534.7244,1
0.858163,579.1657,1
0.858163,627.3006,1
0.858163,679.4360,1
0.858163,735.9045,1
0.858163,797.0660,1
0.858163,863.3107,1
0.858163,935.0611,1
0.858163,1012.7747,1
0.858163,1096.9472,1
0.858163,1188.1153,1
0.858163,1286.8604,1
0.858163,1393.8123,1
0.858163,1509.6530,1
0.858163,1635.1214,1
0.858163,1771.0175,1
0.858163,1918.2081,1
0.858163,2077.6318,1
0.858163,2250.3052,1
0.858163,2437.3297,1
0.858163,2639.8980,1
0.858163,2859.3018,1
0.858163,3096.9405,1
0.858163,3354.3295,1
0.858163,3633.1102,1
0.858163,3935.0607,1
