dataset,cell,alpha,Rx,snrV,snrI,loc_err_pct,loc_err_self_pct,delta_loc_pp,Rx_err_pct,Rx_err_self_pct,delta_Rx_pp
emtp,363,0.500,1000.0,40.0,inf,5.379968,5.133956,0.246011,0.399290,0.004191,0.395099
emtp,364,0.500,1000.0,inf,20.0,42.576907,64.493736,-21.916828,0.645127,0.460211,0.184916
emtp,365,0.500,1000.0,inf,30.0,21.956118,18.713764,3.242353,0.401130,0.373504,0.027625
emtp,366,0.500,1000.0,inf,40.0,0.715966,0.733387,-0.017421,0.302886,0.004734,0.298153
emtp,367,0.500,1000.0,inf,inf,2.886549,0.003164,2.883386,0.315022,0.000001,0.315022
emtp,368,0.500,2000.0,20.0,20.0,90.000000,36.408017,53.591983,2.424809,0.531177,1.893632
emtp,369,0.500,2000.0,20.0,30.0,90.000000,64.901483,25.098517,2.093871,1.361010,0.732862
emtp,370,0.500,2000.0,20.0,40.0,5.124185,2.856090,2.268095,0.149592,1.160920,-1.011327
emtp,371,0.500,2000.0,20.0,inf,50.487761,90.000000,-39.512239,1.311305,1.753114,-0.441808
emtp,372,0.500,2000.0,30.0,20.0,90.000000,90.000000,0.000000,0.905958,0.706040,0.199918
emtp,373,0.500,2000.0,30.0,30.0,4.837307,43.033795,-38.196488,0.062566,0.593029,-0.530463
emtp,374,0.500,2000.0,30.0,40.0,20.398415,21.562246,-1.163831,0.946586,0.239126,0.707459
emtp,375,0.500,2000.0,30.0,inf,29.863662,1.247852,28.615810,0.220786,0.413014,-0.192229
emtp,376,0.500,2000.0,40.0,20.0,90.000000,90.000000,0.000000,1.665129,1.779099,-0.113970
emtp,377,0.500,2000.0,40.0,30.0,1.863546,21.863066,-19.999521,0.535492,0.516060,0.019432
emtp,378,0.500,2000.0,40.0,40.0,10.567187,0.180296,10.386891,0.400892,0.062259,0.338633
emtp,379,0.500,2000.0,40.0,inf,0.991414,0.333609,0.657805,0.353223,0.004128,0.349095
emtp,380,0.500,2000.0,inf,20.0,51.756024,40.409470,11.346554,1.496836,1.346635,0.150201
emtp,381,0.500,2000.0,inf,30.0,14.119794,27.206761,-13.086968,0.819081,0.691816,0.127266
emtp,382,0.500,2000.0,inf,40.0,20.572854,0.810325,19.762528,0.556916,0.153903,0.403013
emtp,383,0.500,2000.0,inf,inf,18.988964,0.011089,18.977875,0.497572,0.000004,0.497568
emtp,384,0.500,5000.0,20.0,20.0,25.055940,44.074671,-19.018730,0.000000,0.000000,0.000000
emtp,385,0.500,5000.0,20.0,30.0,23.887678,90.000000,-66.112322,0.000000,0.575704,-0.575704
emtp,386,0.500,5000.0,20.0,40.0,41.812848,25.158116,16.654732,2.244902,0.082107,2.162794
emtp,387,0.500,5000.0,20.0,inf,56.659360,26.238170,30.421191,0.000000,1.423393,-1.423393
emtp,388,0.500,5000.0,30.0,20.0,70.552951,36.131653,34.421298,1.628361,0.379671,1.248690
emtp,389,0.500,5000.0,30.0,30.0,55.504367,71.277428,-15.773061,0.000000,0.066377,-0.066377
emtp,390,0.500,5000.0,30.0,40.0,32.201501,25.348423,6.853078,0.000000,0.323396,-0.323396
emtp,391,0.500,5000.0,30.0,inf,25.537112,44.503298,-18.966186,0.560538,0.000000,0.560538
emtp,392,0.500,5000.0,40.0,20.0,29.080324,53.989958,-24.909634,0.000000,0.000000,0.000000
emtp,393,0.500,5000.0,40.0,30.0,5.966731,38.002671,-32.035940,0.000000,0.000000,0.000000
emtp,394,0.500,5000.0,40.0,40.0,15.832085,46.564498,-30.732413,0.000000,0.291914,-0.291914
emtp,395,0.500,5000.0,40.0,inf,13.523773,12.166675,1.357098,0.000000,0.000000,0.000000
emtp,396,0.500,5000.0,inf,20.0,45.546428,90.000000,-44.453572,0.000000,3.284306,-3.284306
emtp,397,0.500,5000.0,inf,30.0,36.613524,9.042025,27.571498,0.000000,0.088797,-0.088797
emtp,398,0.500,5000.0,inf,40.0,38.822379,5.303689,33.518690,0.000000,0.072209,-0.072209
emtp,399,0.500,5000.0,inf,inf,12.459370,0.000565,12.458805,0.000000,0.000000,0.000000
emtp,400,0.600,100.0,20.0,20.0,1.816753,10.397397,-8.580644,1.278295,0.000000,1.278295
emtp,401,0.600,100.0,20.0,30.0,4.804881,2.279038,2.525843,1.180803,0.179036,1.001767
emtp,402,0.600,100.0,20.0,40.0,3.819739,6.498671,-2.678932,0.256846,0.085164,0.171682
emtp,403,0.600,100.0,20.0,inf,3.249457,2.831296,0.418161,0.673747,0.354214,0.319533
emtp,404,0.600,100.0,30.0,20.0,4.654386,2.565416,2.088969,1.947664,0.546183,1.401481
emtp,405,0.600,100.0,30.0,30.0,0.425114,2.752741,-2.327627,0.438586,0.114045,0.324541
emtp,406,0.600,100.0,30.0,40.0,0.290536,0.113070,0.177466,0.786778,0.000778,0.786000
emtp,407,0.600,100.0,30.0,inf,2.177755,0.456570,1.721186,0.712373,0.385727,0.326646
emtp,408,0.600,100.0,40.0,20.0,4.764862,3.026127,1.738735,1.057973,0.000000,1.057973
emtp,409,0.600,100.0,40.0,30.0,2.390904,1.122741,1.268163,0.968222,0.511215,0.457008
emtp,410,0.600,100.0,40.0,40.0,0.522536,0.124684,0.397852,0.428910,0.000000,0.428910
emtp,411,0.600,100.0,40.0,inf,0.313701,0.569886,-0.256186,0.346346,0.000000,0.346346
emtp,412,0.600,100.0,inf,20.0,1.751763,0.707152,1.044611,0.910884,0.000000,0.910884
emtp,413,0.600,100.0,inf,30.0,1.384194,1.578037,-0.193843,0.146297,0.310199,-0.163903
emtp,414,0.600,100.0,inf,40.0,0.610128,0.334451,0.275676,0.403386,0.000000,0.403386
emtp,415,0.600,100.0,inf,inf,0.345252,0.000121,0.345131,0.406583,0.000093,0.406490
emtp,416,0.600,500.0,20.0,20.0,2.728328,6.669602,-3.941274,0.553672,1.059412,-0.505740
emtp,417,0.600,500.0,20.0,30.0,8.985802,12.453921,-3.468119,0.148824,1.124658,-0.975833
emtp,418,0.600,500.0,20.0,40.0,28.570377,8.090043,20.480333,1.401607,0.716854,0.684753
emtp,419,0.600,500.0,20.0,inf,5.805204,11.431935,-5.626731,0.078176,1.116410,-1.038234
emtp,420,0.600,500.0,30.0,20.0,16.108123,15.855372,0.252751,0.477919,0.843064,-0.365145
emtp,421,0.600,500.0,30.0,30.0,7.413539,7.314262,0.099277,0.822790,0.026605,0.796185
emtp,422,0.600,500.0,30.0,40.0,2.030093,1.384000,0.646092,0.312901,0.019170,0.293731
emtp,423,0.600,500.0,30.0,inf,1.285836,4.003180,-2.717343,1.012679,0.393430,0.619249
emtp,424,0.600,500.0,40.0,20.0,52.807070,27.170644,25.636425,0.537102,0.848123,-0.311020
emtp,425,0.600,500.0,40.0,30.0,12.981244,3.605002,9.376242,0.424963,0.108972,0.315991
emtp,426,0.600,500.0,40.0,40.0,7.500677,1.785771,5.714906,0.301742,0.009639,0.292103
emtp,427,0.600,500.0,40.0,inf,3.335516,0.557220,2.778296,0.445497,0.005374,0.440124
emtp,428,0.600,500.0,inf,20.0,14.230078,19.241776,-5.011698,0.586237,0.670216,-0.083979
emtp,429,0.600,500.0,inf,30.0,3.373049,2.356531,1.016518,0.578628,0.223025,0.355602
emtp,430,0.600,500.0,inf,40.0,0.840387,1.829649,-0.989262,0.233085,0.058185,0.174900
emtp,431,0.600,500.0,inf,inf,0.713243,0.000345,0.712897,0.397074,0.000004,0.397070
emtp,432,0.600,1000.0,20.0,20.0,58.333333,58.333333,0.000000,1.261231,0.284479,0.976752
emtp,433,0.600,1000.0,20.0,30.0,9.599324,37.342242,-27.742918,0.164983,0.529646,-0.364663
emtp,434,0.600,1000.0,20.0,40.0,10.026057,3.201766,6.824291,0.459849,0.189375,0.270474
emtp,435,0.600,1000.0,20.0,inf,11.566368,8.095675,3.470692,0.357447,0.606839,-0.249392
emtp,436,0.600,1000.0,30.0,20.0,29.451653,75.279021,-45.827368,0.200377,0.588399,-0.388022
emtp,437,0.600,1000.0,30.0,30.0,28.243801,11.212334,17.031467,0.552114,0.626915,-0.074801
emtp,438,0.600,1000.0,30.0,40.0,2.425111,9.926335,-7.501223,0.209351,0.096997,0.112354
emtp,439,0.600,1000.0,30.0,inf,0.037543,2.754276,-2.716733,0.341542,0.236122,0.105420
emtp,440,0.600,1000.0,40.0,20.0,22.440310,55.853295,-33.412985,0.561744,1.084746,-0.523003
emtp,441,0.600,1000.0,40.0,30.0,10.641892,3.646095,6.995797,1.060442,0.028023,1.032419
emtp,442,0.600,1000.0,40.0,40.0,11.223197,3.130249,8.092947,0.739353,0.151741,0.587612
emtp,443,0.600,1000.0,40.0,inf,0.830187,0.857548,-0.027361,0.357709,0.046152,0.311557
emtp,444,0.600,1000.0,inf,20.0,39.651802,25.867422,13.784380,1.733918,1.077816,0.656102
emtp,445,0.600,1000.0,inf,30.0,10.990296,3.561379,7.428917,0.268473,0.392445,-0.123972
emtp,446,0.600,1000.0,inf,40.0,5.582249,2.757349,2.824900,0.489021,0.192731,0.296290
emtp,447,0.600,1000.0,inf,inf,1.815273,0.003391,1.811881,0.431071,0.000001,0.431070
emtp,448,0.600,2000.0,20.0,20.0,91.666667,58.333333,33.333333,0.779172,1.917442,-1.138270
emtp,449,0.600,2000.0,20.0,30.0,58.333333,49.287000,9.046333,1.360917,0.442425,0.918493
emtp,450,0.600,2000.0,20.0,40.0,58.333333,40.403021,17.930313,1.427340,0.306750,1.120589
emtp,451,0.600,2000.0,20.0,inf,58.333333,91.666667,-33.333333,2.473006,1.157782,1.315224
emtp,452,0.600,2000.0,30.0,20.0,14.385557,39.147400,-24.761843,0.552987,0.436992,0.115995
emtp,453,0.600,2000.0,30.0,30.0,28.230131,26.608877,1.621254,0.630522,0.399971,0.230551
emtp,454,0.600,2000.0,30.0,40.0,44.027081,19.886020,24.141061,0.316974,0.066295,0.250680
emtp,455,0.600,2000.0,30.0,inf,23.966343,22.963458,1.002885,1.106754,0.097146,1.009608
emtp,456,0.600,2000.0,40.0,20.0,58.333333,36.835602,21.497731,1.992015,1.177521,0.814494
emtp,457,0.600,2000.0,40.0,30.0,21.565169,4.927766,16.637403,0.457652,0.434565,0.023087
emtp,458,0.600,2000.0,40.0,40.0,26.818191,12.822743,13.995448,0.711864,0.204128,0.507736
emtp,459,0.600,2000.0,40.0,inf,11.802224,0.622326,11.179898,0.709764,0.143332,0.566433
emtp,460,0.600,2000.0,inf,20.0,68.743399,22.852809,45.890590,0.593542,0.708536,-0.114995
emtp,461,0.600,2000.0,inf,30.0,30.280339,16.349117,13.931222,0.517344,0.680573,-0.163229
emtp,462,0.600,2000.0,inf,40.0,14.946091,0.143022,14.803068,0.581556,0.154959,0.426597
emtp,463,0.600,2000.0,inf,inf,18.148319,0.000066,18.148253,0.653407,0.000180,0.653228
emtp,464,0.600,5000.0,20.0,20.0,91.666667,2.894371,88.772296,0.000000,0.000000,0.000000
emtp,465,0.600,5000.0,20.0,30.0,51.708634,74.833837,-23.125203,0.000000,2.567569,-2.567569
emtp,466,0.600,5000.0,20.0,40.0,37.674771,54.153921,-16.479150,0.000000,0.000000,0.000000
emtp,467,0.600,5000.0,20.0,inf,73.140174,91.666667,-18.526493,0.000000,0.880130,-0.880130
emtp,468,0.600,5000.0,30.0,20.0,52.408560,90.148059,-37.739499,0.000000,0.000000,0.000000
emtp,469,0.600,5000.0,30.0,30.0,80.595550,24.482750,56.112800,0.007813,0.000000,0.007813
emtp,470,0.600,5000.0,30.0,40.0,45.212563,47.468068,-2.255505,0.094873,0.000000,0.094873
emtp,471,0.600,5000.0,30.0,inf,67.953739,2.563067,65.390672,0.000000,0.000000,0.000000
emtp,472,0.600,5000.0,40.0,20.0,16.852451,91.666667,-74.814215,0.000000,2.306682,-2.306682
emtp,473,0.600,5000.0,40.0,30.0,16.075862,0.865811,15.210050,0.000000,0.000000,0.000000
emtp,474,0.600,5000.0,40.0,40.0,20.673993,2.856505,17.817488,0.000000,0.000000,0.000000
emtp,475,0.600,5000.0,40.0,inf,22.481927,10.560217,11.921710,0.000000,0.000000,0.000000
emtp,476,0.600,5000.0,inf,20.0,13.159315,5.488622,7.670692,0.000000,1.841437,-1.841437
emtp,477,0.600,5000.0,inf,30.0,42.124703,0.043565,42.081138,0.000000,0.000000,0.000000
emtp,478,0.600,5000.0,inf,40.0,11.562943,48.880573,-37.317631,0.000000,0.373902,-0.373902
emtp,479,0.600,5000.0,inf,inf,22.629199,0.002293,22.626906,0.000000,0.000000,0.000000
emtp,480,0.700,100.0,20.0,20.0,4.509718,2.778820,1.730898,0.927755,0.000000,0.927755
emtp,481,0.700,100.0,20.0,30.0,3.402571,3.079643,0.322928,1.563356,0.052847,1.510509
emtp,482,0.700,100.0,20.0,40.0,2.464882,0.856145,1.608737,0.717835,0.000000,0.717835
emtp,483,0.700,100.0,20.0,inf,8.837176,0.999172,7.838004,0.604870,0.004945,0.599925
emtp,484,0.700,100.0,30.0,20.0,4.484472,3.594061,0.890411,0.537310,0.000000,0.537310
emtp,485,0.700,100.0,30.0,30.0,2.036910,0.205094,1.831816,1.330898,0.000000,1.330898
emtp,486,0.700,100.0,30.0,40.0,0.044527,1.817922,-1.773395,0.766588,0.085841,0.680747
emtp,487,0.700,100.0,30.0,inf,1.093462,0.480886,0.612576,0.770560,0.000000,0.770560
emtp,488,0.700,100.0,40.0,20.0,3.731227,0.351313,3.379914,0.031452,0.000000,0.031452
emtp,489,0.700,100.0,40.0,30.0,1.651517,0.071464,1.580053,0.346531,0.244843,0.101688
emtp,490,0.700,100.0,40.0,40.0,0.786491,1.738270,-0.951778,0.528789,0.000000,0.528789
emtp,491,0.700,100.0,40.0,inf,0.736019,0.043427,0.692592,0.475614,0.000000,0.475614
emtp,492,0.700,100.0,inf,20.0,0.284406,1.716807,-1.432401,0.688932,0.000000,0.688932
emtp,493,0.700,100.0,inf,30.0,0.288901,0.244639,0.044263,0.500331,0.000000,0.500331
emtp,494,0.700,100.0,inf,40.0,0.014380,0.380111,-0.365732,0.511948,0.227398,0.284550
emtp,495,0.700,100.0,inf,inf,0.390793,0.000104,0.390690,0.555056,0.000092,0.554964
emtp,496,0.700,500.0,20.0,20.0,25.491963,34.685037,-9.193074,1.030649,1.504003,-0.473354
emtp,497,0.700,500.0,20.0,30.0,9.364734,8.382301,0.982434,0.134176,1.269343,-1.135167
emtp,498,0.700,500.0,20.0,40.0,18.140088,30.690419,-12.550330,1.270737,0.312225,0.958513
emtp,499,0.700,500.0,20.0,inf,11.407100,3.070461,8.336639,1.583876,0.673206,0.910669
emtp,500,0.700,500.0,30.0,20.0,35.691221,1.393509,34.297712,0.337070,0.690234,-0.353164
emtp,501,0.700,500.0,30.0,30.0,4.134219,7.451139,-3.316920,0.564933,0.066650,0.498283
emtp,502,0.700,500.0,30.0,40.0,5.320476,5.017296,0.303179,0.885089,0.268159,0.616930
emtp,503,0.700,500.0,30.0,inf,7.251474,0.805370,6.446103,0.706559,0.094878,0.611680
emtp,504,0.700,500.0,40.0,20.0,18.428324,7.164744,11.263579,0.706974,1.834939,-1.127964
emtp,505,0.700,500.0,40.0,30.0,8.025864,4.474350,3.551514,0.382256,0.116349,0.265908
emtp,506,0.700,500.0,40.0,40.0,1.109514,1.024986,0.084528,0.535180,0.086530,0.448649
emtp,507,0.700,500.0,40.0,inf,0.184012,1.667296,-1.483285,0.492399,0.033623,0.458776
emtp,508,0.700,500.0,inf,20.0,6.242800,3.040313,3.202486,0.086207,1.327904,-1.241697
emtp,509,0.700,500.0,inf,30.0,9.902609,2.898325,7.004284,0.371275,0.484166,-0.112890
emtp,510,0.700,500.0,inf,40.0,1.870388,4.767928,-2.897539,0.562373,0.154803,0.407570
emtp,511,0.700,500.0,inf,inf,1.065968,0.000320,1.065648,0.537053,0.000004,0.537050
emtp,512,0.700,1000.0,20.0,20.0,17.584188,35.714286,-18.130098,0.574775,1.974297,-1.399522
emtp,513,0.700,1000.0,20.0,30.0,35.714286,11.467491,24.246794,1.016614,0.679218,0.337396
emtp,514,0.700,1000.0,20.0,40.0,35.714286,47.988187,-12.273901,0.798549,0.226026,0.572523
emtp,515,0.700,1000.0,20.0,inf,10.934097,35.714286,-24.780188,0.315291,0.600329,-0.285039
emtp,516,0.700,1000.0,30.0,20.0,17.552862,9.735152,7.817710,0.285783,0.102452,0.183330
emtp,517,0.700,1000.0,30.0,30.0,9.659513,0.564365,9.095148,0.353718,0.152894,0.200824
emtp,518,0.700,1000.0,30.0,40.0,6.689623,2.435954,4.253669,0.525027,0.120302,0.404725
emtp,519,0.700,1000.0,30.0,inf,13.907528,10.678881,3.228647,0.659542,0.442946,0.216596
emtp,520,0.700,1000.0,40.0,20.0,23.003610,17.559325,5.444285,2.034814,0.265149,1.769665
emtp,521,0.700,1000.0,40.0,30.0,8.666941,16.462368,-7.795427,0.782847,0.310797,0.472050
emtp,522,0.700,1000.0,40.0,40.0,8.177936,1.421257,6.756679,0.639048,0.044599,0.594449
emtp,523,0.700,1000.0,40.0,inf,2.529450,1.558939,0.970511,0.553853,0.077938,0.475915
emtp,524,0.700,1000.0,inf,20.0,44.776715,50.787520,-6.010806,0.106429,0.168619,-0.062189
emtp,525,0.700,1000.0,inf,30.0,14.861353,15.908788,-1.047435,1.052649,0.242613,0.810036
emtp,526,0.700,1000.0,inf,40.0,1.887397,0.987574,0.899823,0.594418,0.033133,0.561285
emtp,527,0.700,1000.0,inf,inf,1.210192,0.001907,1.208285,0.572456,0.000001,0.572456
emtp,528,0.700,2000.0,20.0,20.0,35.714286,35.714286,0.000000,1.138476,0.469152,0.669323
emtp,529,0.700,2000.0,20.0,30.0,52.296345,25.285523,27.010822,0.585340,0.328397,0.256943
emtp,530,0.700,2000.0,20.0,40.0,57.248637,92.857143,-35.608506,0.455019,1.844120,-1.389100
emtp,531,0.700,2000.0,20.0,inf,35.714286,37.257501,-1.543215,0.237791,1.133492,-0.895701
emtp,532,0.700,2000.0,30.0,20.0,35.714286,92.857143,-57.142857,1.428660,0.067578,1.361082
emtp,533,0.700,2000.0,30.0,30.0,35.714286,35.714286,0.000000,1.048873,0.120170,0.928703
emtp,534,0.700,2000.0,30.0,40.0,35.714286,35.714286,0.000000,1.202963,0.501814,0.701149
emtp,535,0.700,2000.0,30.0,inf,35.714286,26.912238,8.802047,1.316082,0.029081,1.287001
emtp,536,0.700,2000.0,40.0,20.0,56.275774,0.375142,55.900632,0.149673,0.108354,0.041320
emtp,537,0.700,2000.0,40.0,30.0,22.802142,23.442734,-0.640592,0.881807,0.328618,0.553189
emtp,538,0.700,2000.0,40.0,40.0,34.413446,16.237605,18.175840,1.140514,0.367861,0.772653
emtp,539,0.700,2000.0,40.0,inf,29.196548,13.733104,15.463445,1.067009,0.052565,1.014443
emtp,540,0.700,2000.0,inf,20.0,21.990161,5.097525,16.892636,0.189471,0.054782,0.134689
emtp,541,0.700,2000.0,inf,30.0,24.037251,27.547798,-3.510547,1.144079,0.625601,0.518478
emtp,542,0.700,2000.0,inf,40.0,12.831306,5.776943,7.054363,0.813066,0.123388,0.689678
emtp,543,0.700,2000.0,inf,inf,18.987627,0.011476,18.976151,0.855088,0.000000,0.855087
emtp,544,0.700,5000.0,20.0,20.0,10.566098,9.308889,1.257208,0.144899,2.291507,-2.146608
emtp,545,0.700,5000.0,20.0,30.0,22.217461,83.670590,-61.453129,0.000000,2.048239,-2.048239
emtp,546,0.700,5000.0,20.0,40.0,72.464981,10.020648,62.444333,0.000000,1.097965,-1.097965
emtp,547,0.700,5000.0,20.0,inf,49.656995,86.331566,-36.674571,0.000000,2.876637,-2.876637
emtp,548,0.700,5000.0,30.0,20.0,67.315827,65.062280,2.253546,0.000000,0.000000,0.000000
emtp,549,0.700,5000.0,30.0,30.0,76.148965,86.144089,-9.995124,0.841432,0.605899,0.235533
emtp,550,0.700,5000.0,30.0,40.0,45.217790,57.493421,-12.275631,0.000000,0.617258,-0.617258
emtp,551,0.700,5000.0,30.0,inf,31.927793,10.512713,21.415080,0.000000,0.239708,-0.239708
emtp,552,0.700,5000.0,40.0,20.0,92.857143,10.449218,82.407925,0.000000,0.352040,-0.352040
emtp,553,0.700,5000.0,40.0,30.0,40.724043,7.169611,33.554432,0.000000,0.000000,0.000000
emtp,554,0.700,5000.0,40.0,40.0,30.635517,10.544829,20.090688,0.000000,0.182605,-0.182605
emtp,555,0.700,5000.0,40.0,inf,34.651755,13.836971,20.814783,0.000000,0.000000,0.000000
emtp,556,0.700,5000.0,inf,20.0,9.798649,92.857143,-83.058494,1.476235,0.703470,0.772766
emtp,557,0.700,5000.0,inf,30.0,18.352860,10.593971,7.758889,0.000000,0.095158,-0.095158
emtp,558,0.700,5000.0,inf,40.0,29.059086,6.417584,22.641502,0.000000,0.137816,-0.137816
emtp,559,0.700,5000.0,inf,inf,30.807542,0.002527,30.805015,0.000000,0.000000,0.000000
emtp,560,0.800,100.0,20.0,20.0,6.985406,2.638778,4.346628,0.000000,0.865104,-0.865104
emtp,561,0.800,100.0,20.0,30.0,2.030944,3.566349,-1.535406,0.981745,0.000000,0.981745
emtp,562,0.800,100.0,20.0,40.0,3.354425,1.227299,2.127126,1.501373,0.000000,1.501373
emtp,563,0.800,100.0,20.0,inf,5.923769,4.948879,0.974889,0.000000,0.000000,0.000000
emtp,564,0.800,100.0,30.0,20.0,3.577306,2.120488,1.456818,0.707673,0.133853,0.573821
emtp,565,0.800,100.0,30.0,30.0,1.122984,2.228065,-1.105081,0.744423,0.000000,0.744423
emtp,566,0.800,100.0,30.0,40.0,0.121147,0.703220,-0.582072,0.686847,0.151842,0.535005
emtp,567,0.800,100.0,30.0,inf,0.043274,0.473135,-0.429862,0.725912,0.000000,0.725912
emtp,568,0.800,100.0,40.0,20.0,3.039666,4.401085,-1.361420,0.976980,0.002337,0.974644
emtp,569,0.800,100.0,40.0,30.0,2.349518,0.387148,1.962370,0.983382,0.016320,0.967062
emtp,570,0.800,100.0,40.0,40.0,0.748877,0.708600,0.040276,0.669875,0.151647,0.518228
emtp,571,0.800,100.0,40.0,inf,0.523981,0.053706,0.470275,0.765357,0.027711,0.737646
emtp,572,0.800,100.0,inf,20.0,3.405429,1.426841,1.978588,0.653396,0.000000,0.653396
emtp,573,0.800,100.0,inf,30.0,0.976069,0.001137,0.974932,0.889672,0.210809,0.678863
emtp,574,0.800,100.0,inf,40.0,0.252926,0.039323,0.213603,0.699075,0.000000,0.699075
emtp,575,0.800,100.0,inf,inf,0.427491,0.000091,0.427401,0.727343,0.000090,0.727253
emtp,576,0.800,500.0,20.0,20.0,27.610810,21.050832,6.559978,1.167989,0.797007,0.370982
emtp,577,0.800,500.0,20.0,30.0,14.636386,1.466392,13.169994,0.580297,0.278498,0.301799
emtp,578,0.800,500.0,20.0,40.0,22.551555,10.194259,12.357296,1.316954,0.395766,0.921189
emtp,579,0.800,500.0,20.0,inf,5.287637,15.426489,-10.138852,0.841706,0.216476,0.625230
emtp,580,0.800,500.0,30.0,20.0,22.234934,0.124258,22.110677,0.403146,0.930366,-0.527220
emtp,581,0.800,500.0,30.0,30.0,1.533218,2.703731,-1.170513,0.146015,0.319157,-0.173142
emtp,582,0.800,500.0,30.0,40.0,1.463520,9.458816,-7.995296,1.031215,0.063262,0.967953
emtp,583,0.800,500.0,30.0,inf,3.507446,1.459802,2.047644,0.870856,0.172808,0.698048
emtp,584,0.800,500.0,40.0,20.0,18.750000,10.254772,8.495228,1.173848,0.230076,0.943772
emtp,585,0.800,500.0,40.0,30.0,2.103776,3.097149,-0.993373,0.637000,0.051636,0.585364
emtp,586,0.800,500.0,40.0,40.0,2.164759,2.025666,0.139093,0.731944,0.040447,0.691497
emtp,587,0.800,500.0,40.0,inf,2.196899,0.149846,2.047053,0.683769,0.149849,0.533920
emtp,588,0.800,500.0,inf,20.0,6.111112,18.750000,-12.638888,0.166890,1.511179,-1.344289
emtp,589,0.800,500.0,inf,30.0,0.257711,2.411384,-2.153673,0.747774,0.116965,0.630809
emtp,590,0.800,500.0,inf,40.0,2.407137,0.600343,1.806794,0.704437,0.022318,0.682120
emtp,591,0.800,500.0,inf,inf,1.352502,0.000296,1.352205,0.699568,0.000004,0.699564
emtp,592,0.800,1000.0,20.0,20.0,18.750000,10.007611,8.742389,0.486074,0.464182,0.021892
emtp,593,0.800,1000.0,20.0,30.0,14.244236,8.833232,5.411004,0.559887,1.664980,-1.105093
emtp,594,0.800,1000.0,20.0,40.0,0.982807,47.162994,-46.180187,2.773519,1.017202,1.756317
emtp,595,0.800,1000.0,20.0,inf,1.796473,1.687141,0.109332,1.663034,1.722617,-0.059583
emtp,596,0.800,1000.0,30.0,20.0,18.750000,6.734856,12.015144,1.377628,0.995014,0.382614
emtp,597,0.800,1000.0,30.0,30.0,10.059928,5.787278,4.272650,0.871102,0.503088,0.368014
emtp,598,0.800,1000.0,30.0,40.0,18.750000,3.059744,15.690256,0.612219,0.043784,0.568435
emtp,599,0.800,1000.0,30.0,inf,6.758291,4.304642,2.453649,0.409847,0.109785,0.300062
emtp,600,0.800,1000.0,40.0,20.0,13.553658,40.397348,-26.843690,1.238299,0.581247,0.657051
emtp,601,0.800,1000.0,40.0,30.0,2.757797,12.934637,-10.176840,0.997017,0.555383,0.441634
emtp,602,0.800,1000.0,40.0,40.0,8.265012,0.004418,8.260595,0.802532,0.057232,0.745299
emtp,603,0.800,1000.0,40.0,inf,5.413302,0.303245,5.110057,0.844383,0.010766,0.833617
emtp,604,0.800,1000.0,inf,20.0,18.750000,18.750000,0.000000,0.607292,0.102565,0.504726
emtp,605,0.800,1000.0,inf,30.0,16.506642,1.296313,15.210329,1.136349,0.090751,1.045598
emtp,606,0.800,1000.0,inf,40.0,2.883690,1.342029,1.541661,0.539369,0.023877,0.515491
emtp,607,0.800,1000.0,inf,inf,0.825331,0.002006,0.823325,0.738078,0.000001,0.738078
emtp,608,0.800,2000.0,20.0,20.0,18.750000,78.816226,-60.066226,0.861415,1.178867,-0.317453
emtp,609,0.800,2000.0,20.0,30.0,18.750000,33.305218,-14.555218,0.601633,0.772637,-0.171005
emtp,610,0.800,2000.0,20.0,40.0,64.749940,18.750000,45.999940,1.329363,1.273852,0.055511
emtp,611,0.800,2000.0,20.0,inf,63.732316,2.670127,61.062189,1.779371,0.527783,1.251587
emtp,612,0.800,2000.0,30.0,20.0,90.319218,18.750000,71.569218,0.505895,1.507126,-1.001231
emtp,613,0.800,2000.0,30.0,30.0,18.750000,13.339255,5.410745,1.696747,0.535941,1.160806
emtp,614,0.800,2000.0,30.0,40.0,18.750000,18.750000,0.000000,1.374301,0.120818,1.253483
emtp,615,0.800,2000.0,30.0,inf,18.750000,17.600978,1.149022,0.615981,0.383084,0.232897
emtp,616,0.800,2000.0,40.0,20.0,16.818352,37.740077,-20.921725,0.319537,1.764206,-1.444669
emtp,617,0.800,2000.0,40.0,30.0,18.750000,18.750000,0.000000,0.727981,0.179165,0.548816
emtp,618,0.800,2000.0,40.0,40.0,18.750000,2.210213,16.539787,1.138254,0.072422,1.065832
emtp,619,0.800,2000.0,40.0,inf,18.750000,3.837305,14.912695,0.989540,0.154844,0.834695
emtp,620,0.800,2000.0,inf,20.0,42.814543,11.522136,31.292406,0.401206,0.125788,0.275418
emtp,621,0.800,2000.0,inf,30.0,18.750000,15.469371,3.280629,1.350225,0.049757,1.300468
emtp,622,0.800,2000.0,inf,40.0,18.750000,0.287299,18.462701,0.893808,0.007192,0.886616
emtp,623,0.800,2000.0,inf,inf,18.750000,0.000091,18.749909,1.068133,0.000190,1.067943
emtp,624,0.800,5000.0,20.0,20.0,93.750000,20.138342,73.611658,0.214519,3.223409,-3.008890
emtp,625,0.800,5000.0,20.0,30.0,93.750000,93.750000,0.000000,0.000000,2.094438,-2.094438
emtp,626,0.800,5000.0,20.0,40.0,63.982133,87.706823,-23.724690,0.000000,0.000000,0.000000
