dataset,cell,alpha,Rx,snrV,snrI,loc_err_pct,loc_err_self_pct,delta_loc_pp,Rx_err_pct,Rx_err_self_pct,delta_Rx_pp
pscad,508,0.700,500.0,inf,20.0,25.394051,3.040313,22.353738,0.186242,1.327904,-1.141662
pscad,509,0.700,500.0,inf,30.0,1.513767,2.898325,-1.384558,0.809249,0.484166,0.325084
pscad,510,0.700,500.0,inf,40.0,1.730333,4.767928,-3.037594,0.570109,0.154803,0.415307
pscad,511,0.700,500.0,inf,inf,1.066058,0.000320,1.065738,0.537052,0.000004,0.537048
pscad,512,0.700,1000.0,20.0,20.0,31.153890,35.714286,-4.560395,0.531799,1.974297,-1.442499
pscad,513,0.700,1000.0,20.0,30.0,6.973575,11.467491,-4.493916,0.974451,0.679218,0.295233
pscad,514,0.700,1000.0,20.0,40.0,34.191413,47.988187,-13.796774,0.304730,0.226026,0.078704
pscad,515,0.700,1000.0,20.0,inf,29.747985,35.714286,-5.966301,0.618768,0.600329,0.018439
pscad,516,0.700,1000.0,30.0,20.0,11.847195,9.735152,2.112043,0.451683,0.102452,0.349231
pscad,517,0.700,1000.0,30.0,30.0,32.098689,0.564365,31.534325,0.576925,0.152894,0.424030
pscad,518,0.700,1000.0,30.0,40.0,1.470227,2.435954,-0.965727,0.489047,0.120302,0.368745
pscad,519,0.700,1000.0,30.0,inf,11.304819,10.678881,0.625937,1.312919,0.442946,0.869973
pscad,520,0.700,1000.0,40.0,20.0,37.988094,17.559325,20.428769,0.646018,0.265149,0.380869
pscad,521,0.700,1000.0,40.0,30.0,7.927455,16.462368,-8.534912,0.677502,0.310797,0.366705
pscad,522,0.700,1000.0,40.0,40.0,1.273795,1.421257,-0.147462,0.605884,0.044599,0.561285
pscad,523,0.700,1000.0,40.0,inf,3.772083,1.558939,2.213144,0.463125,0.077938,0.385187
pscad,524,0.700,1000.0,inf,20.0,39.643831,50.787520,-11.143689,0.020073,0.168619,-0.148546
pscad,525,0.700,1000.0,inf,30.0,7.911015,15.908788,-7.997773,0.287497,0.242613,0.044884
pscad,526,0.700,1000.0,inf,40.0,3.408504,0.987574,2.420930,0.472780,0.033133,0.439647
pscad,527,0.700,1000.0,inf,inf,1.209938,0.001907,1.208031,0.572453,0.000001,0.572452
pscad,528,0.700,2000.0,20.0,20.0,76.534048,35.714286,40.819762,2.297752,0.469152,1.828600
pscad,529,0.700,2000.0,20.0,30.0,6.725840,25.285523,-18.559683,0.643628,0.328397,0.315232
pscad,530,0.700,2000.0,20.0,40.0,35.714286,92.857143,-57.142857,1.801929,1.844120,-0.042190
pscad,531,0.700,2000.0,20.0,inf,35.714286,37.257501,-1.543215,0.233822,1.133492,-0.899670
pscad,532,0.700,2000.0,30.0,20.0,35.714286,92.857143,-57.142857,2.688948,0.067578,2.621370
pscad,533,0.700,2000.0,30.0,30.0,23.552304,35.714286,-12.161982,0.175721,0.120170,0.055551
pscad,534,0.700,2000.0,30.0,40.0,7.288969,35.714286,-28.425317,1.042446,0.501814,0.540631
pscad,535,0.700,2000.0,30.0,inf,2.637859,26.912238,-24.274379,0.676703,0.029081,0.647622
pscad,536,0.700,2000.0,40.0,20.0,35.714286,0.375142,35.339144,1.185669,0.108354,1.077315
pscad,537,0.700,2000.0,40.0,30.0,35.714286,23.442734,12.271552,1.110647,0.328618,0.782029
pscad,538,0.700,2000.0,40.0,40.0,23.523243,16.237605,7.285638,0.778920,0.367861,0.411060
pscad,539,0.700,2000.0,40.0,inf,20.698763,13.733104,6.965659,0.905980,0.052565,0.853415
pscad,540,0.700,2000.0,inf,20.0,35.714286,5.097525,30.616761,0.488867,0.054782,0.434085
pscad,541,0.700,2000.0,inf,30.0,8.010954,27.547798,-19.536844,0.556950,0.625601,-0.068651
pscad,542,0.700,2000.0,inf,40.0,10.235559,5.776943,4.458616,0.756845,0.123388,0.633457
pscad,543,0.700,2000.0,inf,inf,18.986499,0.011476,18.975023,0.855070,0.000000,0.855070
pscad,544,0.700,5000.0,20.0,20.0,92.857143,9.308889,83.548254,3.089123,2.291507,0.797616
pscad,545,0.700,5000.0,20.0,30.0,67.560464,83.670590,-16.110127,0.000000,2.048239,-2.048239
pscad,546,0.700,5000.0,20.0,40.0,64.135074,10.020648,54.114426,0.000000,1.097965,-1.097965
pscad,547,0.700,5000.0,20.0,inf,92.857143,86.331566,6.525577,0.000000,2.876637,-2.876637
pscad,548,0.700,5000.0,30.0,20.0,11.166818,65.062280,-53.895462,0.000000,0.000000,0.000000
pscad,549,0.700,5000.0,30.0,30.0,44.909748,86.144089,-41.234341,0.000000,0.605899,-0.605899
pscad,550,0.700,5000.0,30.0,40.0,56.165136,57.493421,-1.328286,0.000000,0.617258,-0.617258
pscad,551,0.700,5000.0,30.0,inf,21.257012,10.512713,10.744298,0.000000,0.239708,-0.239708
pscad,552,0.700,5000.0,40.0,20.0,30.842869,10.449218,20.393651,0.000000,0.352040,-0.352040
pscad,553,0.700,5000.0,40.0,30.0,16.956679,7.169611,9.787068,0.000000,0.000000,0.000000
pscad,554,0.700,5000.0,40.0,40.0,15.361911,10.544829,4.817082,0.000000,0.182605,-0.182605
pscad,555,0.700,5000.0,40.0,inf,30.825211,13.836971,16.988240,0.000000,0.000000,0.000000
pscad,556,0.700,5000.0,inf,20.0,92.857143,92.857143,0.000000,0.000000,0.703470,-0.703470
pscad,557,0.700,5000.0,inf,30.0,32.111543,10.593971,21.517572,0.000000,0.095158,-0.095158
pscad,558,0.700,5000.0,inf,40.0,33.477598,6.417584,27.060014,0.000000,0.137816,-0.137816
pscad,559,0.700,5000.0,inf,inf,30.807635,0.002527,30.805108,0.000000,0.000000,0.000000
pscad,560,0.800,100.0,20.0,20.0,0.023279,2.638778,-2.615500,0.617334,0.865104,-0.247769
pscad,561,0.800,100.0,20.0,30.0,2.109653,3.566349,-1.456696,1.013612,0.000000,1.013612
pscad,562,0.800,100.0,20.0,40.0,1.109744,1.227299,-0.117555,0.373981,0.000000,0.373981
pscad,563,0.800,100.0,20.0,inf,2.927697,4.948879,-2.021183,0.195328,0.000000,0.195328
pscad,564,0.800,100.0,30.0,20.0,0.503548,2.120488,-1.616940,0.000000,0.133853,-0.133853
pscad,565,0.800,100.0,30.0,30.0,0.261732,2.228065,-1.966333,0.757317,0.000000,0.757317
pscad,566,0.800,100.0,30.0,40.0,0.046101,0.703220,-0.657118,0.784710,0.151842,0.632867
pscad,567,0.800,100.0,30.0,inf,1.533438,0.473135,1.060302,0.901193,0.000000,0.901193
pscad,568,0.800,100.0,40.0,20.0,3.567701,4.401085,-0.833385,0.976080,0.002337,0.973743
pscad,569,0.800,100.0,40.0,30.0,2.155482,0.387148,1.768335,0.946856,0.016320,0.930536
pscad,570,0.800,100.0,40.0,40.0,0.944593,0.708600,0.235992,0.754210,0.151647,0.602563
pscad,571,0.800,100.0,40.0,inf,0.736543,0.053706,0.682837,0.701919,0.027711,0.674208
pscad,572,0.800,100.0,inf,20.0,2.896808,1.426841,1.469967,0.466537,0.000000,0.466537
pscad,573,0.800,100.0,inf,30.0,0.875101,0.001137,0.873963,0.413267,0.210809,0.202458
pscad,574,0.800,100.0,inf,40.0,0.366418,0.039323,0.327094,0.837899,0.000000,0.837899
pscad,575,0.800,100.0,inf,inf,0.427537,0.000091,0.427447,0.727340,0.000090,0.727250
pscad,576,0.800,500.0,20.0,20.0,18.750000,21.050832,-2.300832,0.599656,0.797007,-0.197350
pscad,577,0.800,500.0,20.0,30.0,18.750000,1.466392,17.283608,0.835286,0.278498,0.556787
pscad,578,0.800,500.0,20.0,40.0,17.340462,10.194259,7.146204,0.602166,0.395766,0.206401
pscad,579,0.800,500.0,20.0,inf,3.391011,15.426489,-12.035478,1.584550,0.216476,1.368074
pscad,580,0.800,500.0,30.0,20.0,23.827685,0.124258,23.703427,1.135408,0.930366,0.205042
pscad,581,0.800,500.0,30.0,30.0,1.851889,2.703731,-0.851842,0.437255,0.319157,0.118098
pscad,582,0.800,500.0,30.0,40.0,2.588040,9.458816,-6.870776,0.950556,0.063262,0.887294
pscad,583,0.800,500.0,30.0,inf,0.197413,1.459802,-1.262389,0.759905,0.172808,0.587097
pscad,584,0.800,500.0,40.0,20.0,11.289232,10.254772,1.034461,0.117679,0.230076,-0.112397
pscad,585,0.800,500.0,40.0,30.0,2.533314,3.097149,-0.563835,0.366243,0.051636,0.314607
pscad,586,0.800,500.0,40.0,40.0,2.270708,2.025666,0.245042,0.648128,0.040447,0.607681
pscad,587,0.800,500.0,40.0,inf,0.967159,0.149846,0.817313,0.672124,0.149849,0.522275
pscad,588,0.800,500.0,inf,20.0,6.314070,18.750000,-12.435930,0.035376,1.511179,-1.475802
pscad,589,0.800,500.0,inf,30.0,4.064127,2.411384,1.652743,0.568803,0.116965,0.451839
pscad,590,0.800,500.0,inf,40.0,1.126371,0.600343,0.526028,0.711254,0.022318,0.688937
pscad,591,0.800,500.0,inf,inf,1.352615,0.000296,1.352319,0.699566,0.000004,0.699563
pscad,592,0.800,1000.0,20.0,20.0,14.050144,10.007611,4.042533,0.213880,0.464182,-0.250302
pscad,593,0.800,1000.0,20.0,30.0,11.262419,8.833232,2.429187,0.481756,1.664980,-1.183225
pscad,594,0.800,1000.0,20.0,40.0,14.573229,47.162994,-32.589765,0.367466,1.017202,-0.649736
pscad,595,0.800,1000.0,20.0,inf,40.531637,1.687141,38.844497,0.573032,1.722617,-1.149585
pscad,596,0.800,1000.0,30.0,20.0,18.750000,6.734856,12.015144,0.718698,0.995014,-0.276316
pscad,597,0.800,1000.0,30.0,30.0,10.127124,5.787278,4.339846,1.283851,0.503088,0.780763
pscad,598,0.800,1000.0,30.0,40.0,1.544488,3.059744,-1.515256,1.132563,0.043784,1.088779
pscad,599,0.800,1000.0,30.0,inf,0.877464,4.304642,-3.427177,0.644964,0.109785,0.535179
pscad,600,0.800,1000.0,40.0,20.0,18.750000,40.397348,-21.647348,0.974618,0.581247,0.393370
pscad,601,0.800,1000.0,40.0,30.0,0.639868,12.934637,-12.294769,0.748063,0.555383,0.192679
pscad,602,0.800,1000.0,40.0,40.0,4.118926,0.004418,4.114508,0.823508,0.057232,0.766275
pscad,603,0.800,1000.0,40.0,inf,0.544732,0.303245,0.241487,0.907564,0.010766,0.896798
pscad,604,0.800,1000.0,inf,20.0,13.904977,18.750000,-4.845023,0.356974,0.102565,0.254409
pscad,605,0.800,1000.0,inf,30.0,18.750000,1.296313,17.453687,0.739600,0.090751,0.648849
pscad,606,0.800,1000.0,inf,40.0,4.167576,1.342029,2.825547,0.641427,0.023877,0.617550
pscad,607,0.800,1000.0,inf,inf,0.825010,0.002006,0.823004,0.738073,0.000001,0.738072
pscad,608,0.800,2000.0,20.0,20.0,62.034400,78.816226,-16.781826,0.544182,1.178867,-0.634686
pscad,609,0.800,2000.0,20.0,30.0,18.750000,33.305218,-14.555218,1.685176,0.772637,0.912539
pscad,610,0.800,2000.0,20.0,40.0,77.602866,18.750000,58.852866,0.732604,1.273852,-0.541248
pscad,611,0.800,2000.0,20.0,inf,18.750000,2.670127,16.079873,0.946688,0.527783,0.418905
pscad,612,0.800,2000.0,30.0,20.0,18.750000,18.750000,0.000000,1.174223,1.507126,-0.332903
pscad,613,0.800,2000.0,30.0,30.0,18.750000,13.339255,5.410745,1.504677,0.535941,0.968736
pscad,614,0.800,2000.0,30.0,40.0,18.750000,18.750000,0.000000,1.383567,0.120818,1.262750
pscad,615,0.800,2000.0,30.0,inf,18.750000,17.600978,1.149022,0.855635,0.383084,0.472551
pscad,616,0.800,2000.0,40.0,20.0,0.960382,37.740077,-36.779695,1.939016,1.764206,0.174809
pscad,617,0.800,2000.0,40.0,30.0,26.243231,18.750000,7.493231,0.940579,0.179165,0.761414
pscad,618,0.800,2000.0,40.0,40.0,15.021854,2.210213,12.811641,0.980355,0.072422,0.907933
pscad,619,0.800,2000.0,40.0,inf,12.990787,3.837305,9.153482,1.081838,0.154844,0.926994
pscad,620,0.800,2000.0,inf,20.0,28.633600,11.522136,17.111464,0.521791,0.125788,0.396003
pscad,621,0.800,2000.0,inf,30.0,18.750000,15.469371,3.280629,0.774367,0.049757,0.724610
pscad,622,0.800,2000.0,inf,40.0,18.750000,0.287299,18.462701,1.092029,0.007192,1.084837
pscad,623,0.800,2000.0,inf,inf,18.750000,0.000091,18.749909,1.068130,0.000190,1.067940
pscad,624,0.800,5000.0,20.0,20.0,93.750000,20.138342,73.611658,0.000000,3.223409,-3.223409
pscad,625,0.800,5000.0,20.0,30.0,33.574460,93.750000,-60.175540,0.000000,2.094438,-2.094438
pscad,626,0.800,5000.0,20.0,40.0,32.587093,87.706823,-55.119730,0.000000,0.000000,0.000000
pscad,627,0.800,5000.0,20.0,inf,21.538172,21.758711,-0.220539,0.562830,0.117686,0.445145
pscad,628,0.800,5000.0,30.0,20.0,21.095178,21.431650,-0.336472,1.434912,0.762388,0.672524
pscad,629,0.800,5000.0,30.0,30.0,71.549746,21.725886,49.823860,0.000000,0.184403,-0.184403
pscad,630,0.800,5000.0,30.0,40.0,45.351080,21.515852,23.835229,0.000000,0.607115,-0.607115
pscad,631,0.800,5000.0,30.0,inf,43.137889,83.392143,-40.254254,0.000000,1.533896,-1.533896
pscad,632,0.800,5000.0,40.0,20.0,52.491169,19.771899,32.719271,0.000000,3.875994,-3.875994
pscad,633,0.800,5000.0,40.0,30.0,26.418115,9.728077,16.690038,0.000000,0.000000,0.000000
pscad,634,0.800,5000.0,40.0,40.0,34.261925,21.571242,12.690683,0.000000,0.496528,-0.496528
pscad,635,0.800,5000.0,40.0,inf,34.993375,10.158234,24.835141,0.000000,0.000000,0.000000
pscad,636,0.800,5000.0,inf,20.0,77.908555,93.750000,-15.841445,0.000000,0.894433,-0.894433
pscad,637,0.800,5000.0,inf,30.0,36.175852,21.423859,14.751993,0.000000,0.790563,-0.790563
pscad,638,0.800,5000.0,inf,40.0,36.308396,7.328089,28.980306,0.000000,0.000000,0.000000
pscad,639,0.800,5000.0,inf,inf,37.717501,0.001795,37.715707,0.000000,0.000000,0.000000
pscad,640,0.900,100.0,20.0,20.0,6.825564,4.479672,2.345893,2.420022,0.445994,1.974028
pscad,641,0.900,100.0,20.0,30.0,5.555556,1.512290,4.043266,0.810109,1.104850,-0.294741
pscad,642,0.900,100.0,20.0,40.0,3.479253,4.695924,-1.216671,1.287650,0.000000,1.287650
pscad,643,0.900,100.0,20.0,inf,4.033887,5.158689,-1.124802,1.459593,0.000000,1.459593
pscad,644,0.900,100.0,30.0,20.0,0.484869,4.909326,-4.424457,0.000000,0.000000,0.000000
pscad,645,0.900,100.0,30.0,30.0,0.112152,0.292190,-0.180039,1.190121,0.050117,1.140004
pscad,646,0.900,100.0,30.0,40.0,0.924251,0.002014,0.922237,1.540214,0.000000,1.540214
pscad,647,0.900,100.0,30.0,inf,0.518478,0.622709,-0.104231,0.545552,0.000000,0.545552
pscad,648,0.900,100.0,40.0,20.0,2.176288,1.907067,0.269221,1.159791,0.257531,0.902260
pscad,649,0.900,100.0,40.0,30.0,0.657467,0.276791,0.380676,0.826851,0.016107,0.810745
pscad,650,0.900,100.0,40.0,40.0,0.769152,0.415110,0.354042,1.018384,0.000000,1.018384
pscad,651,0.900,100.0,40.0,inf,0.853362,0.264826,0.588536,0.978640,0.097812,0.880828
pscad,652,0.900,100.0,inf,20.0,1.037343,1.339353,-0.302010,0.246336,1.030008,-0.783672
pscad,653,0.900,100.0,inf,30.0,0.398205,0.159247,0.238957,1.020945,0.132075,0.888870
pscad,654,0.900,100.0,inf,40.0,0.991015,0.206925,0.784090,0.916117,0.000000,0.916117
pscad,655,0.900,100.0,inf,inf,0.456822,0.000080,0.456741,0.923696,0.000088,0.923608
pscad,656,0.900,500.0,20.0,20.0,12.300521,5.555556,6.744966,0.443791,0.427841,0.015950
pscad,657,0.900,500.0,20.0,30.0,5.555556,5.555556,0.000000,0.198400,0.311881,-0.113482
pscad,658,0.900,500.0,20.0,40.0,4.410430,5.555556,-1.145125,2.081568,0.539579,1.541989
pscad,659,0.900,500.0,20.0,inf,10.704722,5.555556,5.149166,1.146470,0.189903,0.956567
pscad,660,0.900,500.0,30.0,20.0,3.084066,1.012456,2.071609,0.421818,0.444972,-0.023155
pscad,661,0.900,500.0,30.0,30.0,0.784204,6.359872,-5.575668,0.922064,0.654295,0.267770
pscad,662,0.900,500.0,30.0,40.0,3.695549,3.697793,-0.002244,1.042391,0.045108,0.997283
pscad,663,0.900,500.0,30.0,inf,1.190407,2.217444,-1.027038,1.035988,0.744607,0.291381
pscad,664,0.900,500.0,40.0,20.0,5.555556,8.849200,-3.293644,1.100606,0.416923,0.683683
pscad,665,0.900,500.0,40.0,30.0,5.042231,2.877866,2.164366,0.986651,0.205903,0.780749
pscad,666,0.900,500.0,40.0,40.0,0.843785,0.946276,-0.102491,0.928875,0.049471,0.879404
pscad,667,0.900,500.0,40.0,inf,1.582402,0.094990,1.487413,0.948323,0.064527,0.883796
pscad,668,0.900,500.0,inf,20.0,16.978201,5.555556,11.422645,0.782784,0.595360,0.187423
pscad,669,0.900,500.0,inf,30.0,7.574504,2.277307,5.297198,0.313322,0.289900,0.023422
pscad,670,0.900,500.0,inf,40.0,0.659783,2.009240,-1.349457,0.882173,0.016892,0.865281
pscad,671,0.900,500.0,inf,inf,1.612341,0.000273,1.612068,0.884390,0.000004,0.884386
pscad,672,0.900,1000.0,20.0,20.0,5.555556,5.555556,0.000000,2.535793,0.422211,2.113582
pscad,673,0.900,1000.0,20.0,30.0,5.555556,5.555556,0.000000,0.689135,0.306275,0.382860
pscad,674,0.900,1000.0,20.0,40.0,21.533172,10.941157,10.592015,0.500090,0.080805,0.419285
pscad,675,0.900,1000.0,20.0,inf,5.555556,5.555556,0.000000,1.641549,1.353438,0.288111
pscad,676,0.900,1000.0,30.0,20.0,7.280586,5.555556,1.725030,0.145379,0.379714,-0.234335
pscad,677,0.900,1000.0,30.0,30.0,0.342242,5.555556,-5.213313,0.618948,0.032253,0.586694
pscad,678,0.900,1000.0,30.0,40.0,5.555556,5.555556,0.000000,1.092572,0.412606,0.679967
pscad,679,0.900,1000.0,30.0,inf,5.136953,5.195109,-0.058156,1.172458,0.292966,0.879492
pscad,680,0.900,1000.0,40.0,20.0,32.202784,34.735834,-2.533050,0.119165,0.561297,-0.442132
pscad,681,0.900,1000.0,40.0,30.0,5.555556,3.047829,2.507726,0.980485,0.110181,0.870304
pscad,682,0.900,1000.0,40.0,40.0,2.942270,0.727922,2.214347,0.736118,0.063071,0.673047
pscad,683,0.900,1000.0,40.0,inf,0.091924,1.251603,-1.159679,0.834676,0.110440,0.724237
pscad,684,0.900,1000.0,inf,20.0,5.555556,50.925507,-45.369952,0.458700,0.528179,-0.069478
pscad,685,0.900,1000.0,inf,30.0,5.555556,4.532586,1.022970,1.163183,0.039499,1.123685
pscad,686,0.900,1000.0,inf,40.0,5.555556,1.510350,4.045205,1.034091,0.014782,1.019309
pscad,687,0.900,1000.0,inf,inf,0.513196,0.000015,0.513181,0.926341,0.000045,0.926296
pscad,688,0.900,2000.0,20.0,20.0,5.555556,5.555556,0.000000,1.052381,0.353337,0.699044
pscad,689,0.900,2000.0,20.0,30.0,4.515486,23.465708,-18.950222,0.303881,0.307050,-0.003169
pscad,690,0.900,2000.0,20.0,40.0,5.555556,25.170033,-19.614477,0.821955,0.781499,0.040456
pscad,691,0.900,2000.0,20.0,inf,66.218611,5.555556,60.663056,0.242444,0.977030,-0.734585
pscad,692,0.900,2000.0,30.0,20.0,76.292694,5.555556,70.737139,0.398045,0.476561,-0.078516
pscad,693,0.900,2000.0,30.0,30.0,5.555556,5.555556,0.000000,2.177957,0.427432,1.750526
pscad,694,0.900,2000.0,30.0,40.0,5.555556,5.555556,0.000000,0.489670,0.483157,0.006513
pscad,695,0.900,2000.0,30.0,inf,5.555556,31.149370,-25.593815,1.736473,0.291114,1.445359
pscad,696,0.900,2000.0,40.0,20.0,28.001430,29.157496,-1.156066,0.802438,1.480756,-0.678318
pscad,697,0.900,2000.0,40.0,30.0,5.555556,1.510259,4.045297,0.945956,0.107441,0.838516
pscad,698,0.900,2000.0,40.0,40.0,5.555556,5.555556,0.000000,1.083111,0.159117,0.923994
pscad,699,0.900,2000.0,40.0,inf,5.555556,4.200422,1.355133,1.120952,0.030536,1.090417
pscad,700,0.900,2000.0,inf,20.0,5.555556,5.555556,0.000000,0.888137,0.476533,0.411604
pscad,701,0.900,2000.0,inf,30.0,5.555556,22.157840,-16.602284,1.065682,0.208821,0.856861
pscad,702,0.900,2000.0,inf,40.0,5.555556,12.954618,-7.399063,0.917130,0.191917,0.725213
pscad,703,0.900,2000.0,inf,inf,5.555556,0.008338,5.547218,1.072067,0.000000,1.072067
pscad,704,0.900,5000.0,20.0,20.0,70.049368,94.444444,-24.395077,0.000000,0.000000,0.000000
pscad,705,0.900,5000.0,20.0,30.0,32.676979,94.444444,-61.767466,0.000000,3.678459,-3.678459
pscad,706,0.900,5000.0,20.0,40.0,63.614019,47.261979,16.352040,0.000000,0.000000,0.000000
pscad,707,0.900,5000.0,20.0,inf,94.444444,29.703991,64.740454,0.000000,1.777616,-1.777616
pscad,708,0.900,5000.0,30.0,20.0,32.196257,30.088455,2.107802,0.000000,0.937767,-0.937767
pscad,709,0.900,5000.0,30.0,30.0,30.486107,29.958477,0.527631,0.039898,1.224862,-1.184964
pscad,710,0.900,5000.0,30.0,40.0,30.427472,37.938488,-7.511016,0.174211,0.000000,0.174211
pscad,711,0.900,5000.0,30.0,inf,56.310268,92.288217,-35.977948,0.000000,1.976365,-1.976365
pscad,712,0.900,5000.0,40.0,20.0,29.913171,94.444444,-64.531274,1.324034,2.894925,-1.570890
pscad,713,0.900,5000.0,40.0,30.0,39.765118,5.455300,34.309818,0.000000,0.000000,0.000000
pscad,714,0.900,5000.0,40.0,40.0,42.532011,5.555556,36.976456,0.000000,0.001285,-0.001285
pscad,715,0.900,5000.0,40.0,inf,42.009761,0.490601,41.519160,0.000000,0.000000,0.000000
pscad,716,0.900,5000.0,inf,20.0,76.258179,94.444444,-18.186266,0.000000,1.490956,-1.490956
pscad,717,0.900,5000.0,inf,30.0,52.365161,11.088168,41.276994,0.000000,0.000000,0.000000
pscad,718,0.900,5000.0,inf,40.0,43.511673,2.780346,40.731328,0.000000,0.000000,0.000000
pscad,719,0.900,5000.0,inf,inf,43.737844,0.000882,43.736962,0.000000,0.000000,0.000000
emtp,0,0.100,100.0,20.0,20.0,30.826989,18.796882,12.030107,0.000000,0.291788,-0.291788
emtp,1,0.100,100.0,20.0,30.0,17.641665,36.957508,-19.315843,0.338661,0.077260,0.261401
emtp,2,0.100,100.0,20.0,40.0,17.208216,3.039035,14.169182,0.284757,0.000000,0.284757
emtp,3,0.100,100.0,20.0,inf,4.748868,4.012559,0.736309,0.000000,0.000000,0.000000
emtp,4,0.100,100.0,30.0,20.0,14.490954,29.709541,-15.218588,1.252995,0.000000,1.252995
emtp,5,0.100,100.0,30.0,30.0,14.026688,5.807792,8.218896,0.231521,0.115277,0.116244
emtp,6,0.100,100.0,30.0,40.0,5.979800,10.646492,-4.666692,0.000000,0.311657,-0.311657
emtp,7,0.100,100.0,30.0,inf,7.761476,1.164203,6.597273,0.063424,0.000000,0.063424
emtp,8,0.100,100.0,40.0,20.0,2.267654,30.507429,-28.239775,0.425894,0.000000,0.425894
emtp,9,0.100,100.0,40.0,30.0,0.625083,2.975864,-2.350781,0.252928,0.000000,0.252928
emtp,10,0.100,100.0,40.0,40.0,1.448681,1.424487,0.024194,0.000000,0.000000,0.000000
emtp,11,0.100,100.0,40.0,inf,4.528699,0.586859,3.941840,0.000000,0.000000,0.000000
emtp,12,0.100,100.0,inf,20.0,10.823785,13.015479,-2.191694,0.000000,0.000000,0.000000
emtp,13,0.100,100.0,inf,30.0,2.662914,6.473434,-3.810520,0.044114,0.319820,-0.275706
emtp,14,0.100,100.0,inf,40.0,1.157237,2.445125,-1.287888,0.007111,0.020676,-0.013566
emtp,15,0.100,100.0,inf,inf,0.564731,0.000697,0.564034,0.012821,0.000099,0.012722
emtp,16,0.100,500.0,20.0,20.0,156.473977,62.865007,93.608970,0.055974,1.432848,-1.376875
emtp,17,0.100,500.0,20.0,30.0,0.057203,85.593883,-85.536680,1.097434,0.527730,0.569705
emtp,18,0.100,500.0,20.0,40.0,50.000000,37.241816,12.758184,0.296432,0.245192,0.051240
emtp,19,0.100,500.0,20.0,inf,24.760109,16.167961,8.592148,0.097278,0.611650,-0.514373
emtp,20,0.100,500.0,30.0,20.0,50.000000,50.000000,0.000000,0.640957,1.311817,-0.670860
emtp,21,0.100,500.0,30.0,30.0,9.343587,14.509755,-5.166168,0.186935,0.012943,0.173993
emtp,22,0.100,500.0,30.0,40.0,87.589128,49.641665,37.947463,0.126149,0.108525,0.017624
emtp,23,0.100,500.0,30.0,inf,63.021043,19.599894,43.421149,0.002809,0.155195,-0.152386
emtp,24,0.100,500.0,40.0,20.0,34.140396,50.000000,-15.859604,0.280219,0.253123,0.027096
emtp,25,0.100,500.0,40.0,30.0,109.725563,3.853256,105.872307,0.170045,0.076965,0.093080
emtp,26,0.100,500.0,40.0,40.0,44.845349,5.457265,39.388084,0.139056,0.094367,0.044689
emtp,27,0.100,500.0,40.0,inf,13.077114,17.906699,-4.829585,0.079501,0.063806,0.015695
emtp,28,0.100,500.0,inf,20.0,18.068552,49.856230,-31.787679,0.690769,0.549019,0.141750
emtp,29,0.100,500.0,inf,30.0,63.649595,31.535920,32.113675,0.049169,0.164296,-0.115126
emtp,30,0.100,500.0,inf,40.0,8.339694,18.896769,-10.557075,0.035287,0.057999,-0.022713
emtp,31,0.100,500.0,inf,inf,14.180684,0.001009,14.179675,0.044154,0.000004,0.044150
emtp,32,0.100,1000.0,20.0,20.0,309.149103,50.000000,259.149103,0.475455,1.676717,-1.201262
emtp,33,0.100,1000.0,20.0,30.0,50.000000,48.307272,1.692728,0.169940,0.481848,-0.311908
emtp,34,0.100,1000.0,20.0,40.0,240.848768,196.181973,44.666795,0.506130,2.428643,-1.922513
emtp,35,0.100,1000.0,20.0,inf,15.661232,386.041586,-370.380354,1.007011,0.681738,0.325273
emtp,36,0.100,1000.0,30.0,20.0,87.521555,38.382100,49.139454,0.834463,0.052735,0.781728
emtp,37,0.100,1000.0,30.0,30.0,50.000000,50.000000,0.000000,0.749006,0.578233,0.170774
emtp,38,0.100,1000.0,30.0,40.0,50.000000,186.320855,-136.320855,0.258522,0.277302,-0.018781
emtp,39,0.100,1000.0,30.0,inf,26.024749,13.731113,12.293635,0.368074,0.344420,0.023654
emtp,40,0.100,1000.0,40.0,20.0,247.678607,462.285164,-214.606557,1.007774,0.091074,0.916700
emtp,41,0.100,1000.0,40.0,30.0,116.435810,50.000000,66.435810,0.081187,0.112363,-0.031175
emtp,42,0.100,1000.0,40.0,40.0,67.408089,11.968140,55.439949,0.001596,0.070953,-0.069357
emtp,43,0.100,1000.0,40.0,inf,64.351880,18.210380,46.141500,0.081486,0.080446,0.001040
emtp,44,0.100,1000.0,inf,20.0,50.000000,1.222865,48.777135,0.408448,0.631701,-0.223253
emtp,45,0.100,1000.0,inf,30.0,39.915376,50.000000,-10.084624,0.108389,0.044972,0.063417
emtp,46,0.100,1000.0,inf,40.0,81.176282,9.401827,71.774456,0.198629,0.065096,0.133532
emtp,47,0.100,1000.0,inf,inf,48.174987,0.010133,48.164854,0.121817,0.000000,0.121816
emtp,48,0.100,2000.0,20.0,20.0,546.153569,341.970981,204.182588,0.561384,0.497160,0.064224
emtp,49,0.100,2000.0,20.0,30.0,50.000000,50.000000,0.000000,0.233796,1.306968,-1.073173
emtp,50,0.100,2000.0,20.0,40.0,50.000000,50.000000,0.000000,0.333603,0.662553,-0.328949
