trial,fault_bus,alpha_true,Rx_true,snr_v_db,snr_i_db,loc_err_emanuel_dft,loc_err_wang2020_dft,loc_err_emanuel_tft,loc_err_wang2020_tft,delta_dft,delta_tft
0,bus_25,0.5,100.0,40.0,30.0,63.25919692095414,44.97589338198977,99.9773383292577,99.98,-18.28330353896437,0.0026616707422988384
0,bus_25,0.5,100.0,40.0,40.0,65.1811614647964,30.914144386885635,99.98,83.40012396731021,-34.267017077910765,-16.579876032689796
0,bus_25,0.5,100.0,40.0,inf,65.03044569370134,38.59585588208767,99.98,99.98,-26.43458981161367,0.0
0,bus_25,0.5,100.0,inf,30.0,65.00610412151096,36.87784461015685,99.98,79.4197752635406,-28.12825951135411,-20.560224736459404
0,bus_25,0.5,100.0,inf,40.0,63.37658044234528,12.41246657684858,99.96196698136555,59.03395101098376,-50.9641138654967,-40.928015970381786
0,bus_25,0.5,100.0,inf,inf,61.9075510491642,59.776542720084905,99.98,96.5800417394459,-2.131008329079293,-3.3999582605541008
0,bus_25,0.5,500.0,20.0,30.0,99.98,99.98,99.98,99.98,0.0,0.0
0,bus_25,0.5,500.0,20.0,40.0,99.98,99.98,99.98,99.98,0.0,0.0
0,bus_25,0.5,500.0,20.0,inf,99.98,99.98,99.98,99.98,0.0,0.0
0,bus_25,0.5,500.0,30.0,30.0,99.98,99.98,99.98,99.98,0.0,0.0
0,bus_25,0.5,500.0,30.0,40.0,99.98,99.98,99.98,99.98,0.0,0.0
0,bus_25,0.5,500.0,30.0,inf,99.98,99.98,99.98,99.98,0.0,0.0
