trial,alpha_true,Rx_true,snr_i_db,distortion_index,H_true_real,H_true_imag,H_dft_real,H_dft_imag,H_tft_real,H_tft_imag,bias_dft_pct,bias_tft_pct
143,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005275468375966005,0.0004094949216409148,0.00047934876552750417,0.00036056476538067535,8.660604116545628,4.035995591684056
144,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005293118371650357,0.00040755807026138203,0.00048235181868911103,0.00035551196898903233,8.510606259877598,3.6608213628406583
145,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005272085665777352,0.00041074345761624273,0.0004805788986669819,0.0003570179085666926,8.819738330360101,3.89107472947063
146,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005283385954716611,0.0004110689184660697,0.0004825389597785254,0.00036522617900800646,8.944602875170592,3.585436500035686
147,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005260877952004652,0.00040920038849716036,0.00047832021298172944,0.0003617889160169568,8.518472912224857,4.202915458345903
148,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005267923975868826,0.00040956707821444084,0.0004849830382565172,0.00035814168491309355,8.61940681194823,3.1613914497588165
149,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.000529540421135763,0.0004095548223096885,0.00048498000643523297,0.00035980048067453773,8.812568203170471,3.133697675990485
150,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005281917445418457,0.0004077737446027359,0.00048374178625478626,0.0003566022536985323,8.457786039099876,3.402723596850977
151,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005269977539274143,0.0004084589957237827,0.0004813083394077704,0.0003554845439864998,8.471749137557659,3.8252596208350123
152,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005243245227120623,0.0004079999392035464,0.0004743039623682369,0.00035468162430775147,8.227191565724782,4.955410055325818
153,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005270705704428484,0.00040696791504059,0.0004805133235312186,0.0003518642006117543,8.260609248025448,4.121464002923679
154,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.000524325412621177,0.0004097243183425591,0.0004788050586913316,0.00036020975847165967,8.483830142607447,4.125070991384987
155,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005270556470437161,0.00040885483067765703,0.00047811778106727636,0.00035561402379380067,8.533389492520737,4.322807619389215
156,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005269996029014035,0.0004101353382219241,0.0004837615412944373,0.0003632412472308329,8.716590029711577,3.3429719653707535
157,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005246785345671505,0.00040850790574604843,0.00048205795269396244,0.0003589452672381492,8.324903840891212,3.6141666330241558
158,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005277915246969452,0.00040813152356354587,0.0004804921696953041,0.000355659228180208,8.480307002827745,3.9470478411498693
159,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005261637228138494,0.0004104962461288816,0.0004805064403198982,0.0003672819295962399,8.714291386988297,3.9785297563866755
160,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005255640630317668,0.0004107259870396086,0.00048319025216308884,0.0003601255769522134,8.709838327914534,3.419081104594445
161,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005269271323534063,0.000409663557312275,0.0004820696058172712,0.0003622334603704389,8.642644767982386,3.6018963545743383
162,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005270489182256331,0.00041090301279997815,0.0004803381685597389,0.00036212486604132884,8.832439624959958,3.8798228904028202
163,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.000527578106355881,0.00040834282310634124,0.0004808644444527334,0.0003588679409442176,8.495621736254659,3.8069129087855806
164,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005259997812162507,0.00040726875551617384,0.0004850527240604779,0.00035737158977038275,8.229529333358283,3.170998628124143
165,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005273494456799478,0.00040770784948495893,0.00048179660395323973,0.0003514237168242303,8.387485247655027,3.9562750509256164
166,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005279558823501388,0.00040987942011025896,0.0004848029809147132,0.0003583870577337752,8.745033820556989,3.184576374881866
167,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005263997444578097,0.00041037154924104406,0.0004840781370975648,0.0003610669507690203,8.711334688749375,3.27284419886478
168,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005301049444701864,0.00040956636072442,0.00048206472225576294,0.00035590392292833377,8.856474558594492,3.6910820613742983
169,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005262812998071102,0.0004091887541708834,0.0004886283388563502,0.00036573692228564897,8.529630436949063,2.650301918583698
170,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005244459688881,0.00040533550346699487,0.00047547529111805663,0.0003566409422943298,7.841661073627981,4.713159951192605
171,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005279354401276115,0.0004061770105950345,0.0004809006111405292,0.0003517248246823236,8.210043349337145,4.071461162550046
172,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005267472029588248,0.0004082977497817287,0.00048258249353800865,0.000359149805163388,8.430935384522439,3.5269908401922394
173,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005248375125676471,0.0004072924851265072,0.0004790062527147798,0.00035462936625648263,8.155427905848688,4.218606298497316
174,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005283251605650604,0.00040803291423420436,0.00048451713913107234,0.00035471376184328734,8.504780038521858,3.359996348712431
175,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005279289416707296,0.0004083173492621747,0.0004837886991574298,0.00036136002939538773,8.516997770931445,3.319932043091046
176,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.000529086684887216,0.000408454506707295,0.0004895869685428706,0.0003608521435208729,8.621431161882118,2.38487799749277
177,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005233211765619639,0.00041042067656283564,0.0004745266655822814,0.0003620856933999986,8.528519677765013,4.815737052250647
178,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005275703007958154,0.0004065285807356623,0.0004813040021082471,0.0003495655512397171,8.233436902500888,4.153812955535083
179,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005298011785492656,0.00040764281867795843,0.00048616790957730407,0.00036170092260513087,8.560143383217481,2.9379288677315865
180,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005281631087965175,0.0004121289283322086,0.000483719868293699,0.0003681036298859805,9.08706397616427,3.520516579315694
181,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005310919129250675,0.00040728247750820704,0.0004836360096184748,0.0003544602768314037,8.611348551007843,3.5077584650523206
182,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005279455976515854,0.00040981961993542896,0.0004809362685829177,0.0003536422947089927,8.735630949406698,3.96251669736867
183,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005266521418847162,0.0004090342518851912,0.00048074198801314544,0.00035167596233457116,8.531952725216327,4.09813827400739
184,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005257288452407315,0.00041051405221010425,0.00048205706929181,0.0003603501664387424,8.688907088034705,3.6003334281777355
185,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005245721668137868,0.0004082337330952934,0.0004809162689753045,0.00035680151004014333,8.277519504703058,3.843482774607348
186,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005283134762524093,0.0004090286038668018,0.0004776912059616894,0.0003590313009086808,8.647278856316523,4.314562924242696
187,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005254683629452172,0.0004083635979339788,0.00047916373140374704,0.00035628699885689583,8.354524223576561,4.136376123210242
188,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005292005559322997,0.0004079556785899962,0.00048303009056865703,0.00035907214565438986,8.558758115872113,3.4562216028657584
189,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.000524477369906669,0.00040675959753440593,0.00047502265045030903,0.0003559129910125307,8.05339453113026,4.804069861800475
190,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005285075899918713,0.0004096802009596507,0.0004820934640199526,0.00036487083451501714,8.755274852130155,3.6458227306549773
191,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005283054539982407,0.00040723565222796086,0.0004813990360412479,0.00035525839602993883,8.388993436147922,3.8197586395679433
192,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.000525886529421049,0.0004082895383616996,0.0004815230761855676,0.00035534784125943716,8.371318200174935,3.7968622428801364
193,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005280617764500116,0.0004103877211406929,0.0004772224370006524,0.00036052595704246155,8.82627949478554,4.378857633778229
194,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005252216165942924,0.0004109310623634969,0.00047747782376931857,0.00035680174849540906,8.718835659561359,4.390138212384592
195,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005252126367959942,0.00040836722300305155,0.00048092144233224607,0.0003623393365120419,8.33836554519139,3.7876601758259194
196,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005263528503317523,0.00041384278506794597,0.00047681304057014124,0.0003627334599386956,9.22229444739801,4.452605797545553
197,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005273559927595303,0.0004078865562708019,0.0004818034871210158,0.0003571607790215364,8.413810061458197,3.692578618521857
198,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005253263814347404,0.0004094767010745945,0.00048338598365062034,0.0003599086040739009,8.509647281351926,3.3892372826144963
199,0.5,2000.0,30.0,0.5,0.0005043786873599078,0.0003610282863529149,0.0005254671612060788,0.0004084066948459666,0.00048025910693124665,0.000357994530095441,8.36079254464229,3.919177941893347
,,,,,,,,,,,,
SUMMARY,0.5,2000.0,30.0,0.5,,,mean_bias_dft_pct,8.558607,mean_bias_tft_pct,3.770922,improvement_mean_pct,55.9400
SUMMARY,0.5,2000.0,30.0,0.5,,,median_bias_dft_pct,8.557199,median_bias_tft_pct,3.803175,improvement_median_pct,55.5558
