trip,trip_time_ms,k_ibr,Rf,kappa_n,model,ddr
True,20.0,0.7792891226463232,0.14151326402051362,1.0000000000000016,pv_2param,8.118552885512928e-17
True,20.0,0.705332284033427,0.13289454726991753,1.0000000000000038,pv_2param,1.5308868709060747e-16
True,20.0,0.9171787224195886,0.16167531653566206,1.177953007494185,pv_2param,7.946262352825517e-17
True,20.0,1.4817675286619816,0.17504069490272947,1.0000000000000073,pv_2param,0.0
True,20.0,0.32942358707413916,0.05989574978570733,1.0000000000000013,pv_2param,0.0
True,20.0,0.7366840173924167,0.10079415757638632,1.0000000000000013,pv_2param,1.2836626813544014e-16
True,20.0,0.4396781482266434,0.10398450724339235,1.0089446764092511,pv_2param,3.7264936754657555e-17
True,20.0,0.3418136341714811,0.14399588535202965,1.0000000000000016,pv_2param,6.077473983241892e-17
True,20.0,0.7709558294757768,0.10929969009537695,1.0305311016652277,pv_2param,0.0
True,20.0,1.4925501313515386,0.08514172314037537,1.0033448341538391,pv_2param,1.6615858214059256e-16
True,20.0,1.119700349960937,0.18851982563381134,1.0000000000000202,pv_2param,0.0
True,20.0,0.40540559452548497,0.07904564476206394,1.038345123776474,pv_2param,0.0
True,20.0,0.7769111170980586,0.13310925140053104,1.0140861679650033,pv_2param,5.163808768386095e-17
True,20.0,0.3146120130823526,0.0028601259294308346,1.0000000000000078,pv_2param,7.386235580177603e-17
True,20.0,1.3148148479394792,0.1841266261664948,1.0831974787991017,pv_2param,1.2729908024811506e-16
True,20.0,0.8003397128317509,0.026781128979473847,1.0000000000000033,pv_2param,1.4274017869118992e-16
True,20.0,0.7268089143996624,0.16286459144775706,1.0022032748237375,pv_2param,5.3502399044052734e-17
True,20.0,0.6238717331273436,0.0919133274258358,1.0000000000000022,pv_2param,0.0
True,20.0,0.5319930994712172,0.12715607436228102,1.0529816277276964,pv_2param,8.303073106809852e-17
True,20.0,0.48662565053308726,0.03773023957643145,1.0000000000000129,pv_2param,6.054037345275226e-17
True,20.0,1.1470628907354923,0.09368982246284029,1.0000000000000135,pv_2param,1.3280159445670574e-16
True,20.0,0.8149264432907539,0.10472243004956205,1.000000000000009,pv_2param,5.754286140254689e-17
True,20.0,0.8209568620592897,0.18449278546942746,1.0000000000000044,pv_2param,8.924591160900873e-17
True,20.0,1.4113278098864128,0.06966056139167486,1.0000000000000007,pv_2param,0.0
True,20.0,0.5462423778731865,0.008806007613618804,1.0000000000000058,pv_2param,0.0
True,20.0,0.6334928701746547,0.06441411463065749,1.0000000000000127,pv_2param,0.0
